symbol,timeframe,scenario,entryAt,direction,bigbar,chopCut,alignCut,dedupCut,touchStatus,touchNetR,closeStatus,closeNetR,confirmStatus,confirmNetR,exit141R,exitCanonR,touchDelayBars,tpDistRatio,fixed1R,fixed15R,fixed2R,fixed3R
BTC/USDT,15m,ote,1775592000000,short,false,true,false,true,entered,0.22294883151929834,missed-tp,0,missed-tp,0,-1.1117830680128873,-1.1117830680128873,85,0.2722646310432618,-1.1117830680128873,-1.1117830680128873,-1.1117830680128873,-1.1117830680128873
BTC/USDT,15m,ote,1775520000000,short,false,false,false,true,entered,0.24981766937791863,missed-tp,0,missed-tp,0,0.771550493805408,0.36046115548720536,3,0.2722646310432643,0.9776985854084457,-1.0513281828309973,-1.0513281828309973,-1.0513281828309973
BTC/USDT,15m,ote,1775696400000,long,false,false,false,true,entered,0.2671322046652847,entered,0.22425603253739226,entered,0.2041074121229841,0.7886563776932755,1.4246614667518,102,0.2722646310432579,0.9947220265482355,1.4946220265482368,1.9945220265482355,-1.0107254402664703
BTC/USDT,15m,ote,1775860200000,long,false,true,false,true,entered,0.2510032771216698,entered,0.16768563585823082,entered,0.15714514151918207,-1.0470155272396096,-1.0470155272396096,10,0.2722646310432604,-1.0470155272396096,-1.0470155272396096,-1.0470155272396096,-1.0470155272396096
BTC/USDT,15m,ote,1776192300000,long,false,false,true,true,entered,0.26365724716416544,entered,0.20585604989141837,entered,0.15424710444260764,0.7851814201921541,0.38296866277408126,20,0.2722646310432592,0.9912470690471149,1.4911470690471167,1.9910470690471147,-1.0185440946439916
BTC/USDT,15m,ote,1776211200000,short,false,true,false,true,entered,0.25092673189263326,missed-tp,0,missed-tp,0,0.7726595563201164,0.3622633820736158,20,0.2722646310432623,-1.0488327921728848,-1.0488327921728848,-1.0488327921728848,-1.0488327921728848
BTC/USDT,15m,ote,1776347100000,long,true,true,false,true,entered,-1.088635234907409,missed-tp,0,missed-tp,0,-1.088635234907409,-1.088635234907409,74,0.2722646310432495,-1.088635234907409,-1.088635234907409,-1.088635234907409,-1.088635234907409
BTC/USDT,15m,deep,1776347100000,long,false,true,false,true,entered,-1.1821635985267611,missed-tp,0,missed-tp,0,-1.1821635985267611,-1.1821635985267611,74,1.6178010471203719,-1.1821635985267611,-1.1821635985267611,-1.1821635985267611,-1.1821635985267611
BTC/USDT,15m,ote,1776298500000,long,false,true,false,true,entered,0.24283899073973617,entered,0.09622377879358276,entered,0.09622377879358276,-1.0653851715989353,-1.0653851715989353,18,0.2722646310432494,-1.0653851715989353,-1.0653851715989353,-1.0653851715989353,-1.0653851715989353
BTC/USDT,15m,deep,1776347100000,long,false,true,false,true,entered,-1.134324463028175,entered,-1.3357557184750797,entered,-1.3030481329020824,-1.134324463028175,-1.134324463028175,72,1.6178010471203905,-1.134324463028175,-1.134324463028175,-1.134324463028175,-1.134324463028175
BTC/USDT,15m,ote,1776374100000,long,false,true,true,true,entered,0.2530118651635606,entered,0.17284734908779475,entered,0.1602667736660452,0.7745360381915487,1.4105411272500747,5,0.27226463104326065,0.9806016870465086,1.4805016870465086,1.9804016870465087,2.9802016870465087
BTC/USDT,15m,ote,1776612600000,long,false,true,false,true,entered,0.2344416558667851,missed-tp,0,missed-tp,0,-1.0842791750631144,-1.0842791750631144,8,0.2722646310432668,-1.0842791750631144,-1.0842791750631144,-1.0842791750631144,-1.0842791750631144
BTC/USDT,15m,deep,1776618000000,long,false,true,false,true,entered,-1.1732006062816942,entered,-1.265030103456975,entered,-1.2597997279248065,-1.1732006062816942,-1.1732006062816942,14,1.6178010471204078,-1.1732006062816942,-1.1732006062816942,-1.1732006062816942,-1.1732006062816942
BTC/USDT,15m,ote,1776666600000,short,false,true,false,true,entered,0.2501733712053984,missed-tp,0,missed-tp,0,-1.050527853719155,-1.050527853719155,34,0.27226463104325865,-1.050527853719155,-1.050527853719155,-1.050527853719155,-1.050527853719155
BTC/USDT,15m,ote,1776726900000,long,false,true,false,true,entered,0.2569976197441832,entered,0.26305285912098436,entered,0.19324917389408738,0.7785217927721778,0.37214676821661175,17,0.2722646310432605,0.9845874416271314,1.4844874416271279,1.9843874416271314,2.9841874416271312
BTC/USDT,15m,ote,1776938400000,long,false,true,false,true,entered,0.26170762213705956,missed-tp,0,missed-tp,0,0.7832317951650467,0.3798005221050384,124,0.2722646310432548,0.9892974440200134,1.4891974440200157,1.9890974440200133,-1.0229307509549699
BTC/USDT,15m,ote,1776899700000,long,false,false,false,true,entered,0.26319286624877697,entered,0.23559237965253352,entered,0.19756833953424438,0.7847170392767648,0.3822140437865765,30,0.27226463104325754,0.9907826881317281,-1.019588951703612,-1.019588951703612,-1.019588951703612
BTC/USDT,15m,ote,1776945600000,short,false,true,false,true,entered,0.23307334423232726,entered,0.08440343273230978,entered,0.13528399080348244,-1.0890029144085585,-1.0890029144085585,7,0.2722646310432557,-1.0890029144085585,-1.0890029144085585,-1.0890029144085585,-1.0890029144085585
BTC/USDT,15m,deep,1776955500000,short,false,true,false,true,entered,-1.1833431694375076,entered,-1.2727366078090085,entered,-1.231848350253813,-1.1833431694375076,-1.1833431694375076,18,1.6178010471204487,-1.1833431694375076,-1.1833431694375076,-1.1833431694375076,-1.1833431694375076
