symbol,timeframe,scenario,entryAt,direction,bigbar,touchStatus,touchNetR,closeStatus,closeNetR,confirmStatus,confirmNetR
BTC/USDT,30m,ote,1748406600000,short,false,entered,0.24233828745740973,entered,0.14966754362944906,entered,0.1164341551987848
BTC/USDT,30m,ote,1748478600000,short,false,entered,0.2554487351458616,entered,0.28428996834672665,entered,0.11601114245416076
BTC/USDT,30m,ote,1748631600000,short,false,entered,0.24172802992190798,entered,0.10707086714505637,entered,0.10707086714505637
BTC/USDT,30m,ote,1748919600000,long,false,entered,0.2538349848784989,entered,0.17617980244238474,entered,0.16770638473952226
BTC/USDT,30m,ote,1750116600000,long,false,entered,-1.0205127284705218,entered,-1.0354331060661008,entered,-1.0354121248731454
BTC/USDT,30m,ote,1750186800000,short,false,entered,0.26069742511301136,entered,0.18097827178574985,entered,0.05773658593713546
BTC/USDT,30m,ote,1750687200000,short,false,entered,0.26727749681856966,entered,0.15420648827474417,entered,0.15420648827474417
BTC/USDT,30m,ote,1751261400000,long,false,entered,-1.0949748940303365,entered,-1.146541337090663,entered,-1.3323069818824633
BTC/USDT,30m,deep,1751265000000,long,true,entered,-1.1952080280310087,entered,-1.4998197871632906,entered,-1.3323069818824633
BTC/USDT,30m,ote,1751297400000,short,false,entered,0.23768284363101438,missed-tp,0,missed-tp,0
BTC/USDT,30m,deep,1751468400000,short,false,entered,-1.1620031179019439,entered,-1.27125975,missed-stop,0
BTC/USDT,30m,ote,1751378400000,short,false,entered,0.22233572162858545,missed-tp,0,missed-tp,0
BTC/USDT,30m,deep,1751443200000,short,true,entered,-1.233053864659255,entered,-1.8441208286673856,entered,-1.5296514938488575
BTC/USDT,30m,ote,1751544000000,long,false,entered,0.22617750146491628,entered,0.009957607707681615,entered,0.009957607707681615
BTC/USDT,30m,deep,1751545800000,long,false,entered,1.5231840736948408,missed-tp,0,missed-tp,0
BTC/USDT,30m,ote,1752795000000,long,false,entered,0.24766988195160944,entered,0.34244176210454313,entered,0.144203073651653
BTC/USDT,30m,deep,1752847200000,long,true,entered,-1.111959460127184,entered,-1.3178482153193114,entered,-1.2318925738396624
BTC/USDT,30m,ote,1752892200000,short,false,entered,0.25532486399923504,entered,0.23702383955600173,entered,0.23466690406819538
BTC/USDT,30m,ote,1753707600000,long,false,entered,-1.027539032006518,entered,-1.0417300618514542,entered,-1.0436798987978904
BTC/USDT,30m,ote,1753729200000,short,false,entered,0.24240234371995423,missed-tp,0,missed-tp,0
BTC/USDT,30m,deep,1753774200000,short,false,entered,1.5561451365546766,entered,0.9925094161958479,entered,0.8162363723059188
BTC/USDT,30m,ote,1753912800000,short,false,entered,-1.0736868462146238,entered,-1.1095067342745413,entered,-1.1095067342745413
BTC/USDT,30m,deep,1753921800000,short,true,entered,-1.1518289558238082,entered,-1.420233924050633,entered,-1.3384166632673853
BTC/USDT,30m,ote,1754249400000,short,false,entered,0.23919660873925744,missed-tp,0,missed-tp,0
BTC/USDT,30m,deep,1754316000000,short,false,entered,1.5495490431126826,entered,1.659054243542423,entered,0.26227469164002387
BTC/USDT,30m,ote,1754434800000,short,false,entered,0.24541743193702667,entered,0.22131835047868093,entered,0.15003587905934723
BTC/USDT,30m,deep,1754490600000,short,false,entered,-1.1261952136632607,entered,-1.2974049144119255,entered,-1.204053982300885
BTC/USDT,30m,ote,1754530200000,long,false,entered,0.24865740908804043,missed-tp,0,missed-tp,0
BTC/USDT,30m,ote,1754845200000,long,false,entered,0.22903365194631653,entered,0.18397676767676768,entered,0.12358148148148146
BTC/USDT,30m,deep,1755174600000,long,false,entered,1.5290608649994881,missed-tp,0,missed-tp,0
BTC/USDT,30m,ote,1755174600000,long,false,entered,0.264417824923169,missed-tp,0,missed-tp,0
BTC/USDT,30m,ote,1754940600000,long,false,entered,0.26555614091517316,entered,0.25172017730644464,entered,0.26143389901823283
BTC/USDT,30m,ote,1755151200000,long,false,entered,-1.030920853573907,entered,-1.047092881203683,entered,-1.0448615006412998
BTC/USDT,30m,deep,1755174600000,long,true,entered,-1.0634109709662065,entered,-1.214724864024865,entered,-1.525866825548146
BTC/USDT,30m,ote,1755536400000,short,false,entered,0.2504388549994188,entered,0.2467916666666667,entered,0.19043862545155557
BTC/USDT,30m,ote,1757707200000,long,false,entered,0.2352996454213973,missed-tp,0,missed-tp,0
BTC/USDT,30m,deep,1757781000000,long,false,entered,1.5419537206838503,entered,1.4699113865476543,entered,1.2785604817807796
BTC/USDT,30m,ote,1758490200000,short,false,entered,0.1347889086180799,missed-tp,0,missed-tp,0
BTC/USDT,30m,ote,1759224600000,long,false,entered,0.26135410832644645,entered,0.24064777716597469,entered,0.22558743732854203
BTC/USDT,30m,ote,1759656600000,long,false,entered,0.24683780083570303,missed-tp,0,missed-tp,0
BTC/USDT,30m,deep,1759681800000,long,false,entered,1.5656945326095661,entered,0.3243712484590341,entered,0.3243712484590341
BTC/USDT,30m,ote,1759942800000,short,false,entered,0.2511992004759297,missed-tp,0,missed-tp,0
BTC/USDT,30m,ote,1759919400000,short,false,entered,0.2568543824072061,entered,0.1851595070422525,entered,0.16415100212841333
BTC/USDT,30m,ote,1760043600000,short,false,entered,0.25542823270307297,entered,0.22182318825596856,entered,0.30564471736328697
BTC/USDT,30m,ote,1760866200000,short,false,entered,0.24020347448154314,missed-tp,0,missed-tp,0
BTC/USDT,30m,ote,1761130800000,long,false,entered,0.22661471897888064,missed-tp,0,missed-tp,0
BTC/USDT,30m,deep,1761130800000,long,false,entered,1.5240836887890103,missed-tp,0,missed-tp,0
