symbol,timeframe,variant,period,anchor,trigger,atr,scenario,stop_mode,setups,entered,resolved,tp1_pct,tp2_pct,sl_pct,ev_full,ev_be,long_in,long_ev_full,long_ev_be,short_in,short_ev_full,short_ev_be
ETH/USDT,2h,base,full,global,choch,0,ote,zero,162,112,112,0.6429,0.3393,0.3571,0.1532,0.2485,67,0.1781,0.3183,45,0.1162,0.1447
ETH/USDT,2h,base,full,global,choch,0,ote,tight,162,112,112,0.5089,0.2411,0.4911,0.0863,0.1535,67,0.0832,0.1920,45,0.0910,0.0963
ETH/USDT,2h,base,full,global,choch,0,deep,zero,162,52,52,0.3462,0.1731,0.6538,0.2777,0.2713,30,0.2304,0.1358,22,0.3422,0.4562
ETH/USDT,2h,base,full,global,choch,0,breaker,zero,103,66,66,0.7424,0.4242,0.2576,0.0468,0.1937,40,0.0575,0.1857,26,0.0304,0.2060
ETH/USDT,2h,base,full,global,choch,5,ote,zero,98,70,70,0.6429,0.3714,0.3571,0.1532,0.2818,44,0.1823,0.3433,26,0.1039,0.1775
ETH/USDT,2h,base,full,global,choch,5,ote,tight,98,70,70,0.4714,0.2286,0.5286,0.0063,0.0763,44,0.0188,0.1171,26,-0.0148,0.0073
ETH/USDT,2h,base,full,global,choch,5,deep,zero,98,27,27,0.3704,0.2593,0.6296,0.3671,0.5569,17,0.3027,0.2963,10,0.4764,1.0000
ETH/USDT,2h,base,full,global,choch,5,breaker,zero,57,39,39,0.7179,0.4615,0.2821,0.0123,0.1905,23,0.0422,0.1665,16,-0.0306,0.2250
ETH/USDT,2h,pw3,full,local,bos,0,ote,zero,212,120,117,0.5083,0.2417,0.4667,-0.0647,-0.0156,72,-0.0518,-0.0255,48,-0.0840,-0.0009
ETH/USDT,2h,pw3,full,local,bos,0,ote,tight,212,120,119,0.3750,0.1833,0.6167,-0.1928,-0.1344,72,-0.2484,-0.2402,48,-0.1106,0.0221
ETH/USDT,2h,pw3,full,local,bos,0,deep,zero,212,77,77,0.3117,0.1169,0.6883,0.1505,0.0413,50,0.1073,0.0753,27,0.2304,-0.0215
ETH/USDT,2h,pw3,full,local,bos,0,breaker,zero,114,69,69,0.5942,0.3333,0.4058,-0.1622,-0.0490,43,-0.2130,-0.1307,26,-0.0781,0.0862
ETH/USDT,2h,pw3,full,local,bos,5,ote,zero,148,68,65,0.4706,0.2500,0.4853,-0.1169,-0.0421,43,-0.0812,-0.0577,25,-0.1778,-0.0154
ETH/USDT,2h,pw3,full,local,bos,5,ote,tight,148,68,67,0.3676,0.1765,0.6176,-0.2035,-0.1508,43,-0.2377,-0.2645,25,-0.1462,0.0403
ETH/USDT,2h,pw3,full,local,bos,5,deep,zero,148,35,35,0.2571,0.1714,0.7429,-0.0509,0.0582,26,-0.0062,0.0399,9,-0.1798,0.1111
ETH/USDT,2h,pw3,full,local,bos,5,breaker,zero,71,34,34,0.5882,0.3824,0.4118,-0.1706,-0.0216,22,-0.1668,-0.0636,12,-0.1775,0.0554
ETH/USDT,2h,pw3,full,local,choch,0,ote,zero,140,109,109,0.5138,0.2844,0.4862,-0.0784,0.0115,63,-0.2312,-0.1225,46,0.1309,0.1951
ETH/USDT,2h,pw3,full,local,choch,0,ote,tight,140,109,109,0.4312,0.2202,0.5688,-0.0796,0.0009,63,-0.2207,-0.1466,46,0.1137,0.2028
ETH/USDT,2h,pw3,full,local,choch,0,deep,zero,140,73,73,0.2603,0.1370,0.7397,-0.0393,-0.0259,46,-0.1976,-0.2016,27,0.2304,0.2734
ETH/USDT,2h,pw3,full,local,choch,0,breaker,zero,90,66,66,0.6818,0.3485,0.3182,-0.0386,0.0673,40,-0.1187,-0.0177,26,0.0846,0.1981
ETH/USDT,2h,pw3,full,local,choch,5,ote,zero,60,43,43,0.4884,0.2791,0.5116,-0.1239,-0.0295,21,-0.4875,-0.4533,22,0.2231,0.3751
ETH/USDT,2h,pw3,full,local,choch,5,ote,tight,60,43,43,0.4186,0.2326,0.5814,-0.1065,-0.0006,21,-0.4918,-0.4862,22,0.2613,0.4630
ETH/USDT,2h,pw3,full,local,choch,5,deep,zero,60,20,20,0.1500,0.1000,0.8500,-0.4463,-0.3827,12,-0.6924,-0.5833,8,-0.0772,-0.0818
ETH/USDT,2h,pw3,full,local,choch,5,breaker,zero,34,21,21,0.5714,0.2857,0.4286,-0.1943,-0.1100,10,-0.4360,-0.4475,11,0.0255,0.1968
ETH/USDT,2h,pw3,full,global,bos,0,ote,zero,212,104,102,0.5192,0.3173,0.4615,-0.0503,0.0738,63,-0.0589,0.0207,41,-0.0374,0.1527
ETH/USDT,2h,pw3,full,global,bos,0,ote,tight,212,104,103,0.4231,0.2308,0.5673,-0.0882,0.0135,63,-0.2082,-0.2043,41,0.0933,0.3429
ETH/USDT,2h,pw3,full,global,bos,0,deep,zero,212,27,27,0.2593,0.1481,0.7407,-0.0430,0.0014,23,0.1234,0.1755,4,-1.0000,-1.0000
ETH/USDT,2h,pw3,full,global,bos,0,breaker,zero,99,40,40,0.7250,0.3750,0.2750,0.0222,0.1380,26,0.0304,0.0975,14,0.0071,0.2132
ETH/USDT,2h,pw3,full,global,bos,5,ote,zero,209,102,100,0.5098,0.3137,0.4706,-0.0672,0.0570,61,-0.0879,-0.0095,41,-0.0374,0.1527
ETH/USDT,2h,pw3,full,global,bos,5,ote,tight,209,102,101,0.4216,0.2255,0.5686,-0.0912,0.0035,61,-0.2173,-0.2285,41,0.0933,0.3429
ETH/USDT,2h,pw3,full,global,bos,5,deep,zero,209,26,26,0.2308,0.1538,0.7692,-0.1482,-0.0503,22,0.0067,0.1223,4,-1.0000,-1.0000
ETH/USDT,2h,pw3,full,global,bos,5,breaker,zero,97,39,39,0.7179,0.3846,0.2821,0.0123,0.1363,25,0.0152,0.0932,14,0.0071,0.2132
ETH/USDT,2h,pw3,full,global,choch,0,ote,zero,140,103,103,0.5534,0.3301,0.4466,-0.0073,0.1141,60,0.0464,0.1937,43,-0.0822,0.0030
ETH/USDT,2h,pw3,full,global,choch,0,ote,tight,140,103,103,0.4369,0.2427,0.5631,-0.0674,0.0431,60,-0.1106,-0.0025,43,-0.0072,0.1066
ETH/USDT,2h,pw3,full,global,choch,0,deep,zero,140,52,52,0.3077,0.1731,0.6923,0.1357,0.1811,34,0.1942,0.1492,18,0.0253,0.2414
ETH/USDT,2h,pw3,full,global,choch,0,breaker,zero,86,59,59,0.6610,0.4237,0.3390,-0.0680,0.0953,35,-0.0331,0.1083,24,-0.1188,0.0762
ETH/USDT,2h,pw3,full,global,choch,5,ote,zero,105,77,77,0.5325,0.3247,0.4675,-0.0448,0.0792,46,-0.0251,0.1185,31,-0.0741,0.0209
ETH/USDT,2h,pw3,full,global,choch,5,ote,tight,105,77,77,0.4026,0.2208,0.5974,-0.1406,-0.0431,46,-0.2575,-0.1660,31,0.0328,0.1394
ETH/USDT,2h,pw3,full,global,choch,5,deep,zero,105,35,35,0.3143,0.2000,0.6857,0.1601,0.2681,25,0.1812,0.1753,10,0.1073,0.5000
ETH/USDT,2h,pw3,full,global,choch,5,breaker,zero,59,39,39,0.6410,0.4359,0.3590,-0.0962,0.0797,23,-0.0804,0.0311,16,-0.1188,0.1497
ETH/USDT,2h,pw5,full,local,bos,0,ote,zero,178,109,106,0.5229,0.2844,0.4495,-0.0354,0.0533,67,0.0211,0.0813,42,-0.1249,0.0090
ETH/USDT,2h,pw5,full,local,bos,0,ote,tight,178,109,108,0.3761,0.2018,0.6147,-0.1897,-0.1043,67,-0.1591,-0.1365,42,-0.2377,-0.0536
ETH/USDT,2h,pw5,full,local,bos,0,deep,zero,178,67,67,0.2687,0.1642,0.7313,-0.0084,0.0660,43,0.0301,0.1484,24,-0.0772,-0.0818
ETH/USDT,2h,pw5,full,local,bos,0,breaker,zero,104,66,66,0.5758,0.3485,0.4242,-0.1882,-0.0605,41,-0.1746,-0.0883,25,-0.2104,-0.0150
ETH/USDT,2h,pw5,full,local,bos,5,ote,zero,122,63,60,0.4921,0.2857,0.4603,-0.0732,0.0317,39,-0.0303,0.0064,24,-0.1421,0.0724
ETH/USDT,2h,pw5,full,local,bos,5,ote,tight,122,63,62,0.3810,0.2063,0.6032,-0.1737,-0.0838,39,-0.1574,-0.1482,24,-0.1995,0.0183
ETH/USDT,2h,pw5,full,local,bos,5,deep,zero,122,31,31,0.2258,0.1935,0.7742,-0.1665,0.0434,21,-0.2969,-0.1740,10,0.1073,0.5000
ETH/USDT,2h,pw5,full,local,bos,5,breaker,zero,64,33,33,0.5758,0.3636,0.4242,-0.1882,-0.0498,19,-0.1837,-0.1168,14,-0.1943,0.0411
ETH/USDT,2h,pw5,full,local,choch,0,ote,zero,120,92,92,0.4891,0.2609,0.5109,-0.1226,-0.0472,52,-0.3100,-0.2044,40,0.1212,0.1572
ETH/USDT,2h,pw5,full,local,choch,0,ote,tight,120,92,92,0.4348,0.2065,0.5652,-0.0719,-0.0137,52,-0.3022,-0.2321,40,0.2274,0.2703
ETH/USDT,2h,pw5,full,local,choch,0,deep,zero,120,62,62,0.2097,0.0968,0.7903,-0.2261,-0.2513,40,-0.1695,-0.2068,22,-0.3289,-0.3322
ETH/USDT,2h,pw5,full,local,choch,0,breaker,zero,77,54,54,0.6667,0.3519,0.3333,-0.0600,0.0514,34,-0.1291,-0.0069,20,0.0575,0.1505
ETH/USDT,2h,pw5,full,local,choch,5,ote,zero,55,40,40,0.5000,0.3000,0.5000,-0.1031,0.0084,17,-0.5779,-0.4890,23,0.2479,0.3760
ETH/USDT,2h,pw5,full,local,choch,5,ote,tight,55,40,40,0.4250,0.2250,0.5750,-0.0928,-0.0017,17,-0.6233,-0.6366,23,0.2993,0.4675
ETH/USDT,2h,pw5,full,local,choch,5,deep,zero,55,19,19,0.2105,0.1579,0.7895,-0.2229,-0.0871,11,-0.3289,-0.0909,8,-0.0772,-0.0818
ETH/USDT,2h,pw5,full,local,choch,5,breaker,zero,31,20,20,0.6000,0.3500,0.4000,-0.1540,-0.0302,10,-0.2950,-0.1155,10,-0.0130,0.0550
ETH/USDT,2h,pw5,full,global,bos,0,ote,zero,178,89,87,0.5618,0.3820,0.4157,0.0310,0.2066,53,0.0349,0.1834,36,0.0251,0.2410
ETH/USDT,2h,pw5,full,global,bos,0,ote,tight,178,89,88,0.4719,0.3146,0.5169,0.0188,0.2178,53,0.0262,0.1794,36,0.0080,0.2732
ETH/USDT,2h,pw5,full,global,bos,0,deep,zero,178,23,23,0.3478,0.3043,0.6522,0.2839,0.6237,18,0.2304,0.5192,5,0.4764,1.0000
ETH/USDT,2h,pw5,full,global,bos,0,breaker,zero,80,32,32,0.7813,0.4063,0.2188,0.1016,0.2278,20,0.1280,0.2107,12,0.0575,0.2562
ETH/USDT,2h,pw5,full,global,bos,5,ote,zero,178,89,87,0.5618,0.3820,0.4157,0.0310,0.2066,53,0.0349,0.1834,36,0.0251,0.2410
ETH/USDT,2h,pw5,full,global,bos,5,ote,tight,178,89,88,0.4719,0.3146,0.5169,0.0188,0.2178,53,0.0262,0.1794,36,0.0080,0.2732
ETH/USDT,2h,pw5,full,global,bos,5,deep,zero,178,23,23,0.3478,0.3043,0.6522,0.2839,0.6237,18,0.2304,0.5192,5,0.4764,1.0000
ETH/USDT,2h,pw5,full,global,bos,5,breaker,zero,80,32,32,0.7813,0.4063,0.2188,0.1016,0.2278,20,0.1280,0.2107,12,0.0575,0.2562
ETH/USDT,2h,pw5,full,global,choch,0,ote,zero,120,87,87,0.5517,0.3218,0.4483,-0.0103,0.1032,50,0.0046,0.1335,37,-0.0303,0.0622
ETH/USDT,2h,pw5,full,global,choch,0,ote,tight,120,87,87,0.4253,0.2184,0.5747,-0.0922,-0.0110,50,-0.1889,-0.1092,37,0.0384,0.1216
ETH/USDT,2h,pw5,full,global,choch,0,deep,zero,120,46,46,0.3261,0.1739,0.6739,0.2036,0.2265,29,0.2728,0.1749,17,0.0856,0.3144
ETH/USDT,2h,pw5,full,global,choch,0,breaker,zero,69,43,43,0.6744,0.4651,0.3256,-0.0491,0.1406,24,-0.0012,0.1767,19,-0.1095,0.0950
ETH/USDT,2h,pw5,full,global,choch,5,ote,zero,97,70,70,0.5429,0.3286,0.4571,-0.0262,0.0978,40,-0.0582,0.0691,30,0.0165,0.1360
ETH/USDT,2h,pw5,full,global,choch,5,ote,tight,97,70,70,0.4000,0.2143,0.6000,-0.1462,-0.0567,40,-0.3063,-0.2323,30,0.0673,0.1773
ETH/USDT,2h,pw5,full,global,choch,5,deep,zero,97,34,34,0.3235,0.2059,0.6765,0.1942,0.3054,23,0.1234,0.0601,11,0.3422,0.8182
ETH/USDT,2h,pw5,full,global,choch,5,breaker,zero,53,33,33,0.6970,0.4848,0.3030,-0.0173,0.1817,18,0.0183,0.1836,15,-0.0600,0.1793
ETH/USDT,2h,age0,full,local,bos,0,ote,zero,421,242,241,0.5413,0.2562,0.4545,-0.0249,0.0251,131,0.0073,0.0228,111,-0.0627,0.0278
ETH/USDT,2h,age0,full,local,bos,0,ote,tight,421,242,241,0.4298,0.1983,0.5661,-0.0789,-0.0296,131,-0.0805,-0.0750,111,-0.0770,0.0236
ETH/USDT,2h,age0,full,local,bos,0,deep,zero,421,149,149,0.2953,0.1208,0.7047,0.0900,0.0133,80,0.1996,0.0609,69,-0.0371,-0.0419
ETH/USDT,2h,age0,full,local,bos,0,breaker,zero,255,147,147,0.7415,0.3741,0.2585,0.0455,0.1573,80,0.0751,0.1656,67,0.0101,0.1474
ETH/USDT,2h,age0,full,local,bos,5,ote,zero,188,75,74,0.4400,0.2533,0.5467,-0.2000,-0.1118,38,-0.4182,-0.4353,37,0.0182,0.2117
ETH/USDT,2h,age0,full,local,bos,5,ote,tight,188,75,74,0.3333,0.2000,0.6533,-0.2789,-0.1713,38,-0.5962,-0.6237,37,0.0384,0.2812
ETH/USDT,2h,age0,full,local,bos,5,deep,zero,188,17,17,0.2353,0.1176,0.7647,-0.1315,-0.1358,7,-0.4727,-0.6649,10,0.1073,0.2346
ETH/USDT,2h,age0,full,local,bos,5,breaker,zero,87,27,27,0.5926,0.3333,0.4074,-0.1644,-0.0509,14,-0.3957,-0.3829,13,0.0846,0.3065
ETH/USDT,2h,age0,full,local,choch,0,ote,zero,282,203,203,0.6552,0.3399,0.3448,0.1753,0.2664,113,0.1589,0.2864,90,0.1959,0.2412
ETH/USDT,2h,age0,full,local,choch,0,ote,tight,282,203,203,0.5517,0.2808,0.4483,0.1777,0.2792,113,0.1523,0.3164,90,0.2096,0.2326
ETH/USDT,2h,age0,full,local,choch,0,deep,zero,282,138,138,0.3768,0.1449,0.6232,0.3908,0.2685,75,0.2796,0.1671,63,0.5233,0.3893
ETH/USDT,2h,age0,full,local,choch,0,breaker,zero,198,146,146,0.7877,0.3699,0.2123,0.1106,0.2099,82,0.0661,0.1518,64,0.1677,0.2843
ETH/USDT,2h,age0,full,local,choch,5,ote,zero,34,19,19,0.5263,0.2632,0.4737,-0.0558,0.0071,13,0.1039,0.2570,6,-0.4020,-0.5344
ETH/USDT,2h,age0,full,local,choch,5,ote,tight,34,19,19,0.4737,0.2105,0.5263,0.0111,0.0532,13,0.1494,0.2982,6,-0.2885,-0.4776
ETH/USDT,2h,age0,full,local,choch,5,deep,zero,34,2,2,0.0000,0.0000,1.0000,-1.0000,-1.0000,1,-1.0000,-1.0000,1,-1.0000,-1.0000
ETH/USDT,2h,age0,full,local,choch,5,breaker,zero,21,16,16,0.5625,0.3125,0.4375,-0.2069,-0.1019,10,-0.0130,0.0550,6,-0.5300,-0.3633
ETH/USDT,2h,age0,full,global,bos,0,ote,zero,421,194,193,0.5361,0.3505,0.4588,-0.0333,0.1167,96,-0.0370,0.0653,98,-0.0298,0.1666
ETH/USDT,2h,age0,full,global,bos,0,ote,tight,421,194,193,0.4330,0.2680,0.5619,-0.0710,0.0799,96,-0.1687,-0.0943,98,0.0237,0.2488
ETH/USDT,2h,age0,full,global,bos,0,deep,zero,421,42,42,0.1429,0.0952,0.8571,-0.4727,-0.4121,24,-0.2310,-0.1795,18,-0.7949,-0.7222
ETH/USDT,2h,age0,full,global,bos,0,breaker,zero,212,75,75,0.6267,0.3200,0.3733,-0.1164,-0.0193,38,-0.2208,-0.2413,37,-0.0092,0.2088
ETH/USDT,2h,age0,full,global,bos,5,ote,zero,390,177,176,0.5367,0.3503,0.4576,-0.0317,0.1180,85,-0.0603,0.0269,92,-0.0056,0.2011
ETH/USDT,2h,age0,full,global,bos,5,ote,tight,390,177,176,0.4407,0.2712,0.5537,-0.0540,0.0972,85,-0.1614,-0.1031,92,0.0441,0.2801
ETH/USDT,2h,age0,full,global,bos,5,deep,zero,390,32,32,0.1250,0.0625,0.8750,-0.5386,-0.5409,18,-0.3848,-0.4616,14,-0.7364,-0.6429
ETH/USDT,2h,age0,full,global,bos,5,breaker,zero,188,60,60,0.6500,0.3167,0.3500,-0.0835,0.0065,28,-0.2446,-0.3041,32,0.0575,0.2783
ETH/USDT,2h,age0,full,global,choch,0,ote,zero,282,185,185,0.6324,0.3351,0.3676,0.1345,0.2297,102,0.1608,0.2787,83,0.1023,0.1695
ETH/USDT,2h,age0,full,global,choch,0,ote,tight,282,185,185,0.5243,0.2541,0.4757,0.1192,0.1968,102,0.1510,0.2938,83,0.0801,0.0777
ETH/USDT,2h,age0,full,global,choch,0,deep,zero,282,94,94,0.3936,0.1809,0.6064,0.4529,0.4033,46,0.2036,0.1688,48,0.6918,0.6281
ETH/USDT,2h,age0,full,global,choch,0,breaker,zero,184,122,122,0.8115,0.4098,0.1885,0.1442,0.2668,66,0.1323,0.2240,56,0.1582,0.3171
ETH/USDT,2h,age0,full,global,choch,5,ote,zero,81,52,52,0.5769,0.3077,0.4231,0.0349,0.1238,38,0.0858,0.1989,14,-0.1031,-0.0802
ETH/USDT,2h,age0,full,global,choch,5,ote,tight,81,52,52,0.4038,0.2308,0.5962,-0.1380,-0.0264,38,-0.1012,0.0873,14,-0.2377,-0.3348
ETH/USDT,2h,age0,full,global,choch,5,deep,zero,81,14,14,0.3571,0.2143,0.6429,0.3182,0.4065,10,0.1073,-0.0309,4,0.8455,1.5000
ETH/USDT,2h,age0,full,global,choch,5,breaker,zero,45,31,31,0.7097,0.4194,0.2903,0.0006,0.1508,21,0.0743,0.1867,10,-0.1540,0.0755
ETH/USDT,2h,age10,full,local,bos,0,ote,zero,336,192,191,0.4844,0.2240,0.5104,-0.1265,-0.0872,108,-0.1282,-0.1280,84,-0.1244,-0.0353
ETH/USDT,2h,age10,full,local,bos,0,ote,tight,336,192,191,0.3646,0.1771,0.6302,-0.2177,-0.1628,108,-0.2619,-0.2787,84,-0.1614,-0.0152
ETH/USDT,2h,age10,full,local,bos,0,deep,zero,336,107,107,0.2617,0.0935,0.7383,-0.0341,-0.1381,63,-0.0626,-0.1515,44,0.0067,-0.1190
ETH/USDT,2h,age10,full,local,bos,0,breaker,zero,194,111,111,0.6757,0.3604,0.3243,-0.0473,0.0682,62,-0.0221,0.0631,49,-0.0792,0.0747
ETH/USDT,2h,age10,full,local,bos,5,ote,zero,187,77,76,0.4026,0.2208,0.5844,-0.2683,-0.1991,43,-0.4020,-0.4360,34,-0.1031,0.0935
ETH/USDT,2h,age10,full,local,bos,5,ote,tight,187,77,76,0.2987,0.1688,0.6883,-0.3540,-0.2732,43,-0.5426,-0.5939,34,-0.1211,0.1230
ETH/USDT,2h,age10,full,local,bos,5,deep,zero,187,24,24,0.2500,0.1250,0.7500,-0.0772,-0.0818,14,-0.2091,-0.3078,10,0.1073,0.2346
ETH/USDT,2h,age10,full,local,bos,5,breaker,zero,87,29,29,0.5172,0.3103,0.4828,-0.2707,-0.1579,15,-0.4360,-0.4240,14,-0.0936,0.1271
ETH/USDT,2h,age10,full,local,choch,0,ote,zero,230,162,162,0.6481,0.3086,0.3519,0.1627,0.2243,92,0.0919,0.2096,70,0.2557,0.2435
ETH/USDT,2h,age10,full,local,choch,0,ote,tight,230,162,162,0.5679,0.2593,0.4321,0.2122,0.2728,92,0.1137,0.2510,70,0.3417,0.3015
ETH/USDT,2h,age10,full,local,choch,0,deep,zero,230,110,110,0.3545,0.1000,0.6455,0.3087,0.0970,64,0.0381,-0.0915,46,0.6851,0.3593
ETH/USDT,2h,age10,full,local,choch,0,breaker,zero,160,117,117,0.7607,0.3675,0.2393,0.0726,0.1757,68,-0.0254,0.0817,49,0.2086,0.3062
ETH/USDT,2h,age10,full,local,choch,5,ote,zero,42,27,27,0.5926,0.3704,0.4074,0.0630,0.2104,14,0.0251,0.2410,13,0.1039,0.1775
ETH/USDT,2h,age10,full,local,choch,5,ote,tight,42,27,27,0.5185,0.2963,0.4815,0.1068,0.2501,14,0.0673,0.3109,13,0.1494,0.1846
ETH/USDT,2h,age10,full,local,choch,5,deep,zero,42,6,6,0.1667,0.1667,0.8333,-0.3848,-0.1667,4,-0.0772,0.2500,2,-1.0000,-1.0000
ETH/USDT,2h,age10,full,local,choch,5,breaker,zero,24,18,18,0.6111,0.3333,0.3889,-0.1383,-0.0286,11,0.0255,0.1327,7,-0.3957,-0.2821
ETH/USDT,2h,age10,full,global,bos,0,ote,zero,336,164,162,0.5061,0.3110,0.4817,-0.0809,0.0409,89,-0.0927,-0.0441,75,-0.0672,0.1396
ETH/USDT,2h,age10,full,global,bos,0,ote,tight,336,164,163,0.4085,0.2500,0.5854,-0.1226,0.0156,89,-0.2238,-0.1952,75,-0.0039,0.2629
ETH/USDT,2h,age10,full,global,bos,0,deep,zero,336,41,41,0.0976,0.0732,0.9024,-0.6399,-0.5769,26,-0.5741,-0.5252,15,-0.7539,-0.6667
ETH/USDT,2h,age10,full,global,bos,0,breaker,zero,157,57,57,0.6491,0.3333,0.3509,-0.0847,0.0172,32,-0.1628,-0.1964,25,0.0152,0.2906
ETH/USDT,2h,age10,full,global,bos,5,ote,zero,321,156,154,0.5000,0.3013,0.4872,-0.0914,0.0228,83,-0.1363,-0.1106,73,-0.0416,0.1709
ETH/USDT,2h,age10,full,global,bos,5,ote,tight,321,156,155,0.4038,0.2436,0.5897,-0.1324,-0.0010,83,-0.2711,-0.2668,73,0.0234,0.2975
ETH/USDT,2h,age10,full,global,bos,5,deep,zero,321,36,36,0.0833,0.0556,0.9167,-0.6924,-0.6571,23,-0.6790,-0.6806,13,-0.7161,-0.6154
ETH/USDT,2h,age10,full,global,bos,5,breaker,zero,144,51,51,0.6275,0.3137,0.3725,-0.1153,-0.0227,27,-0.2689,-0.3491,24,0.0575,0.3444
ETH/USDT,2h,age10,full,global,choch,0,ote,zero,230,155,155,0.6581,0.3161,0.3419,0.1805,0.2459,87,0.2165,0.3273,68,0.1344,0.1416
ETH/USDT,2h,age10,full,global,choch,0,ote,tight,230,155,155,0.5484,0.2323,0.4516,0.1706,0.2024,87,0.2022,0.3239,68,0.1301,0.0468
ETH/USDT,2h,age10,full,global,choch,0,deep,zero,230,82,82,0.3780,0.1341,0.6220,0.3954,0.2428,45,0.3124,0.1879,37,0.4964,0.3096
ETH/USDT,2h,age10,full,global,choch,0,breaker,zero,150,101,101,0.8020,0.4158,0.1980,0.1308,0.2596,55,0.1536,0.2679,46,0.1035,0.2496
ETH/USDT,2h,age10,full,global,choch,5,ote,zero,92,62,62,0.6452,0.3387,0.3548,0.1574,0.2512,41,0.2251,0.3572,21,0.0251,0.0442
ETH/USDT,2h,age10,full,global,choch,5,ote,tight,92,62,62,0.4677,0.2258,0.5323,-0.0016,0.0665,41,0.0412,0.1966,21,-0.0852,-0.1877
ETH/USDT,2h,age10,full,global,choch,5,deep,zero,92,22,22,0.4545,0.2273,0.5455,0.6778,0.6694,16,0.8455,0.6705,6,0.2304,0.6667
ETH/USDT,2h,age10,full,global,choch,5,breaker,zero,49,33,33,0.7576,0.4242,0.2424,0.0682,0.2120,23,0.1648,0.2713,10,-0.1540,0.0755
ETH/USDT,2h,age40,full,local,bos,0,ote,zero,170,85,82,0.4824,0.2353,0.4824,-0.1031,-0.0496,46,-0.1438,-0.1454,39,-0.0558,0.0615
ETH/USDT,2h,age40,full,local,bos,0,ote,tight,170,85,84,0.3882,0.2000,0.6000,-0.1614,-0.0855,46,-0.2885,-0.2807,39,-0.0148,0.1398
ETH/USDT,2h,age40,full,local,bos,0,deep,zero,170,42,42,0.2619,0.0714,0.7381,-0.0333,-0.1961,25,-0.1141,-0.3309,17,0.0856,0.0022
ETH/USDT,2h,age40,full,local,bos,0,breaker,zero,81,40,40,0.6000,0.3500,0.4000,-0.1540,-0.0303,19,-0.2579,-0.2174,21,-0.0600,0.1390
ETH/USDT,2h,age40,full,local,bos,5,ote,zero,150,69,66,0.4638,0.2464,0.4928,-0.1302,-0.0566,38,-0.1529,-0.1395,31,-0.1031,0.0428
ETH/USDT,2h,age40,full,local,bos,5,ote,tight,150,69,68,0.3623,0.2029,0.6232,-0.2152,-0.1198,38,-0.3077,-0.2922,31,-0.1049,0.0859
ETH/USDT,2h,age40,full,local,bos,5,deep,zero,150,29,29,0.2759,0.1034,0.7241,0.0182,-0.0784,18,0.0253,-0.2010,11,0.0067,0.1223
ETH/USDT,2h,age40,full,local,bos,5,breaker,zero,65,28,28,0.6071,0.4286,0.3929,-0.1439,0.0337,14,-0.1943,-0.1100,14,-0.0936,0.1775
ETH/USDT,2h,age40,full,local,choch,0,ote,zero,107,76,76,0.5000,0.2632,0.5000,-0.1031,-0.0297,39,-0.2180,-0.1527,37,0.0182,0.1000
ETH/USDT,2h,age40,full,local,choch,0,ote,tight,107,76,76,0.4474,0.2237,0.5526,-0.0451,0.0314,39,-0.1790,-0.1322,37,0.0961,0.2038
ETH/USDT,2h,age40,full,local,choch,0,deep,zero,107,43,43,0.1860,0.1163,0.8140,-0.3133,-0.2550,24,-0.3848,-0.3879,19,-0.2229,-0.0871
ETH/USDT,2h,age40,full,local,choch,0,breaker,zero,70,49,49,0.6735,0.4286,0.3265,-0.0504,0.1137,30,-0.0130,0.1490,19,-0.1095,0.0579
ETH/USDT,2h,age40,full,local,choch,5,ote,zero,81,56,56,0.4821,0.2500,0.5179,-0.1351,-0.0682,28,-0.2312,-0.1799,28,-0.0390,0.0435
ETH/USDT,2h,age40,full,local,choch,5,ote,tight,81,56,56,0.4107,0.1964,0.5893,-0.1233,-0.0663,28,-0.2377,-0.2294,28,-0.0090,0.0968
ETH/USDT,2h,age40,full,local,choch,5,deep,zero,81,30,30,0.1333,0.1000,0.8667,-0.5079,-0.4218,17,-0.3486,-0.2738,13,-0.7161,-0.6154
ETH/USDT,2h,age40,full,local,choch,5,breaker,zero,49,32,32,0.6250,0.3750,0.3750,-0.1188,0.0175,20,-0.0835,0.0652,12,-0.1775,-0.0621
ETH/USDT,2h,age40,full,global,bos,0,ote,zero,170,83,81,0.5422,0.3614,0.4337,-0.0034,0.1587,46,-0.0831,0.0124,37,0.0963,0.3415
ETH/USDT,2h,age40,full,global,bos,0,ote,tight,170,83,82,0.4699,0.2892,0.5181,0.0152,0.1775,46,-0.1462,-0.1106,37,0.2115,0.5280
ETH/USDT,2h,age40,full,global,bos,0,deep,zero,170,16,16,0.2500,0.1875,0.7500,-0.0772,0.0841,12,0.2304,0.4455,4,-1.0000,-1.0000
ETH/USDT,2h,age40,full,global,bos,0,breaker,zero,73,26,26,0.6923,0.3846,0.3077,-0.0238,0.1054,15,0.0340,0.0717,11,-0.1027,0.1514
ETH/USDT,2h,age40,full,global,bos,5,ote,zero,170,83,81,0.5422,0.3614,0.4337,-0.0034,0.1587,46,-0.0831,0.0124,37,0.0963,0.3415
ETH/USDT,2h,age40,full,global,bos,5,ote,tight,170,83,82,0.4699,0.2892,0.5181,0.0152,0.1775,46,-0.1462,-0.1106,37,0.2115,0.5280
