symbol,timeframe,variant,period,anchor,trigger,atr,scenario,stop_mode,setups,entered,resolved,tp1_pct,tp2_pct,sl_pct,ev_full,ev_be,long_in,long_ev_full,long_ev_be,short_in,short_ev_full,short_ev_be
SOL/USDT,2h,age10,full,local,bos,5,ote,zero,211,87,87,0.5517,0.3563,0.4483,-0.0103,0.1388,50,-0.0313,0.1056,37,0.0182,0.1838
SOL/USDT,2h,age10,full,local,bos,5,ote,tight,211,87,87,0.5057,0.2874,0.4943,0.0795,0.2169,50,0.1100,0.2579,37,0.0384,0.1615
SOL/USDT,2h,age10,full,local,bos,5,deep,zero,211,16,16,0.3750,0.1875,0.6250,0.3842,0.3773,12,0.2304,0.2243,4,0.8455,0.8364
SOL/USDT,2h,age10,full,local,bos,5,breaker,zero,95,38,38,0.7368,0.3421,0.2632,0.0389,0.1291,20,-0.1540,-0.1008,18,0.2533,0.3844
SOL/USDT,2h,age10,full,local,choch,0,ote,zero,227,150,150,0.5933,0.3200,0.4067,0.0644,0.1594,76,-0.0086,0.0575,74,0.1394,0.2642
SOL/USDT,2h,age10,full,local,choch,0,ote,tight,227,150,150,0.5267,0.2667,0.4733,0.1242,0.2191,76,-0.0732,-0.0281,74,0.3269,0.4730
SOL/USDT,2h,age10,full,local,choch,0,deep,zero,227,98,98,0.2449,0.1429,0.7551,-0.0961,-0.0464,52,-0.0772,-0.0563,46,-0.1173,-0.0352
SOL/USDT,2h,age10,full,local,choch,0,breaker,zero,155,104,104,0.7500,0.4423,0.2500,0.0575,0.2156,55,0.0767,0.2150,49,0.0359,0.2162
SOL/USDT,2h,age10,full,local,choch,5,ote,zero,47,26,26,0.6154,0.1923,0.3846,0.1039,0.0583,13,-0.3100,-0.4627,13,0.5179,0.5794
SOL/USDT,2h,age10,full,local,choch,5,ote,tight,47,26,26,0.5769,0.1923,0.4231,0.2315,0.1881,13,-0.3432,-0.5178,13,0.8062,0.8940
SOL/USDT,2h,age10,full,local,choch,5,deep,zero,47,11,11,0.1818,0.0000,0.8182,-0.3289,-0.5735,8,-0.0772,-0.4136,3,-1.0000,-1.0000
SOL/USDT,2h,age10,full,local,choch,5,breaker,zero,27,17,17,0.7059,0.3529,0.2941,-0.0047,0.0994,9,-0.2167,-0.1739,8,0.2338,0.4069
SOL/USDT,2h,age10,full,global,bos,0,ote,zero,372,176,176,0.5795,0.3693,0.4205,0.0396,0.1911,101,0.0834,0.3040,75,-0.0193,0.0392
SOL/USDT,2h,age10,full,global,bos,0,ote,tight,372,176,176,0.5057,0.2955,0.4943,0.0794,0.2287,101,0.0990,0.3185,75,0.0530,0.1078
SOL/USDT,2h,age10,full,global,bos,0,deep,zero,372,31,31,0.2903,0.1935,0.7097,0.0716,0.1947,26,0.1357,0.3343,5,-0.2618,-0.5309
SOL/USDT,2h,age10,full,global,bos,0,breaker,zero,171,79,79,0.7595,0.4177,0.2405,0.0709,0.2097,38,0.0761,0.3092,41,0.0661,0.1174
SOL/USDT,2h,age10,full,global,bos,5,ote,zero,358,169,169,0.5740,0.3550,0.4260,0.0296,0.1686,95,0.0763,0.2840,74,-0.0303,0.0204
SOL/USDT,2h,age10,full,global,bos,5,ote,tight,358,169,169,0.4970,0.2781,0.5030,0.0610,0.1896,95,0.0785,0.2736,74,0.0384,0.0817
SOL/USDT,2h,age10,full,global,bos,5,deep,zero,358,28,28,0.2857,0.1786,0.7143,0.0546,0.1442,23,0.1234,0.2909,5,-0.2618,-0.5309
SOL/USDT,2h,age10,full,global,bos,5,breaker,zero,159,73,73,0.7397,0.3836,0.2603,0.0430,0.1618,34,0.0368,0.2593,39,0.0485,0.0768
SOL/USDT,2h,age10,full,global,choch,0,ote,zero,227,140,140,0.5286,0.2714,0.4714,-0.0518,0.0188,71,-0.1410,-0.0982,69,0.0399,0.1392
SOL/USDT,2h,age10,full,global,choch,0,ote,tight,227,140,140,0.4571,0.2071,0.5429,-0.0242,0.0223,71,-0.1883,-0.1753,69,0.1446,0.2256
SOL/USDT,2h,age10,full,global,choch,0,deep,zero,227,73,73,0.2466,0.1370,0.7534,-0.0899,-0.0580,41,0.1703,0.2617,32,-0.4233,-0.4676
SOL/USDT,2h,age10,full,global,choch,0,breaker,zero,142,87,87,0.7241,0.4828,0.2759,0.0210,0.2129,50,0.0152,0.1778,37,0.0289,0.2604
SOL/USDT,2h,age10,full,global,choch,5,ote,zero,108,64,64,0.5469,0.1875,0.4531,-0.0190,-0.0423,29,-0.1958,-0.2313,35,0.1276,0.1142
SOL/USDT,2h,age10,full,global,choch,5,ote,tight,108,64,64,0.4688,0.1250,0.5313,0.0006,-0.0808,29,-0.1903,-0.2528,35,0.1588,0.0617
SOL/USDT,2h,age10,full,global,choch,5,deep,zero,108,25,25,0.2400,0.0800,0.7600,-0.1141,-0.2247,12,-0.0772,-0.1924,13,-0.1482,-0.2545
SOL/USDT,2h,age10,full,global,choch,5,breaker,zero,59,33,33,0.7273,0.4848,0.2727,0.0255,0.2182,19,-0.1095,0.0579,14,0.2086,0.4357
SOL/USDT,2h,age40,full,local,bos,0,ote,zero,198,118,116,0.5763,0.3305,0.4068,0.0516,0.1662,69,0.0399,0.1841,49,0.0687,0.1399
SOL/USDT,2h,age40,full,local,bos,0,ote,tight,198,118,116,0.5085,0.2712,0.4746,0.1041,0.2179,69,0.1137,0.2456,49,0.0900,0.1773
SOL/USDT,2h,age40,full,local,bos,0,deep,zero,198,39,39,0.3077,0.1795,0.6923,0.1357,0.1981,27,0.3671,0.4586,12,-0.3848,-0.3879
SOL/USDT,2h,age40,full,local,bos,0,breaker,zero,97,60,59,0.7500,0.4167,0.2333,0.0754,0.2178,32,0.0916,0.2968,28,0.0575,0.1304
SOL/USDT,2h,age40,full,local,bos,5,ote,zero,175,102,100,0.5686,0.3039,0.4118,0.0405,0.1305,62,-0.0163,0.0993,40,0.1330,0.1813
SOL/USDT,2h,age40,full,local,bos,5,ote,tight,175,102,100,0.5098,0.2647,0.4706,0.1100,0.2136,62,0.1017,0.2375,40,0.1234,0.1745
SOL/USDT,2h,age40,full,local,bos,5,deep,zero,175,28,28,0.3214,0.1429,0.6786,0.1864,0.1331,22,0.1744,0.1083,6,0.2304,0.2243
SOL/USDT,2h,age40,full,local,bos,5,breaker,zero,80,49,48,0.7551,0.4286,0.2245,0.0869,0.2373,27,0.0304,0.2331,22,0.1536,0.2423
SOL/USDT,2h,age40,full,local,choch,0,ote,zero,105,70,70,0.5429,0.2714,0.4571,-0.0262,0.0387,40,-0.0582,0.0175,30,0.0165,0.0671
SOL/USDT,2h,age40,full,local,choch,0,ote,tight,105,70,70,0.5286,0.2571,0.4714,0.1283,0.2081,40,0.0673,0.1896,30,0.2096,0.2326
SOL/USDT,2h,age40,full,local,choch,0,deep,zero,105,38,38,0.2105,0.0789,0.7895,-0.2229,-0.2966,26,-0.0062,-0.0622,12,-0.6924,-0.8045
SOL/USDT,2h,age40,full,local,choch,0,breaker,zero,62,40,40,0.7500,0.3250,0.2500,0.0575,0.1329,24,-0.0600,-0.0204,16,0.2338,0.3628
SOL/USDT,2h,age40,full,local,choch,5,ote,zero,82,54,54,0.5370,0.2778,0.4630,-0.0366,0.0372,29,-0.0721,-0.0281,25,0.0046,0.1129
SOL/USDT,2h,age40,full,local,choch,5,ote,tight,82,54,54,0.5185,0.2593,0.4815,0.1068,0.1954,29,0.0305,0.1130,25,0.1953,0.2911
SOL/USDT,2h,age40,full,local,choch,5,deep,zero,82,25,25,0.1600,0.0400,0.8400,-0.4094,-0.5185,17,-0.3486,-0.4299,8,-0.5386,-0.7068
SOL/USDT,2h,age40,full,local,choch,5,breaker,zero,44,26,26,0.6923,0.3077,0.3077,-0.0238,0.0512,16,-0.2069,-0.1900,10,0.2690,0.4370
SOL/USDT,2h,age40,full,global,bos,0,ote,zero,198,102,98,0.5686,0.3039,0.3922,0.0617,0.1536,58,0.0207,0.0798,44,0.1212,0.2605
SOL/USDT,2h,age40,full,global,bos,0,ote,tight,198,102,101,0.5000,0.2647,0.4902,0.0778,0.1861,58,0.0673,0.1145,44,0.0921,0.2825
SOL/USDT,2h,age40,full,global,bos,0,deep,zero,198,19,19,0.2632,0.1053,0.7368,-0.0287,-0.1033,18,0.0253,-0.0535,1,-1.0000,-1.0000
SOL/USDT,2h,age40,full,global,bos,0,breaker,zero,91,42,41,0.7857,0.3810,0.1905,0.1349,0.2450,26,0.1280,0.3024,16,0.1456,0.1553
SOL/USDT,2h,age40,full,global,bos,5,ote,zero,198,102,98,0.5686,0.3039,0.3922,0.0617,0.1536,58,0.0207,0.0798,44,0.1212,0.2605
SOL/USDT,2h,age40,full,global,bos,5,ote,tight,198,102,101,0.5000,0.2647,0.4902,0.0778,0.1861,58,0.0673,0.1145,44,0.0921,0.2825
SOL/USDT,2h,age40,full,global,bos,5,deep,zero,198,19,19,0.2632,0.1053,0.7368,-0.0287,-0.1033,18,0.0253,-0.0535,1,-1.0000,-1.0000
SOL/USDT,2h,age40,full,global,bos,5,breaker,zero,91,42,41,0.7857,0.3810,0.1905,0.1349,0.2450,26,0.1280,0.3024,16,0.1456,0.1553
SOL/USDT,2h,age40,full,global,choch,0,ote,zero,105,67,67,0.5522,0.3134,0.4478,-0.0093,0.0952,38,0.0858,0.1989,29,-0.1340,-0.0406
SOL/USDT,2h,age40,full,global,choch,0,ote,tight,105,67,67,0.4776,0.2239,0.5224,0.0195,0.0791,38,0.1234,0.2134,29,-0.1167,-0.0969
SOL/USDT,2h,age40,full,global,choch,0,deep,zero,105,29,29,0.3103,0.2069,0.6897,0.1455,0.2771,20,0.2919,0.4846,9,-0.1798,-0.1838
SOL/USDT,2h,age40,full,global,choch,0,breaker,zero,57,34,34,0.6471,0.3824,0.3529,-0.0876,0.0493,20,-0.1540,-0.0302,14,0.0071,0.1629
SOL/USDT,2h,age40,full,global,choch,5,ote,zero,94,60,60,0.5667,0.3000,0.4333,0.0165,0.1015,34,0.1080,0.1971,26,-0.1031,-0.0234
SOL/USDT,2h,age40,full,global,choch,5,ote,tight,94,60,60,0.4833,0.2000,0.5167,0.0317,0.0528,34,0.1301,0.1771,26,-0.0969,-0.1098
SOL/USDT,2h,age40,full,global,choch,5,deep,zero,94,23,23,0.3043,0.1739,0.6957,0.1234,0.1755,16,0.1535,0.2307,7,0.0546,0.0494
SOL/USDT,2h,age40,full,global,choch,5,breaker,zero,50,29,29,0.5862,0.3103,0.4138,-0.1734,-0.0748,18,-0.2167,-0.0956,11,-0.1027,-0.0409
SOL/USDT,2h,dedupOff,full,local,bos,0,ote,zero,400,226,225,0.5487,0.3186,0.4469,-0.0114,0.1005,131,0.0133,0.1282,95,-0.0458,0.0618
SOL/USDT,2h,dedupOff,full,local,bos,0,ote,tight,400,226,225,0.4823,0.2478,0.5133,0.0341,0.1267,131,0.0754,0.1728,95,-0.0236,0.0625
SOL/USDT,2h,dedupOff,full,local,bos,0,deep,zero,400,93,93,0.2796,0.1398,0.7204,0.0319,0.0268,55,0.1409,0.1594,38,-0.1258,-0.1651
SOL/USDT,2h,dedupOff,full,local,bos,0,breaker,zero,211,119,119,0.7311,0.3782,0.2689,0.0308,0.1476,64,0.0134,0.1855,55,0.0511,0.1034
SOL/USDT,2h,dedupOff,full,local,bos,5,ote,zero,281,142,141,0.5352,0.3099,0.4577,-0.0331,0.0753,91,-0.0341,0.0587,51,-0.0313,0.1056
SOL/USDT,2h,dedupOff,full,local,bos,5,ote,tight,281,142,141,0.4930,0.2606,0.5000,0.0597,0.1655,91,0.0790,0.1816,51,0.0246,0.1361
SOL/USDT,2h,dedupOff,full,local,bos,5,deep,zero,281,31,31,0.2581,0.0968,0.7419,-0.0475,-0.1378,26,-0.1482,-0.2545,5,0.4764,0.4691
SOL/USDT,2h,dedupOff,full,local,bos,5,breaker,zero,125,60,60,0.6833,0.3833,0.3167,-0.0365,0.0937,37,-0.0854,0.0865,23,0.0422,0.1052
SOL/USDT,2h,dedupOff,full,local,choch,0,ote,zero,161,105,105,0.5905,0.3048,0.4095,0.0593,0.1397,53,-0.0184,0.0567,52,0.1384,0.2243
SOL/USDT,2h,dedupOff,full,local,choch,0,ote,tight,161,105,105,0.5238,0.2571,0.4762,0.1181,0.2006,53,-0.0737,-0.0134,52,0.3136,0.4187
SOL/USDT,2h,dedupOff,full,local,choch,0,deep,zero,161,67,67,0.2537,0.1343,0.7463,-0.0635,-0.0483,39,0.2304,0.1902,28,-0.4727,-0.3805
SOL/USDT,2h,dedupOff,full,local,choch,0,breaker,zero,110,78,78,0.7692,0.4231,0.2308,0.0846,0.2252,42,0.0743,0.1867,36,0.0967,0.2701
SOL/USDT,2h,dedupOff,full,local,choch,5,ote,zero,59,32,32,0.6250,0.2188,0.3750,0.1212,0.0991,16,-0.2152,-0.2597,16,0.4575,0.4579
SOL/USDT,2h,dedupOff,full,local,choch,5,ote,tight,59,32,32,0.5938,0.2188,0.4063,0.2674,0.2535,16,-0.1995,-0.2277,16,0.7343,0.7348
SOL/USDT,2h,dedupOff,full,local,choch,5,deep,zero,59,14,14,0.1429,0.0000,0.8571,-0.4727,-0.6649,10,-0.2618,-0.5309,4,-1.0000,-1.0000
SOL/USDT,2h,dedupOff,full,local,choch,5,breaker,zero,38,25,25,0.8000,0.4000,0.2000,0.1280,0.2460,14,-0.0936,-0.0239,11,0.4100,0.5895
SOL/USDT,2h,dedupOff,full,global,bos,0,ote,zero,400,205,201,0.5561,0.3366,0.4244,0.0174,0.1469,124,0.0561,0.1890,81,-0.0448,0.0792
SOL/USDT,2h,dedupOff,full,global,bos,0,ote,tight,400,205,205,0.5073,0.2780,0.4927,0.0829,0.2056,124,0.1189,0.2264,81,0.0277,0.1738
SOL/USDT,2h,dedupOff,full,global,bos,0,deep,zero,400,44,44,0.3182,0.1818,0.6818,0.1744,0.2289,38,0.3599,0.4230,6,-1.0000,-1.0000
SOL/USDT,2h,dedupOff,full,global,bos,0,breaker,zero,181,82,82,0.7439,0.4878,0.2561,0.0489,0.2403,54,0.0967,0.3811,28,-0.0432,-0.0313
SOL/USDT,2h,dedupOff,full,global,bos,5,ote,zero,387,201,197,0.5522,0.3284,0.4279,0.0108,0.1332,121,0.0526,0.1783,80,-0.0558,0.0615
SOL/USDT,2h,dedupOff,full,global,bos,5,ote,tight,387,201,201,0.5075,0.2736,0.4925,0.0832,0.1993,121,0.1290,0.2316,80,0.0139,0.1505
SOL/USDT,2h,dedupOff,full,global,bos,5,deep,zero,387,41,41,0.2927,0.1463,0.7073,0.0803,0.0750,35,0.2655,0.2592,6,-1.0000,-1.0000
SOL/USDT,2h,dedupOff,full,global,bos,5,breaker,zero,170,80,80,0.7375,0.4750,0.2625,0.0399,0.2236,53,0.0908,0.3711,27,-0.0600,-0.0661
SOL/USDT,2h,dedupOff,full,global,choch,0,ote,zero,161,100,100,0.5700,0.3200,0.4300,0.0225,0.1268,52,-0.0341,0.0899,48,0.0838,0.1668
SOL/USDT,2h,dedupOff,full,global,choch,0,ote,tight,161,100,100,0.4900,0.2400,0.5100,0.0459,0.1223,52,-0.0969,-0.0246,48,0.2007,0.2814
SOL/USDT,2h,dedupOff,full,global,choch,0,deep,zero,161,51,51,0.2745,0.1765,0.7255,0.0132,0.1123,31,0.3097,0.5173,20,-0.4463,-0.5154
SOL/USDT,2h,dedupOff,full,global,choch,0,breaker,zero,101,67,67,0.7463,0.4925,0.2537,0.0522,0.2465,42,0.0071,0.1796,25,0.1280,0.3588
SOL/USDT,2h,dedupOff,full,global,choch,5,ote,zero,98,58,58,0.5690,0.2414,0.4310,0.0207,0.0442,29,-0.1958,-0.1600,29,0.2372,0.2484
SOL/USDT,2h,dedupOff,full,global,choch,5,ote,tight,98,58,58,0.4828,0.1552,0.5172,0.0305,-0.0143,29,-0.2639,-0.3068,29,0.3249,0.2782
SOL/USDT,2h,dedupOff,full,global,choch,5,deep,zero,98,25,25,0.2400,0.1200,0.7600,-0.1141,-0.1185,16,-0.0772,-0.0818,9,-0.1798,-0.1838
SOL/USDT,2h,dedupOff,full,global,choch,5,breaker,zero,59,37,37,0.7297,0.4595,0.2703,0.0289,0.2032,23,-0.0804,0.0617,14,0.2086,0.4357
SOL/USDT,2h,dedup25,full,local,bos,0,ote,zero,181,109,108,0.6147,0.3945,0.3761,0.1129,0.2779,56,0.1532,0.3223,53,0.0694,0.2301
SOL/USDT,2h,dedup25,full,local,bos,0,ote,tight,181,109,108,0.5780,0.3211,0.4128,0.2452,0.3927,56,0.2579,0.4245,53,0.2315,0.3585
SOL/USDT,2h,dedup25,full,local,bos,0,deep,zero,181,37,37,0.2432,0.1892,0.7568,-0.1022,0.0727,19,0.1656,0.4392,18,-0.3848,-0.3141
SOL/USDT,2h,dedup25,full,local,bos,0,breaker,zero,88,53,53,0.6792,0.3396,0.3208,-0.0423,0.0579,23,-0.0804,0.0924,30,-0.0130,0.0315
SOL/USDT,2h,dedup25,full,local,bos,5,ote,zero,134,73,72,0.6164,0.3973,0.3699,0.1212,0.2892,42,0.1105,0.2583,31,0.1361,0.3324
SOL/USDT,2h,dedup25,full,local,bos,5,ote,tight,134,73,72,0.5753,0.3288,0.4110,0.2452,0.4064,42,0.2197,0.3877,31,0.2807,0.4325
SOL/USDT,2h,dedup25,full,local,bos,5,deep,zero,134,13,13,0.3077,0.2308,0.6923,0.1357,0.3343,10,0.1073,0.2346,3,0.2304,0.6667
SOL/USDT,2h,dedup25,full,local,bos,5,breaker,zero,56,29,29,0.6552,0.3448,0.3448,-0.0762,0.0326,14,-0.0936,0.1271,15,-0.0600,-0.0557
SOL/USDT,2h,dedup25,full,local,choch,0,ote,zero,161,105,105,0.5905,0.3048,0.4095,0.0593,0.1397,53,-0.0184,0.0567,52,0.1384,0.2243
SOL/USDT,2h,dedup25,full,local,choch,0,ote,tight,161,105,105,0.5238,0.2571,0.4762,0.1181,0.2006,53,-0.0737,-0.0134,52,0.3136,0.4187
SOL/USDT,2h,dedup25,full,local,choch,0,deep,zero,161,67,67,0.2537,0.1343,0.7463,-0.0635,-0.0483,39,0.2304,0.1902,28,-0.4727,-0.3805
SOL/USDT,2h,dedup25,full,local,choch,0,breaker,zero,110,78,78,0.7692,0.4231,0.2308,0.0846,0.2252,42,0.0743,0.1867,36,0.0967,0.2701
SOL/USDT,2h,dedup25,full,local,choch,5,ote,zero,59,32,32,0.6250,0.2188,0.3750,0.1212,0.0991,16,-0.2152,-0.2597,16,0.4575,0.4579
SOL/USDT,2h,dedup25,full,local,choch,5,ote,tight,59,32,32,0.5938,0.2188,0.4063,0.2674,0.2535,16,-0.1995,-0.2277,16,0.7343,0.7348
SOL/USDT,2h,dedup25,full,local,choch,5,deep,zero,59,14,14,0.1429,0.0000,0.8571,-0.4727,-0.6649,10,-0.2618,-0.5309,4,-1.0000,-1.0000
SOL/USDT,2h,dedup25,full,local,choch,5,breaker,zero,38,25,25,0.8000,0.4000,0.2000,0.1280,0.2460,14,-0.0936,-0.0239,11,0.4100,0.5895
SOL/USDT,2h,dedup25,full,global,bos,0,ote,zero,181,92,90,0.6196,0.3587,0.3587,0.1361,0.2635,52,0.1729,0.3107,40,0.0858,0.1989
SOL/USDT,2h,dedup25,full,global,bos,0,ote,tight,181,92,92,0.5543,0.2935,0.4457,0.1833,0.3021,52,0.1904,0.2999,40,0.1740,0.3049
SOL/USDT,2h,dedup25,full,global,bos,0,deep,zero,181,16,16,0.3125,0.2500,0.6875,0.1535,0.3966,13,0.4197,0.7189,3,-1.0000,-1.0000
SOL/USDT,2h,dedup25,full,global,bos,0,breaker,zero,75,36,36,0.7778,0.4444,0.2222,0.0967,0.2506,19,0.1874,0.4971,17,-0.0047,-0.0250
SOL/USDT,2h,dedup25,full,global,bos,5,ote,zero,179,90,88,0.6111,0.3444,0.3667,0.1212,0.2370,51,0.1608,0.2888,39,0.0666,0.1657
SOL/USDT,2h,dedup25,full,global,bos,5,ote,tight,179,90,90,0.5444,0.2778,0.4556,0.1621,0.2634,51,0.1719,0.2657,39,0.1494,0.2603
SOL/USDT,2h,dedup25,full,global,bos,5,deep,zero,179,15,15,0.2667,0.2000,0.7333,-0.0157,0.1564,12,0.2304,0.4455,3,-1.0000,-1.0000
SOL/USDT,2h,dedup25,full,global,bos,5,breaker,zero,73,34,34,0.7647,0.4118,0.2353,0.0782,0.2118,18,0.1750,0.4742,16,-0.0306,-0.0834
SOL/USDT,2h,dedup25,full,global,choch,0,ote,zero,161,98,98,0.5816,0.3265,0.4184,0.0434,0.1498,51,-0.0151,0.0911,47,0.1069,0.2136
SOL/USDT,2h,dedup25,full,global,choch,0,ote,tight,161,98,98,0.4898,0.2347,0.5102,0.0455,0.1141,51,-0.0792,-0.0344,47,0.1808,0.2754
SOL/USDT,2h,dedup25,full,global,choch,0,deep,zero,161,49,49,0.2857,0.1837,0.7143,0.0546,0.1577,30,0.3534,0.5679,19,-0.4172,-0.4899
SOL/USDT,2h,dedup25,full,global,choch,0,breaker,zero,102,67,67,0.7463,0.4925,0.2537,0.0522,0.2465,41,-0.0027,0.1618,26,0.1388,0.3800
SOL/USDT,2h,dedup25,full,global,choch,5,ote,zero,102,58,58,0.6034,0.2759,0.3966,0.0825,0.1280,29,-0.1340,-0.1119,29,0.2990,0.3678
SOL/USDT,2h,dedup25,full,global,choch,5,ote,tight,102,58,58,0.5000,0.1724,0.5000,0.0673,0.0382,29,-0.1903,-0.2528,29,0.3249,0.3292
SOL/USDT,2h,dedup25,full,global,choch,5,deep,zero,102,23,23,0.2609,0.1304,0.7391,-0.0371,-0.0419,15,-0.0157,-0.0206,8,-0.0772,-0.0818
SOL/USDT,2h,dedup25,full,global,choch,5,breaker,zero,63,39,39,0.7436,0.4872,0.2564,0.0485,0.2395,24,-0.0600,0.0971,15,0.2220,0.4673
SOL/USDT,2h,sweptOff,full,local,bos,0,ote,zero,353,194,194,0.5670,0.3144,0.4330,0.0172,0.1169,108,-0.0200,0.0692,86,0.0638,0.1768
SOL/USDT,2h,sweptOff,full,local,bos,0,ote,tight,353,194,194,0.5103,0.2526,0.4897,0.0893,0.1727,108,0.0673,0.1391,86,0.1169,0.2149
SOL/USDT,2h,sweptOff,full,local,bos,0,deep,zero,353,75,75,0.3067,0.1333,0.6933,0.1319,0.0732,44,0.3422,0.2752,31,-0.1665,-0.2135
SOL/USDT,2h,sweptOff,full,local,bos,0,breaker,zero,157,87,87,0.7241,0.3333,0.2759,0.0210,0.1076,47,0.0500,0.1673,40,-0.0130,0.0374
SOL/USDT,2h,sweptOff,full,local,bos,5,ote,zero,260,122,122,0.5738,0.3197,0.4262,0.0293,0.1318,70,-0.0518,0.0188,52,0.1384,0.2839
SOL/USDT,2h,sweptOff,full,local,bos,5,ote,tight,260,122,122,0.5246,0.2705,0.4754,0.1198,0.2215,70,0.0673,0.1422,52,0.1904,0.3283
SOL/USDT,2h,sweptOff,full,local,bos,5,deep,zero,260,21,21,0.4286,0.1429,0.5714,0.5819,0.3844,15,0.7225,0.4485,6,0.2304,0.2243
SOL/USDT,2h,sweptOff,full,local,bos,5,breaker,zero,100,44,44,0.6591,0.3409,0.3409,-0.0707,0.0345,24,-0.1187,-0.0119,20,-0.0130,0.0902
SOL/USDT,2h,sweptOff,full,local,choch,0,ote,zero,181,119,119,0.6134,0.3193,0.3866,0.1005,0.1868,61,0.0293,0.1233,58,0.1753,0.2537
SOL/USDT,2h,sweptOff,full,local,choch,0,ote,tight,181,119,119,0.5294,0.2773,0.4706,0.1301,0.2391,61,-0.0552,0.0325,58,0.3249,0.4564
SOL/USDT,2h,sweptOff,full,local,choch,0,deep,zero,181,70,70,0.2857,0.1143,0.7143,0.0546,-0.0265,37,0.0974,0.0560,33,0.0067,-0.1190
SOL/USDT,2h,sweptOff,full,local,choch,0,breaker,zero,123,87,87,0.8161,0.4368,0.1839,0.1507,0.2913,46,0.1341,0.2758,41,0.1693,0.3088
SOL/USDT,2h,sweptOff,full,local,choch,5,ote,zero,65,36,36,0.5833,0.2500,0.4167,0.0464,0.0732,20,-0.1927,-0.1648,16,0.3454,0.3705
SOL/USDT,2h,sweptOff,full,local,choch,5,ote,tight,65,36,36,0.5000,0.2222,0.5000,0.0673,0.1117,20,-0.2529,-0.2300,16,0.4675,0.5389
SOL/USDT,2h,sweptOff,full,local,choch,5,deep,zero,65,14,14,0.2143,0.0000,0.7857,-0.2091,-0.4974,9,-0.1798,-0.4788,5,-0.2618,-0.5309
SOL/USDT,2h,sweptOff,full,local,choch,5,breaker,zero,42,28,28,0.8214,0.3929,0.1786,0.1582,0.2668,14,0.0071,0.1125,14,0.3093,0.4211
SOL/USDT,2h,sweptOff,full,global,bos,0,ote,zero,353,194,193,0.5670,0.3247,0.4278,0.0224,0.1334,107,0.0059,0.1309,87,0.0430,0.1365
SOL/USDT,2h,sweptOff,full,global,bos,0,ote,tight,353,194,194,0.4948,0.2526,0.5052,0.0563,0.1485,107,0.0573,0.1627,87,0.0550,0.1310
SOL/USDT,2h,sweptOff,full,global,bos,0,deep,zero,353,31,31,0.3548,0.1935,0.6452,0.3097,0.3461,22,0.5100,0.6835,9,-0.1798,-0.4788
SOL/USDT,2h,sweptOff,full,global,bos,0,breaker,zero,149,67,67,0.7463,0.4179,0.2537,0.0522,0.1939,34,0.0782,0.3154,33,0.0255,0.0686
SOL/USDT,2h,sweptOff,full,global,bos,5,ote,zero,346,191,190,0.5654,0.3194,0.4293,0.0197,0.1257,105,0.0080,0.1293,86,0.0341,0.1213
SOL/USDT,2h,sweptOff,full,global,bos,5,ote,tight,346,191,191,0.4921,0.2461,0.5079,0.0505,0.1346,105,0.0571,0.1558,86,0.0425,0.1088
SOL/USDT,2h,sweptOff,full,global,bos,5,deep,zero,346,29,29,0.3448,0.1724,0.6552,0.2728,0.2665,20,0.4764,0.6018,9,-0.1798,-0.4788
SOL/USDT,2h,sweptOff,full,global,bos,5,breaker,zero,143,64,64,0.7344,0.4063,0.2656,0.0355,0.1713,33,0.0682,0.2974,31,0.0006,0.0371
SOL/USDT,2h,sweptOff,full,global,choch,0,ote,zero,181,112,112,0.5804,0.3036,0.4196,0.0411,0.1243,59,-0.0270,0.0904,53,0.1170,0.1622
SOL/USDT,2h,sweptOff,full,global,choch,0,ote,tight,181,112,112,0.5089,0.2411,0.4911,0.0863,0.1535,59,-0.0594,0.0160,53,0.2485,0.3067
SOL/USDT,2h,sweptOff,full,global,choch,0,deep,zero,181,53,53,0.3208,0.1698,0.6792,0.1839,0.2031,30,0.2304,0.4012,23,0.1234,-0.0553
SOL/USDT,2h,sweptOff,full,global,choch,0,breaker,zero,116,75,75,0.7867,0.4800,0.2133,0.1092,0.2863,46,0.0728,0.2540,29,0.1669,0.3376
SOL/USDT,2h,sweptOff,full,global,choch,5,ote,zero,105,59,59,0.5424,0.2373,0.4576,-0.0270,0.0028,33,-0.1846,-0.1146,26,0.1729,0.1518
SOL/USDT,2h,sweptOff,full,global,choch,5,ote,tight,105,59,59,0.4576,0.1695,0.5424,-0.0232,-0.0325,33,-0.2238,-0.2064,26,0.2315,0.1881
SOL/USDT,2h,sweptOff,full,global,choch,5,deep,zero,105,20,20,0.2500,0.1000,0.7500,-0.0772,-0.1482,13,-0.1482,-0.2545,7,0.0546,0.0494
SOL/USDT,2h,sweptOff,full,global,choch,5,breaker,zero,67,40,40,0.7750,0.4750,0.2250,0.0927,0.2688,24,-0.0012,0.1767,16,0.2338,0.4069
SOL/USDT,2h,swept12,full,local,bos,0,ote,zero,334,187,187,0.5455,0.3048,0.4545,-0.0215,0.0769,107,-0.0276,0.0662,80,-0.0134,0.0912
SOL/USDT,2h,swept12,full,local,bos,0,ote,tight,334,187,187,0.4866,0.2460,0.5134,0.0387,0.1259,107,0.0573,0.1489,80,0.0139,0.0951
