symbol,timeframe,variant,period,anchor,trigger,atr,scenario,stop_mode,setups,entered,resolved,tp1_pct,tp2_pct,sl_pct,ev_full,ev_be,long_in,long_ev_full,long_ev_be,short_in,short_ev_full,short_ev_be,sweep_in,sweep_ev_full,sweep_ev_be,nosweep_in,nosweep_ev_full,nosweep_ev_be
LINK/USDT,15m,base,full,local,bos,0,ote,zero,226,139,136,0.6547,0.3525,0.3237,0.2003,0.3069,74,0.2956,0.4107,65,0.0932,0.1902,83,0.2907,0.4587,56,0.0630,0.0765
LINK/USDT,15m,base,full,local,bos,0,ote,tight,226,139,136,0.5540,0.3094,0.4245,0.2085,0.3541,74,0.3341,0.4717,65,0.0673,0.2219,83,0.3536,0.6060,56,-0.0118,-0.0284
LINK/USDT,15m,base,full,local,bos,0,deep,zero,226,74,74,0.3243,0.1892,0.6757,0.1971,0.2629,43,0.2018,0.3192,31,0.1907,0.1848,47,0.2565,0.2503,27,0.0937,0.2849
LINK/USDT,15m,base,full,local,bos,0,breaker,zero,106,64,63,0.8281,0.4219,0.1563,0.1862,0.3159,33,0.2337,0.3628,31,0.1371,0.2674,44,0.2788,0.4700,20,-0.0130,-0.0155
LINK/USDT,15m,base,full,local,bos,5,ote,zero,146,73,70,0.6301,0.3425,0.3288,0.1788,0.2870,38,0.3454,0.4782,35,0.0025,0.0845,32,0.2731,0.4246,41,0.1039,0.1775
LINK/USDT,15m,base,full,local,bos,5,ote,tight,146,73,70,0.4932,0.2877,0.4658,0.0978,0.2489,38,0.3044,0.4909,35,-0.1211,-0.0073,32,0.3083,0.5797,41,-0.0696,-0.0140
LINK/USDT,15m,base,full,local,bos,5,deep,zero,146,26,26,0.5000,0.3077,0.5000,0.8455,0.9895,14,0.8455,0.9312,12,0.8455,1.0576,11,0.6778,0.5488,15,0.9686,1.3127
LINK/USDT,15m,base,full,local,bos,5,breaker,zero,54,20,19,0.8000,0.4000,0.1500,0.1874,0.3116,11,0.1280,0.2460,9,0.2533,0.3844,10,0.4100,0.5967,10,-0.0130,0.0550
LINK/USDT,15m,base,full,local,choch,0,ote,zero,186,135,135,0.5185,0.3037,0.4815,-0.0698,0.0381,72,-0.0283,0.0723,63,-0.1173,-0.0011,104,-0.0686,0.0432,31,-0.0741,0.0209
LINK/USDT,15m,base,full,local,choch,0,ote,tight,186,135,135,0.4370,0.2519,0.5630,-0.0671,0.0568,72,-0.0217,0.1079,63,-0.1191,-0.0017,104,-0.0353,0.1058,31,-0.1737,-0.1076
LINK/USDT,15m,base,full,local,choch,0,deep,zero,186,100,100,0.2400,0.1600,0.7600,-0.1141,-0.0124,53,0.0447,0.1647,47,-0.2932,-0.2120,78,-0.1955,-0.0804,22,0.1744,0.2289
LINK/USDT,15m,base,full,local,choch,0,breaker,zero,108,82,82,0.7317,0.4512,0.2683,0.0317,0.1998,45,0.0653,0.2708,37,-0.0092,0.1135,63,0.0743,0.2314,19,-0.1095,0.0950
LINK/USDT,15m,base,full,local,choch,5,ote,zero,68,40,40,0.5000,0.3000,0.5000,-0.1031,0.0084,22,-0.1846,-0.1302,18,-0.0034,0.1778,27,-0.0034,0.1587,13,-0.3100,-0.3038
LINK/USDT,15m,base,full,local,choch,5,ote,tight,68,40,40,0.3750,0.2500,0.6250,-0.1995,-0.0432,22,-0.3208,-0.2329,18,-0.0513,0.1887,27,-0.0513,0.1887,13,-0.5074,-0.5248
LINK/USDT,15m,base,full,local,choch,5,deep,zero,68,26,26,0.2308,0.1923,0.7692,-0.1482,0.0518,16,-0.0772,0.0841,10,-0.2618,0.0000,17,0.0856,0.3144,9,-0.5899,-0.4444
LINK/USDT,15m,base,full,local,choch,5,breaker,zero,39,24,24,0.5833,0.3333,0.4167,-0.1775,-0.0621,13,-0.1323,0.0127,11,-0.2309,-0.1505,12,-0.0600,0.0383,12,-0.2950,-0.1625
LINK/USDT,15m,base,full,global,bos,0,ote,zero,226,124,121,0.5887,0.3629,0.3871,0.0823,0.2270,67,0.2695,0.4336,57,-0.1351,-0.0129,69,0.1179,0.2898,55,0.0349,0.1437
LINK/USDT,15m,base,full,global,bos,0,ote,tight,226,124,122,0.4677,0.2903,0.5161,0.0148,0.1807,67,0.1822,0.3450,57,-0.1761,-0.0066,69,0.1137,0.3098,55,-0.1140,0.0127
LINK/USDT,15m,base,full,global,bos,0,deep,zero,226,48,48,0.3750,0.2708,0.6250,0.3842,0.5985,25,0.3288,0.5876,23,0.4443,0.6103,22,0.3422,0.4562,26,0.4197,0.7189
LINK/USDT,15m,base,full,global,bos,0,breaker,zero,90,43,43,0.7442,0.4651,0.2558,0.0493,0.2247,22,0.1536,0.3064,21,-0.0600,0.1390,28,0.1079,0.3245,15,-0.0600,0.0383
LINK/USDT,15m,base,full,global,bos,5,ote,zero,217,118,115,0.5932,0.3644,0.3814,0.0919,0.2366,63,0.2940,0.4649,55,-0.1363,-0.0213,64,0.1492,0.3146,54,0.0201,0.1387
LINK/USDT,15m,base,full,global,bos,5,ote,tight,217,118,116,0.4661,0.2881,0.5169,0.0121,0.1758,63,0.1897,0.3576,55,-0.1850,-0.0258,64,0.1340,0.3170,54,-0.1380,0.0020
LINK/USDT,15m,base,full,global,bos,5,deep,zero,217,44,44,0.3864,0.2727,0.6136,0.4261,0.6302,22,0.3422,0.5769,22,0.5100,0.6835,19,0.3599,0.4230,25,0.4764,0.7876
LINK/USDT,15m,base,full,global,bos,5,breaker,zero,83,37,37,0.7297,0.4595,0.2703,0.0289,0.2032,19,0.1874,0.3487,18,-0.1383,0.0497,23,0.1035,0.3109,14,-0.0936,0.0264
LINK/USDT,15m,base,full,global,choch,0,ote,zero,186,134,133,0.5149,0.3060,0.4776,-0.0693,0.0432,71,-0.0262,0.1125,63,-0.1173,-0.0338,101,-0.0492,0.0813,33,-0.1302,-0.0722
LINK/USDT,15m,base,full,global,choch,0,ote,tight,186,134,134,0.4254,0.2388,0.5746,-0.0920,0.0192,71,-0.0981,0.0573,63,-0.0852,-0.0237,101,-0.0912,0.0327,33,-0.0944,-0.0219
LINK/USDT,15m,base,full,global,choch,0,deep,zero,186,84,83,0.2500,0.1548,0.7381,-0.0661,0.0092,46,0.1483,0.2606,38,-0.3201,-0.2885,69,-0.0229,0.1283,15,-0.2618,-0.5309
LINK/USDT,15m,base,full,global,choch,0,breaker,zero,104,75,75,0.7467,0.4533,0.2533,0.0528,0.2193,40,0.1280,0.3694,35,-0.0331,0.0479,56,0.1079,0.2993,19,-0.1095,-0.0163
LINK/USDT,15m,base,full,global,choch,5,ote,zero,118,82,81,0.5122,0.2927,0.4756,-0.0698,0.0304,43,-0.0176,0.1094,39,-0.1261,-0.0545,52,0.0201,0.1387,30,-0.2226,-0.1536
LINK/USDT,15m,base,full,global,choch,5,ote,tight,118,82,82,0.4268,0.2561,0.5732,-0.0889,0.0471,43,-0.1065,0.0681,39,-0.0696,0.0239,52,-0.0148,0.1492,30,-0.2173,-0.1301
LINK/USDT,15m,base,full,global,choch,5,deep,zero,118,42,41,0.1905,0.0952,0.7857,-0.2798,-0.2834,24,-0.0371,-0.0419,18,-0.5899,-0.5919,29,-0.0772,-0.0344,13,-0.7161,-0.8196
LINK/USDT,15m,base,full,global,choch,5,breaker,zero,60,39,39,0.6667,0.3590,0.3333,-0.0600,0.0564,19,-0.0353,0.1584,20,-0.0835,-0.0405,21,0.0071,0.1629,18,-0.1383,-0.0678
LINK/USDT,15m,age0single,full,local,bos,0,ote,zero,446,277,276,0.6606,0.3538,0.3357,0.1894,0.2931,143,0.2633,0.3548,134,0.1111,0.2276,140,0.2557,0.3616,137,0.1212,0.2225
LINK/USDT,15m,age0single,full,local,bos,0,ote,tight,446,277,276,0.5704,0.2852,0.4260,0.2219,0.3198,143,0.3078,0.3969,134,0.1310,0.2381,140,0.2655,0.3615,137,0.1771,0.2768
LINK/USDT,15m,age0single,full,local,bos,0,deep,zero,446,149,149,0.3557,0.1946,0.6443,0.3129,0.3510,80,0.4303,0.4730,69,0.1769,0.2095,71,0.4556,0.4858,78,0.1830,0.2282
LINK/USDT,15m,age0single,full,local,bos,0,breaker,zero,213,133,133,0.8045,0.4586,0.1955,0.1344,0.2928,65,0.1280,0.2894,68,0.1404,0.2960,63,0.1862,0.3383,70,0.0877,0.2519
LINK/USDT,15m,age0single,full,local,bos,5,ote,zero,182,72,71,0.5694,0.2917,0.4167,0.0359,0.1122,39,0.1802,0.2453,33,-0.1302,-0.0409,32,0.0651,0.1846,40,0.0119,0.0529
LINK/USDT,15m,age0single,full,local,bos,5,ote,tight,182,72,71,0.4444,0.2361,0.5417,-0.0380,0.0599,39,0.1234,0.2134,33,-0.2238,-0.1169,32,0.0006,0.1499,40,-0.0696,-0.0140
LINK/USDT,15m,age0single,full,local,bos,5,deep,zero,182,10,10,0.3000,0.1000,0.7000,0.1073,-0.0309,5,-0.2618,-0.5309,5,0.4764,0.4691,1,-1.0000,-1.0000,9,0.2304,0.0768
LINK/USDT,15m,age0single,full,local,bos,5,breaker,zero,58,16,16,0.6875,0.4375,0.3125,-0.0306,0.1369,13,0.0846,0.2523,3,-0.5300,-0.3633,7,0.0071,0.3643,9,-0.0600,-0.0400
LINK/USDT,15m,age0single,full,local,choch,0,ote,zero,374,282,282,0.5426,0.3191,0.4574,-0.0267,0.0876,147,-0.0237,0.0624,135,-0.0300,0.1151,212,-0.0523,0.0548,70,0.0507,0.1872
LINK/USDT,15m,age0single,full,local,choch,0,ote,tight,374,282,282,0.4539,0.2518,0.5461,-0.0311,0.0831,147,-0.0707,0.0238,135,0.0119,0.1476,212,-0.0536,0.0431,70,0.0368,0.2042
LINK/USDT,15m,age0single,full,local,choch,0,deep,zero,374,189,189,0.2857,0.1640,0.7143,0.0546,0.1055,99,0.0812,0.1161,90,0.0253,0.0939,147,0.0295,0.0515,42,0.1425,0.2948
LINK/USDT,15m,age0single,full,local,choch,0,breaker,zero,192,134,134,0.7985,0.4627,0.2015,0.1259,0.2884,69,0.1035,0.2496,65,0.1497,0.3296,96,0.0869,0.2373,38,0.2245,0.4175
LINK/USDT,15m,age0single,full,local,choch,5,ote,zero,44,27,27,0.4815,0.1852,0.5185,-0.1363,-0.1361,12,-0.2525,-0.3318,15,-0.0433,0.0205,17,-0.1558,-0.0388,10,-0.1031,-0.3015
LINK/USDT,15m,age0single,full,local,choch,5,ote,tight,44,27,27,0.3333,0.1481,0.6667,-0.2885,-0.2589,12,-0.4664,-0.6082,15,-0.1462,0.0206,17,-0.2466,-0.0995,10,-0.3596,-0.5298
LINK/USDT,15m,age0single,full,local,choch,5,deep,zero,44,10,10,0.1000,0.0000,0.9000,-0.6309,-0.7654,6,-1.0000,-1.0000,4,-0.0772,-0.4136,6,-1.0000,-1.0000,4,-0.0772,-0.4136
LINK/USDT,15m,age0single,full,local,choch,5,breaker,zero,17,6,6,0.5000,0.0000,0.5000,-0.2950,-0.3975,4,-0.2950,-0.3975,2,-0.2950,-0.3975,3,-0.0600,-0.1967,3,-0.5300,-0.5983
LINK/USDT,15m,age0single,full,global,bos,0,ote,zero,446,220,218,0.5909,0.3364,0.4000,0.0698,0.1837,109,0.1233,0.2030,111,0.0182,0.1651,111,0.0763,0.1857,109,0.0630,0.1817
LINK/USDT,15m,age0single,full,global,bos,0,ote,tight,446,220,220,0.4909,0.2682,0.5091,0.0479,0.1653,109,0.0771,0.1701,111,0.0192,0.1607,111,0.0961,0.2171,109,-0.0013,0.1126
LINK/USDT,15m,age0single,full,global,bos,0,deep,zero,446,51,50,0.3529,0.1765,0.6275,0.3288,0.3222,25,0.0766,0.1265,26,0.5616,0.5028,19,-0.1798,-0.1838,32,0.6149,0.6068
LINK/USDT,15m,age0single,full,global,bos,0,breaker,zero,190,77,77,0.7143,0.4156,0.2857,0.0071,0.1537,45,0.0653,0.2081,32,-0.0747,0.0772,43,0.0165,0.2130,34,-0.0047,0.0787
LINK/USDT,15m,age0single,full,global,bos,5,ote,zero,397,182,180,0.5879,0.3297,0.4011,0.0664,0.1748,86,0.1105,0.1968,96,0.0278,0.1555,81,0.0539,0.1435,101,0.0763,0.1997
LINK/USDT,15m,age0single,full,global,bos,5,ote,tight,397,182,182,0.4780,0.2582,0.5220,0.0204,0.1304,86,0.0425,0.1603,96,0.0006,0.1038,81,0.0541,0.1567,101,-0.0067,0.1094
LINK/USDT,15m,age0single,full,global,bos,5,deep,zero,397,36,35,0.3611,0.1667,0.6111,0.3710,0.3263,15,-0.2091,-0.1182,21,0.7577,0.6225,9,-0.5386,-0.7068,27,0.6405,0.6323
LINK/USDT,15m,age0single,full,global,bos,5,breaker,zero,164,55,55,0.7273,0.4000,0.2727,0.0255,0.1584,31,0.0916,0.1831,24,-0.0600,0.1265,27,-0.0078,0.1874,28,0.0575,0.1304
LINK/USDT,15m,age0single,full,global,choch,0,ote,zero,374,262,262,0.5534,0.3244,0.4466,-0.0072,0.1083,138,-0.0121,0.1062,124,-0.0018,0.1106,202,-0.0054,0.1223,60,-0.0134,0.0610
LINK/USDT,15m,age0single,full,global,choch,0,ote,tight,374,262,262,0.4580,0.2595,0.5420,-0.0223,0.1010,138,-0.0565,0.0672,124,0.0156,0.1386,202,-0.0173,0.1309,60,-0.0395,0.0005
LINK/USDT,15m,age0single,full,global,choch,0,deep,zero,374,125,125,0.3040,0.1600,0.6960,0.1221,0.1378,68,0.0856,0.1973,57,0.1656,0.0667,103,0.1467,0.1411,22,0.0067,0.1223
LINK/USDT,15m,age0single,full,global,choch,0,breaker,zero,177,104,104,0.7788,0.4615,0.2212,0.0982,0.2639,58,0.0940,0.2509,46,0.1035,0.2802,79,0.1066,0.3027,25,0.0716,0.1414
LINK/USDT,15m,age0single,full,global,choch,5,ote,zero,105,70,70,0.5286,0.3000,0.4714,-0.0518,0.0483,31,-0.1320,-0.0241,39,0.0119,0.1059,43,-0.0822,0.0991,27,-0.0034,-0.0326
LINK/USDT,15m,age0single,full,global,choch,5,ote,tight,105,70,70,0.4571,0.2571,0.5429,-0.0242,0.0961,31,-0.1049,0.0382,39,0.0399,0.1421,43,-0.0072,0.2096,27,-0.0513,-0.0847
LINK/USDT,15m,age0single,full,global,choch,5,deep,zero,105,20,20,0.0500,0.0000,0.9500,-0.8154,-0.8827,11,-1.0000,-1.0000,9,-0.5899,-0.7394,13,-1.0000,-1.0000,7,-0.4727,-0.6649
LINK/USDT,15m,age0single,full,global,choch,5,breaker,zero,40,17,17,0.6471,0.0588,0.3529,-0.0876,-0.1788,11,-0.1027,-0.2332,6,-0.0600,-0.0792,5,-0.1540,-0.1360,12,-0.0600,-0.1967
LINK/USDT,30m,base,full,local,bos,0,ote,zero,251,141,140,0.6312,0.3759,0.3617,0.1404,0.2792,70,0.1959,0.3206,71,0.0864,0.2389,104,0.1669,0.3199,37,0.0666,0.1657
LINK/USDT,30m,base,full,local,bos,0,ote,tight,251,141,141,0.5106,0.3262,0.4894,0.0900,0.2820,70,0.1588,0.3148,71,0.0222,0.2496,104,0.1494,0.3692,37,-0.0770,0.0369
LINK/USDT,30m,base,full,local,bos,0,deep,zero,251,70,70,0.3857,0.2000,0.6143,0.4237,0.4356,36,0.3329,0.3631,34,0.5199,0.5123,54,0.5038,0.5455,16,0.1535,0.0648
LINK/USDT,30m,base,full,local,bos,0,breaker,zero,138,73,73,0.7945,0.3425,0.2055,0.1203,0.1988,40,0.1985,0.2886,33,0.0255,0.0900,54,0.1750,0.2653,19,-0.0353,0.0100
LINK/USDT,30m,base,full,local,bos,5,ote,zero,172,79,78,0.6709,0.4177,0.3165,0.2189,0.3863,42,0.2689,0.3912,37,0.1636,0.3808,51,0.2557,0.4324,28,0.1532,0.3039
LINK/USDT,30m,base,full,local,bos,5,ote,tight,172,79,79,0.5316,0.3671,0.4684,0.1348,0.3752,42,0.1181,0.2779,37,0.1538,0.4856,51,0.2138,0.4991,28,-0.0090,0.1495
LINK/USDT,30m,base,full,local,bos,5,deep,zero,172,25,25,0.4800,0.2400,0.5200,0.7717,0.7629,14,0.8455,0.9312,11,0.6778,0.5488,16,0.8455,0.8364,9,0.6405,0.6323
LINK/USDT,30m,base,full,local,bos,5,breaker,zero,87,35,35,0.7714,0.3143,0.2286,0.0877,0.1511,22,0.2177,0.2970,13,-0.1323,-0.0958,23,0.1035,0.1883,12,0.0575,0.0800
LINK/USDT,30m,base,full,local,choch,0,ote,zero,171,116,116,0.5517,0.3017,0.4483,-0.0103,0.0824,57,0.0071,0.1105,59,-0.0270,0.0553,99,-0.0215,0.0959,17,0.0552,0.0040
LINK/USDT,30m,base,full,local,choch,0,ote,tight,171,116,116,0.4483,0.2672,0.5517,-0.0431,0.0971,57,-0.0263,0.1293,59,-0.0594,0.0660,99,-0.0513,0.1141,17,0.0045,-0.0019
LINK/USDT,30m,base,full,local,choch,0,deep,zero,171,75,75,0.2800,0.1200,0.7200,0.0335,-0.0247,40,0.0151,-0.0895,35,0.0546,0.0494,63,0.1132,0.0866,12,-0.3848,-0.6091
LINK/USDT,30m,base,full,local,choch,0,breaker,zero,114,81,81,0.7160,0.3951,0.2840,0.0096,0.1414,43,-0.0163,0.1358,38,0.0389,0.1476,68,0.0160,0.1586,13,-0.0238,0.0512
LINK/USDT,30m,base,full,local,choch,5,ote,zero,64,40,40,0.6000,0.4000,0.4000,0.0763,0.2514,20,-0.0134,0.1816,20,0.1660,0.3212,32,0.0651,0.2491,8,0.1212,0.2605
LINK/USDT,30m,base,full,local,choch,5,ote,tight,64,40,40,0.5250,0.3750,0.4750,0.1206,0.3765,20,0.0673,0.3004,20,0.1740,0.4525,32,0.1340,0.3862,8,0.0673,0.3373
LINK/USDT,30m,base,full,local,choch,5,deep,zero,64,17,17,0.4706,0.1765,0.5294,0.7370,0.5722,10,0.1073,-0.0309,7,1.6365,1.4338,12,1.1531,1.0318,5,-0.2618,-0.5309
LINK/USDT,30m,base,full,local,choch,5,breaker,zero,41,28,28,0.6786,0.5357,0.3214,-0.0432,0.1954,18,-0.0600,0.1558,10,-0.0130,0.2665,20,-0.0130,0.2312,8,-0.1187,0.1056
LINK/USDT,30m,base,full,global,bos,0,ote,zero,251,115,112,0.6174,0.3652,0.3565,0.1372,0.2730,59,0.0516,0.1217,56,0.2291,0.4354,83,0.1813,0.3231,32,0.0165,0.1360
LINK/USDT,30m,base,full,global,bos,0,ote,tight,251,115,112,0.4696,0.2957,0.5043,0.0292,0.2038,59,-0.1167,-0.0460,56,0.1859,0.4722,83,0.1193,0.3260,32,-0.2173,-0.1301
LINK/USDT,30m,base,full,global,bos,0,deep,zero,251,23,23,0.5217,0.2609,0.4783,0.9258,0.9162,11,0.6778,0.7901,12,1.1531,1.0318,17,0.9541,0.8663,6,0.8455,1.0576
LINK/USDT,30m,base,full,global,bos,0,breaker,zero,125,54,54,0.7963,0.3889,0.2037,0.1228,0.2337,30,0.0810,0.1823,24,0.1750,0.2979,40,0.0927,0.2159,14,0.2086,0.2846
LINK/USDT,30m,base,full,global,bos,5,ote,zero,247,112,109,0.6250,0.3750,0.3482,0.1520,0.2952,57,0.0571,0.1368,55,0.2523,0.4625,80,0.2035,0.3557,32,0.0165,0.1360
LINK/USDT,30m,base,full,global,bos,5,ote,tight,247,112,109,0.4732,0.3036,0.5000,0.0379,0.2226,57,-0.1233,-0.0399,55,0.2082,0.5000,80,0.1348,0.3565,32,-0.2173,-0.1301
LINK/USDT,30m,base,full,global,bos,5,deep,zero,247,21,21,0.5714,0.2857,0.4286,1.1092,1.0987,10,0.8455,0.9691,11,1.3489,1.2166,15,1.2147,1.1152,6,0.8455,1.0576
LINK/USDT,30m,base,full,global,bos,5,breaker,zero,123,52,52,0.7885,0.3846,0.2115,0.1117,0.2213,29,0.0697,0.1816,23,0.1648,0.2713,38,0.0761,0.1979,14,0.2086,0.2846
LINK/USDT,30m,base,full,global,choch,0,ote,zero,171,113,113,0.5310,0.3363,0.4690,-0.0475,0.0891,54,-0.1031,-0.0146,59,0.0034,0.1841,96,-0.0657,0.0827,17,0.0552,0.1256
LINK/USDT,30m,base,full,global,choch,0,ote,tight,171,113,113,0.4159,0.2655,0.5841,-0.1122,0.0438,54,-0.2094,-0.0914,59,-0.0232,0.1676,96,-0.1328,0.0366,17,0.0045,0.0849
LINK/USDT,30m,base,full,global,choch,0,deep,zero,171,65,65,0.3538,0.1846,0.6462,0.3061,0.3200,34,0.1942,0.0711,31,0.4288,0.5930,55,0.4093,0.4265,10,-0.2618,-0.2654
LINK/USDT,30m,base,full,global,choch,0,breaker,zero,100,69,69,0.7826,0.4783,0.2174,0.1035,0.2802,37,-0.0092,0.1707,32,0.2338,0.4069,58,0.1183,0.2960,11,0.0255,0.1968
LINK/USDT,30m,base,full,global,choch,5,ote,zero,91,58,58,0.5000,0.3276,0.5000,-0.1031,0.0369,27,-0.2692,-0.1630,31,0.0416,0.2110,44,-0.1846,-0.0363,14,0.1532,0.2670
LINK/USDT,30m,base,full,global,choch,5,ote,tight,91,58,58,0.4138,0.2586,0.5862,-0.1167,0.0303,27,-0.2885,-0.2042,31,0.0328,0.2346,44,-0.1753,-0.0254,14,0.0673,0.2055
LINK/USDT,30m,base,full,global,choch,5,deep,zero,91,24,24,0.3750,0.1667,0.6250,0.3842,0.3220,12,-0.0772,-0.1924,12,0.8455,0.8364,17,0.5199,0.4342,7,0.0546,0.0494
LINK/USDT,30m,base,full,global,choch,5,breaker,zero,45,29,29,0.8276,0.5862,0.1724,0.1669,0.4105,20,0.0575,0.2915,9,0.4100,0.6750,20,0.1985,0.4473,9,0.0967,0.3289
LINK/USDT,30m,age0single,full,local,bos,0,ote,zero,470,286,286,0.5979,0.3392,0.4021,0.0726,0.1856,148,0.0545,0.1772,138,0.0919,0.1947,154,0.0833,0.2327,132,0.0600,0.1307
LINK/USDT,30m,age0single,full,local,bos,0,ote,tight,470,286,286,0.5035,0.2762,0.4965,0.0747,0.1969,148,0.0961,0.2138,138,0.0518,0.1788,154,0.1366,0.3139,132,0.0026,0.0605
LINK/USDT,30m,age0single,full,local,bos,0,deep,zero,470,157,157,0.3057,0.1529,0.6943,0.1285,0.1229,86,0.1159,0.1104,71,0.1437,0.1380,75,0.1812,0.2107,82,0.0803,0.0426
LINK/USDT,30m,age0single,full,local,bos,0,breaker,zero,216,117,117,0.7949,0.3932,0.2051,0.1208,0.2350,67,0.0733,0.2013,50,0.1844,0.2801,68,0.1612,0.2930,49,0.0647,0.1545
LINK/USDT,30m,age0single,full,local,bos,5,ote,zero,208,80,80,0.6250,0.3750,0.3750,0.1212,0.2605,43,0.1264,0.3096,37,0.1151,0.2034,43,0.2516,0.4551,37,-0.0303,0.0343
LINK/USDT,30m,age0single,full,local,bos,5,ote,tight,208,80,80,0.5125,0.3000,0.4875,0.0940,0.2461,43,0.0921,0.2482,37,0.0961,0.2437,43,0.2410,0.4949,37,-0.0770,-0.0429
LINK/USDT,30m,age0single,full,local,bos,5,deep,zero,208,14,14,0.4286,0.1429,0.5714,0.5819,0.3844,11,0.3422,0.3356,3,1.4607,0.5637,6,0.2304,-0.2182,8,0.8455,0.8364
LINK/USDT,30m,age0single,full,local,bos,5,breaker,zero,82,17,17,0.8235,0.5294,0.1765,0.1612,0.3656,11,0.1536,0.3705,6,0.1750,0.3567,12,0.1750,0.4742,5,0.1280,0.1050
LINK/USDT,30m,age0single,full,local,choch,0,ote,zero,404,295,295,0.6000,0.3017,0.4000,0.0763,0.1498,159,0.0718,0.1400,136,0.0816,0.1613,220,0.1008,0.1812,75,0.0046,0.0578
LINK/USDT,30m,age0single,full,local,choch,0,ote,tight,404,295,295,0.5017,0.2542,0.4983,0.0709,0.1616,159,0.0203,0.1020,136,0.1301,0.2314,220,0.0867,0.1871,75,0.0246,0.0869
LINK/USDT,30m,age0single,full,local,choch,0,deep,zero,404,193,193,0.3109,0.1088,0.6891,0.1475,0.0180,110,0.1744,0.0359,83,0.1118,-0.0057,141,0.1518,-0.0045,52,0.1357,0.0790
LINK/USDT,30m,age0single,full,local,choch,0,breaker,zero,213,137,137,0.7883,0.3139,0.2117,0.1115,0.1712,76,0.0946,0.1766,61,0.1326,0.1644,113,0.1230,0.2155,24,0.0575,-0.0375
LINK/USDT,30m,age0single,full,local,choch,5,ote,zero,57,30,30,0.6000,0.4333,0.4000,0.0763,0.2858,15,0.0763,0.1825,15,0.0763,0.3891,24,0.1212,0.3466,6,-0.1031,0.0428
LINK/USDT,30m,age0single,full,local,choch,5,ote,tight,57,30,30,0.4333,0.3333,0.5667,-0.0750,0.1713,15,-0.0039,0.1251,15,-0.1462,0.2175,24,-0.1106,0.1452,6,0.0673,0.2758
LINK/USDT,30m,age0single,full,local,choch,5,deep,zero,57,10,10,0.5000,0.3000,0.5000,0.8455,0.9691,7,0.5819,0.3844,3,1.4607,2.3333,8,1.3069,1.4614,2,-1.0000,-1.0000
LINK/USDT,30m,age0single,full,local,choch,5,breaker,zero,27,8,8,0.6250,0.2500,0.3750,-0.1188,-0.0706,5,-0.1540,-0.1360,3,-0.0600,0.0383,7,0.0071,0.0621,1,-1.0000,-1.0000
LINK/USDT,30m,age0single,full,global,bos,0,ote,zero,470,219,217,0.5662,0.3379,0.4247,0.0251,0.1505,118,0.0825,0.2081,101,-0.0409,0.0844,120,0.0913,0.2372,99,-0.0568,0.0433
LINK/USDT,30m,age0single,full,global,bos,0,ote,tight,470,219,217,0.4795,0.2740,0.5114,0.0328,0.1666,118,0.1041,0.2179,101,-0.0490,0.1076,120,0.1206,0.2903,99,-0.0758,0.0135
LINK/USDT,30m,age0single,full,global,bos,0,deep,zero,470,41,41,0.2195,0.0488,0.7805,-0.1898,-0.3556,26,-0.2902,-0.3447,15,-0.0157,-0.3745,21,-0.2969,-0.5532,20,-0.0772,-0.1482
LINK/USDT,30m,age0single,full,global,bos,0,breaker,zero,186,61,61,0.7049,0.3279,0.2951,-0.0061,0.0806,31,0.0916,0.1603,30,-0.1070,-0.0018,38,0.0761,0.1422,23,-0.1417,-0.0213
LINK/USDT,30m,age0single,full,global,bos,5,ote,zero,418,185,183,0.5730,0.3243,0.4162,0.0391,0.1479,100,0.0983,0.2031,85,-0.0292,0.0841,91,0.1434,0.2763,94,-0.0641,0.0208
LINK/USDT,30m,age0single,full,global,bos,5,ote,tight,418,185,183,0.4757,0.2649,0.5135,0.0264,0.1490,100,0.0891,0.1763,85,-0.0457,0.1175,91,0.1494,0.3144,94,-0.0951,-0.0147
LINK/USDT,30m,age0single,full,global,bos,5,deep,zero,418,30,30,0.3000,0.0667,0.7000,0.1073,-0.1194,19,-0.0287,-0.1033,11,0.3422,-0.1471,11,0.3422,-0.1471,19,-0.0287,-0.1033
LINK/USDT,30m,age0single,full,global,bos,5,breaker,zero,163,50,50,0.6800,0.3200,0.3200,-0.0412,0.0450,25,0.0716,0.1414,25,-0.1540,-0.0514,29,0.0697,0.1329,21,-0.1943,-0.0764
LINK/USDT,30m,age0single,full,global,choch,0,ote,zero,404,271,271,0.5498,0.3026,0.4502,-0.0137,0.0807,145,0.0145,0.1035,126,-0.0461,0.0544,209,0.0128,0.0952,62,-0.1031,0.0317
LINK/USDT,30m,age0single,full,global,choch,0,ote,tight,404,271,271,0.4354,0.2362,0.5646,-0.0706,0.0311,145,-0.0431,0.0589,126,-0.1021,-0.0010,209,-0.0502,0.0577,62,-0.1393,-0.0585
LINK/USDT,30m,age0single,full,global,choch,0,deep,zero,404,125,125,0.3280,0.1760,0.6720,0.2107,0.2365,75,0.1319,0.1440,50,0.3288,0.3753,94,0.1780,0.1157,31,0.3097,0.6029
LINK/USDT,30m,age0single,full,global,choch,0,breaker,zero,206,115,115,0.6870,0.3217,0.3130,-0.0314,0.0546,61,-0.0292,0.0724,54,-0.0339,0.0345,91,-0.0084,0.0876,24,-0.1187,-0.0706
