time,open,high,low,close,GGI Mean,GGI Upper Outer,GGI Upper Inner,GGI Lower Inner,GGI Lower Outer,Shapes,Shapes,Volume
2024-07-28T21:00:00+05:00,67650,67988.5,67621,67981.4,66906.24691799411,74053.78268015718,70987.24794475576,63059.85942905254,60448.57824462042,0,0,2275.318
2024-07-28T23:00:00+05:00,67981.4,68337.9,67932,68127.9,66925.448957096,74070.75929690718,71005.22973040155,63080.082060365894,60469.41817019935,0,0,4618.9
2024-07-29T01:00:00+05:00,68127.9,68183.1,67804,68027,66944.85546073064,74084.71919142948,71021.61486081812,63102.10886419278,60493.091174145586,0,0,2923.531
2024-07-29T03:00:00+05:00,68027,68277.8,67942,68240.9,66964.58055936151,74095.49180467548,71036.35816705441,63126.195728470586,60519.9444699314,0,0,3067.888
2024-07-29T05:00:00+05:00,68240.9,69000,68158.1,68535.1,66984.9804752869,74108.67864609719,71052.7495694936,63150.091114856,60546.04792917685,0,0,13080.93
2024-07-29T07:00:00+05:00,68535.1,69850,68530,69360.6,67006.64765572865,74129.54443486014,71073.99558546336,63172.061639057145,60568.16973972326,0,0,14744.207
2024-07-29T09:00:00+05:00,69360.6,69900,69280,69659,67029.8487840576,74151.13139432213,71096.32284435148,63195.96356410705,60592.475711809086,0,0,6603.626
2024-07-29T11:00:00+05:00,69659,69896.8,69446.3,69549.3,67054.51320896216,74171.7271512931,71118.74232130578,63222.54296029467,60620.23785046096,0,0,6363.469
2024-07-29T13:00:00+05:00,69549.3,69728,69371,69525.4,67080.4723258499,74190.34594791656,71140.62796086815,63252.03890432741,60651.958283333486,0,0,5177.506
2024-07-29T15:00:00+05:00,69525.4,69850,69382,69576.1,67107.70368048962,74208.21061816566,71162.65356491084,63283.810645995596,60686.59863583867,0,0,5934.017
2024-07-29T17:00:00+05:00,69576.1,70136.9,69040.1,69254.1,67136.0105276785,74231.42428995713,71188.14622364071,63314.52845271252,60718.81218345895,0,0,24733.954
2024-07-29T19:00:00+05:00,69254.1,69284.3,67621.3,68073,67164.23770379955,74264.41247968192,71219.07161923478,63340.26439505218,60742.88714755087,0,0,31497.362
2024-07-29T21:00:00+05:00,68073,68107.6,66360.9,66990,67191.23832242678,74306.64973722435,71254.62889610931,63359.568034290416,60757.18018867303,0,0,36786.059
2024-07-29T23:00:00+05:00,66990,67532.2,66919,67285.8,67217.12828794146,74346.19267743753,71288.18785691215,63378.55500474051,60771.67064734897,0,0,10534.709
2024-07-30T01:00:00+05:00,67285.8,67490.7,66969.8,67475.1,67241.99392384426,74382.24085036544,71319.33910098445,63397.75163160332,60787.167678238795,0,0,6331.274
2024-07-30T03:00:00+05:00,67475.1,67530.9,66562.1,66757.7,67265.50525623246,74419.1418198962,71350.36851493659,63414.50354848607,60799.521288843396,0,0,8881.644
2024-07-30T05:00:00+05:00,66757.7,66850.8,65801.4,66145.5,67287.03010939226,74457.03325005042,71381.0734128618,63427.79961790914,60807.47812953176,0,0,18933.865
2024-07-30T07:00:00+05:00,66145.5,66642,65882.9,66577.6,67306.7320269649,74492.93396681892,71409.85864243914,63439.366248196886,60813.77031232963,0,0,9043.284
2024-07-30T09:00:00+05:00,66577.6,66769.5,66278.9,66440.1,67324.79578403903,74524.21455758884,71435.33565355485,63450.785047679725,60820.87753987606,0,0,5163.715
2024-07-30T11:00:00+05:00,66440.1,66958.9,66419.8,66909.9,67341.53426167078,74551.81842503992,71458.17056282591,63462.05340827635,60828.59321903053,0,0,5903.378
2024-07-30T13:00:00+05:00,66909.9,66950.7,66362.2,66575.1,67356.8579473376,74576.24601418084,71478.60378053327,63472.7886748877,60836.34608900945,0,0,5213.359
2024-07-30T15:00:00+05:00,66575.1,66696.6,66364.3,66533.9,67370.71729208283,74594.85300102102,71495.13509631366,63484.2292742765,60846.20273181079,0,0,4346.296
2024-07-30T17:00:00+05:00,66533.9,66924.6,66132.9,66360.8,67383.10426335894,74612.58107680062,71510.52393032415,63493.90957603238,60854.11702207524,0,0,11657.571
2024-07-30T19:00:00+05:00,66360.8,66432,65522,66209.5,67393.6595744825,74630.30507499784,71525.10046309402,63500.859438635795,60858.726843967255,0,0,19162.671
2024-07-30T21:00:00+05:00,66209.5,66547.9,65659,65843.1,67402.41460299605,74647.72789188103,71538.71236446312,63505.27349680051,60860.33188973054,0,0,11001.807
2024-07-30T23:00:00+05:00,65843.1,66054.3,65524.1,65902.8,67409.25136066701,74660.91052301032,71549.10536957879,63508.93062231923,60861.93079047884,0,0,9459.76
2024-07-31T01:00:00+05:00,65902.8,66288.8,65265,66287.8,67414.3647286214,74675.34772889361,71559.43735954199,63509.3949792995,60859.39617265612,0,0,12790.374
2024-07-31T03:00:00+05:00,66287.8,66339.4,66023.2,66170,67418.05120151948,74683.7573419077,71565.76872160961,63510.72180180832,60859.19870103047,0,0,4016.426
2024-07-31T05:00:00+05:00,66170,66416.9,65850,66271.4,67420.37088091853,74689.01940437216,71569.7360924702,63511.57148110312,60859.098780114946,0,0,5044.139
2024-07-31T07:00:00+05:00,66271.4,66384.5,65997.5,66019.3,67421.33586763525,74689.32890983588,71570.33591976768,63512.85727193267,60860.588741718675,0,0,2885.07
2024-07-31T09:00:00+05:00,66019.3,66199.6,65477,66148.5,67420.81476359665,74688.24061983069,71569.49710567697,63512.61986199779,60860.53474635345,0,0,9404.25
2024-07-31T11:00:00+05:00,66148.5,66533,66088.9,66196.2,67419.19853211501,74683.21649170875,71565.97385770126,63512.701437564676,60861.710893469055,0,0,8682.905
2024-07-31T13:00:00+05:00,66196.2,66346.8,66001.1,66230,67416.45773212447,74673.3266665041,71559.23327644244,63513.519710160865,60864.82250142001,0,0,4751.485
2024-07-31T15:00:00+05:00,66230,66230.1,65901.3,66070.1,67412.52055503608,74658.48624815745,71549.19591320139,63515.010470504494,60869.81073360992,0,0,3631.714
2024-07-31T17:00:00+05:00,66070.1,66821,65956.5,66478.1,67407.78813190646,74644.87444897648,71539.49343027193,63514.70611494822,60872.36309764193,0,0,10796.869
2024-07-31T19:00:00+05:00,66478.1,66709.8,65940,66355.4,67402.21795004622,74631.38105882541,71529.48649081025,63513.09379481151,60873.307181661774,0,0,10607.226
2024-07-31T21:00:00+05:00,66355.4,66832,66256.5,66677.2,67396.100147408,74616.24327276554,71518.31784857619,63511.481417901894,60874.60472212403,0,0,6739.593
2024-07-31T23:00:00+05:00,66677.2,66730.1,64850.1,65220.1,67388.49174054833,74612.24924372924,71512.7206287569,63502.112339434985,60864.11902999445,0,0,26971.437
2024-08-01T01:00:00+05:00,65220.1,65400,64502.4,64950.4,67378.81854268585,74607.99671282299,71506.06580221113,63489.791212479264,60850.11511142622,0,0,20057.07
2024-08-01T03:00:00+05:00,64950.4,65030.1,64600,64615.9,67366.97770450266,74598.31016177617,71495.41433045786,63476.93383609899,60836.628540204736,0,0,4569.899
2024-08-01T05:00:00+05:00,64615.9,64822.5,64100,64186.1,67352.6942254345,74586.17469264856,71482.31356457225,63461.6479687247,60820.727676653434,0,0,12044.134
2024-08-01T07:00:00+05:00,64186.1,64240,63713,63910.2,67335.66911045463,74569.1909519789,71465.28991636114,63444.678386655614,60803.8289898103,0,0,11439.102
2024-08-01T09:00:00+05:00,63910.2,64330,63513.5,64277.7,67316.12742173264,74550.8197258605,71446.37768874603,63424.643175055244,60783.516904604236,0,0,13203.185
2024-08-01T11:00:00+05:00,64277.7,64462.1,64080,64292.3,67294.44040947332,74526.69081903604,71423.29792793388,63404.26501438584,60764.025079555104,0,0,6364.48
2024-08-01T13:00:00+05:00,64292.3,64666,64274.8,64432,67270.90556202256,74497.36864654417,71396.497723536,63383.70759666491,60745.43057494264,0,0,6146.747
2024-08-01T15:00:00+05:00,64432,64654.2,64274.4,64637.9,67245.69308861284,74463.06387056057,71366.17002095976,63363.12061639062,60727.86968353188,0,0,4686.11
2024-08-01T17:00:00+05:00,64637.9,64938,64438,64726.6,67219.08189206805,74425.4995459907,71333.40131497424,63342.06538759355,60710.44195841017,0,0,9306.485
2024-08-01T19:00:00+05:00,64726.6,64753.7,62616,62868.2,67189.85609929985,74401.22874423915,71306.90869086067,63310.5100968041,60677.44899971394,0,0,36086.987
2024-08-01T21:00:00+05:00,62868.2,63224,62217.7,63175.3,67157.60663510063,74376.99056440908,71279.09693508103,63274.42858966946,60638.970395679185,0,0,25278.698
2024-08-01T23:00:00+05:00,63175.3,63472.7,62755,63395.7,67122.84564009534,74349.96969465828,71248.61844718624,63235.9827463012,60598.2278853271,0,0,13506.972
2024-08-02T01:00:00+05:00,63395.7,65339.6,63300.2,64849.9,67087.02738190675,74335.77299878845,71224.83985570594,63189.601437624726,60545.132731909034,1,0,23644.737
2024-08-02T03:00:00+05:00,64849.9,65634.3,64830,65341.1,67051.00482432217,74321.35528470977,71200.84532116266,63143.031907445635,60491.86308199912,0,0,14590.88
2024-08-02T05:00:00+05:00,65341.1,65576.4,64537.7,64629.5,67014.4710254376,74308.85424162586,71177.69345291115,63094.757766915776,60436.126658827015,0,0,10365.412
2024-08-02T07:00:00+05:00,64629.5,64809.2,63650,64579.4,66976.9165991813,74299.00053896473,71155.56630246152,63043.66039426075,60376.41589513896,0,0,13883.362
2024-08-02T09:00:00+05:00,64579.4,64625,64046.3,64150,66938.35191896233,74285.37466007785,71130.88169427437,62992.93430503789,60317.96942709465,0,0,6046.088
2024-08-02T11:00:00+05:00,64150,64611.2,63756.6,64135.2,66898.75405016019,74271.01047841295,71105.32453590776,62941.04306075917,60258.27930218646,0,0,8825.685
2024-08-02T13:00:00+05:00,64135.2,64590,64012,64481.1,66858.40306338664,74253.193433219,71077.50301469196,62889.7452863854,60200.05138508269,0,0,6204.597
2024-08-02T15:00:00+05:00,64481.1,64980,64329.3,64639.4,66817.66148757881,74233.15352162837,71048.26512520887,62838.97120922903,60142.93714961036,0,0,8664.832
2024-08-02T17:00:00+05:00,64639.4,65490,63938.6,65200.1,66776.81297732072,74220.82566686122,71023.28283784792,62784.23881910195,60079.40104874132,0,0,27188.425
2024-08-02T19:00:00+05:00,65200.1,65344.5,62410,63374.6,66734.73403965388,74229.69640332196,71009.58181084706,62717.236375317465,59996.5370078495,0,0,47500.202
2024-08-02T21:00:00+05:00,63374.6,63579.5,62938,63064.5,66690.99892014191,74233.62506654712,70992.37950398466,62650.23609635074,59914.75336115157,0,0,12758.302
2024-08-02T23:00:00+05:00,63064.5,63200,62482.1,62611.6,66645.28750295492,74233.21599479254,70971.87244381818,62582.459690175354,59832.9775536479,0,0,11923.739
2024-08-03T01:00:00+05:00,62611.6,63154.6,61220,61944.2,66597.05722688169,74241.44590753534,70955.05573159277,62506.72324263703,59739.78519766944,0,0,29857.875
2024-08-03T03:00:00+05:00,61944.2,62221.7,61171.5,61459,66545.9632180465,74247.67326166198,70935.83900626718,62427.75559793339,59643.15144275636,0,0,12651.817
2024-08-03T05:00:00+05:00,61459,61681.2,60465,61288.5,66491.6931714032,74253.41683762752,70914.92889139877,62344.351604310286,59541.30394386963,0,0,20894.743
2024-08-03T07:00:00+05:00,61288.5,61943.3,61171.4,61850.6,66434.97971152162,74254.21295807198,70890.16339345879,62259.78778993116,59439.13959147955,0,0,9980.13
2024-08-03T09:00:00+05:00,61850.6,61937.2,61345.9,61665.5,66375.98606189105,74248.24151832005,70860.60315496165,62175.19086104284,59338.39557131157,0,0,4681.413
2024-08-03T11:00:00+05:00,61665.5,61870.2,61589,61630,66314.92499204614,74232.39324743276,70824.61475306522,62092.385423252585,59241.916962616524,0,0,3824.43
2024-08-03T13:00:00+05:00,61630,61722.1,61418.8,61708.2,66251.8701808402,74207.28076014436,70782.57555845493,62011.169667512935,59149.321434458725,0,0,4252.369
2024-08-03T15:00:00+05:00,61708.2,61977.1,61633.7,61880,66187.19859872849,74174.0214197673,70735.2779991389,61931.547910235895,59060.371468278805,0,0,3368.983
2024-08-03T17:00:00+05:00,61880,62154,61803.6,61979.1,66121.20346743405,74133.2511765142,70683.20870433029,61853.63720922829,58975.06825340596,0,0,5041.565
2024-08-03T19:00:00+05:00,61979.1,62144.2,60789.1,60851.7,66053.27053026987,74095.77139649232,70632.1023276053,61771.26836050304,58883.71853770273,0,0,13008.827
2024-08-03T21:00:00+05:00,60851.7,61255,60303.9,60539.8,65982.97124626201,74056.4213381973,70578.89684339889,61686.32111302598,58789.66895527577,0,0,27461.519
2024-08-03T23:00:00+05:00,60539.8,60806,59873.5,60216.3,65910.06515304383,74014.717271754,70523.2158787897,61598.675476525015,58692.87688458579,0,0,18136.127
2024-08-04T01:00:00+05:00,60216.3,60843.3,59822,60620.9,65834.8847132692,73971.97070469025,70465.93626240565,61508.187857880024,58592.89679482113,0,0,13582.833
2024-08-04T03:00:00+05:00,60620.9,60799.6,60323.9,60682,65757.79411752347,73922.25947100019,70403.92974305541,61418.26888049709,58495.06654891886,0,0,7146.716
2024-08-04T05:00:00+05:00,60682,60789.9,60270.5,60713.3,65678.95009982777,73866.43357561255,70337.74006819914,61328.73308174386,58398.98147783146,0,0,3958.46
2024-08-04T07:00:00+05:00,60713.3,61088,60649.5,60706,65598.74807054803,73804.14806628934,70267.35340728603,61240.327687893674,58305.60830480948,0,0,4968.108
2024-08-04T09:00:00+05:00,60706,60922.2,60508.7,60761.2,65517.24634897261,73735.39460274766,70192.7924503772,61153.13865289736,58215.04844827953,0,0,3687.214
2024-08-04T11:00:00+05:00,60761.2,60837.1,60226.1,60340.4,65434.315256346454,73662.47359918771,70115.27767359873,61065.858328321934,58125.2489071199,0,0,4585.433
2024-08-04T13:00:00+05:00,60340.4,60698.5,60076,60669.2,65350.12074893246,73585.81353812257,70035.12155804779,60978.52315941772,58036.1631754953,0,0,5011.502
2024-08-04T15:00:00+05:00,60669.2,60974,60502,60870,65265.120985262474,73504.2891614628,69951.90443104722,60892.3524222224,57949.48928577843,0,0,4612.541
2024-08-04T17:00:00+05:00,60870,61056.8,60754.5,60790.3,65179.529056814776,73416.3990678492,69864.8885458054,60808.3845332811,57866.78537777297,0,0,4388.55
2024-08-04T19:00:00+05:00,60790.3,60849.4,58920.5,59060.1,65092.14915285334,73339.57075850564,69783.21382685787,60716.43378090722,57772.19361276281,0,0,33728.995
2024-08-04T21:00:00+05:00,59060.1,59285,57150,57836,65001.535065800825,73274.57260554703,69706.65779308708,60614.00294721279,57662.56165908606,0,0,43869.498
2024-08-04T23:00:00+05:00,57836,59466,57705.6,59221.9,64908.69181715606,73217.28526227544,69633.37894538998,60504.578942215325,57542.945744607176,0,0,23518.069
2024-08-05T01:00:00+05:00,59221.9,59559.4,58327.1,58435.5,64813.79558464541,73161.1859828745,69559.83388626897,60391.57748646434,57418.80809684424,0,0,13244.869
2024-08-05T03:00:00+05:00,58435.5,59109.2,57970.8,58131.6,64716.64734534065,73104.84156021797,69485.13721886567,60275.400053236874,57290.93113718389,0,0,14435.27
2024-08-05T05:00:00+05:00,58131.6,58278.3,52157.6,54396.9,64613.6463370306,73105.98284581874,69439.66884599473,60123.02999638623,57107.819776827615,0,0,103763.231
2024-08-05T07:00:00+05:00,54396.9,54688,53555.5,53855.1,64504.13888299983,73099.91713183332,69387.24992822747,59964.675604540425,56919.133376491955,0,0,27307.5
2024-08-05T09:00:00+05:00,53855.1,54541.1,52237,52682.5,64387.53360745953,73100.86990766072,69335.48593752329,59792.67943383826,56712.79273815141,0,0,43925.223
2024-08-05T11:00:00+05:00,52682.5,53074,48914.1,52644.6,64262.39069415734,73132.42399504688,69296.74692492605,59593.77663431243,56468.17966827154,0,0,92687.066
2024-08-05T13:00:00+05:00,52644.6,53212.3,51716.5,52629.6,64130.42084518144,73158.56839527072,69251.85375003531,59387.73700737196,56216.39362267709,0,0,25066.867
2024-08-05T15:00:00+05:00,52629.6,52629.6,50588,51302.1,63990.89775367164,73185.62681260527,69203.96313072517,59170.527381297245,55951.355117936575,0,0,37636.254
2024-08-05T17:00:00+05:00,51302.1,52500,49521.1,51927.5,63844.11717180064,73226.06288747628,69160.05844903458,58936.782137776056,55664.214853530415,0,0,78036.416
2024-08-05T19:00:00+05:00,51927.5,55039.8,51927.4,54282.8,63693.44824520743,73282.41727319325,69123.01814705695,58690.367667888735,55359.19119918166,0,0,61700.317
2024-08-05T21:00:00+05:00,54282.8,55555,53740.5,54679.3,63540.27593398082,73338.17293141916,69084.34969240303,58441.11848403775,55051.366899225744,0,0,33113.746
2024-08-05T23:00:00+05:00,54679.3,54707.7,52521.1,53444,63383.64663297099,73397.0185733637,69045.63903296074,58185.958110627114,54736.3740187576,0,0,27276.077
2024-08-06T01:00:00+05:00,53444,55188,53430.7,54350.6,63224.77029371018,73454.04055562988,69004.72738831441,57928.952551290735,54420.03664407049,0,0,19980.29
2024-08-06T03:00:00+05:00,54350.6,55076.6,53846.6,53988.2,63063.91104374603,73502.57774166286,68958.08746744135,57673.53797350144,54107.719733470396,0,0,12594.742
2024-08-06T05:00:00+05:00,53988.2,56288,53917.3,55696.7,62902.44844500108,73558.16285531945,68914.85116373537,57414.591391559705,53790.332259363706,0,0,23785.419
2024-08-06T07:00:00+05:00,55696.7,56032.5,55440,55639.8,62741.02859502497,73598.86924868074,68863.32903727445,57163.031822510646,53485.01558985977,0,0,8386.482
2024-08-06T09:00:00+05:00,55639.8,55969.4,55221.1,55909.8,62579.82023116092,73627.20678165807,68804.99788406758,56917.86964027008,53190.037641629315,0,0,10989.894
2024-08-06T11:00:00+05:00,55909.8,56160.1,55431.1,55980.9,62419.15753061991,73643.60372155067,68740.26916358498,56679.312930248496,52905.49389141579,0,0,11289.053
2024-08-06T13:00:00+05:00,55980.9,56094,54581.1,55191.5,62258.572422108395,73657.57157436867,68674.12434528455,56442.362782090095,52623.644211856285,0,0,22714.203
2024-08-06T15:00:00+05:00,55191.5,55422.4,54837.1,55186.1,62098.08302006575,73657.60424464253,68600.32517147546,56212.15213088238,52352.66547577749,0,0,10295.958
2024-08-06T17:00:00+05:00,55186.1,55466.6,54324.7,55188.5,61937.69022890957,73651.05781780633,68522.88860420631,55985.34371560145,52087.20125082681,0,0,24382.394
2024-08-06T19:00:00+05:00,55188.5,56600,55113.8,56396.1,61778.68420312303,73643.52481870003,68445.45319053122,55761.27622743529,51825.4093793738,0,0,37635.301
2024-08-06T21:00:00+05:00,56396.1,56936.2,56212.6,56471.3,61621.699089748996,73626.26288569477,68363.58099987818,55544.688314591636,51574.44707743488,0,0,19180.934
2024-08-06T23:00:00+05:00,56471.3,57056.1,56285.2,56739.7,61466.96360317074,73600.46539490817,68278.04229523544,55335.32432369059,51333.74625175807,0,0,13380.302
2024-08-07T01:00:00+05:00,56739.7,56834.2,56069.1,56429.1,61314.270290480534,73566.18980251777,68188.78810335205,55132.813558088375,51102.819805484054,0,0,10982.534
2024-08-07T03:00:00+05:00,56429.1,56926.8,55682,55989.8,61163.42460987352,73529.37090519593,68098.94913902563,54934.247257918956,50877.1456079917,0,0,15474.361
2024-08-07T05:00:00+05:00,55989.8,57000,55518.4,56934.9,61014.794018990375,73493.39693184102,68010.53111341225,54738.65632620615,50654.96009978167,0,0,16097.25
2024-08-07T07:00:00+05:00,56934.9,57285.6,56436.4,56837.9,60868.80961957565,73450.96600117562,67919.79798051677,54549.80866649444,50441.97763777326,0,0,14748.371
2024-08-07T09:00:00+05:00,56837.9,57237.6,56675,56769.1,60725.5373261807,73399.02223098205,67825.14477988011,54369.082373817,50240.327070689746,0,0,10664.388
2024-08-07T11:00:00+05:00,56769.1,57074.4,56510,56904,60584.928720705604,73338.01072606776,67726.80274002464,54196.17403441661,50049.5384556197,0,0,7029.857
2024-08-07T13:00:00+05:00,56904,57700,56839.9,57329.4,60447.471937043374,73272.42833589119,67627.43263173258,54029.803016137885,49867.28223104146,0,0,14164.218
2024-08-07T15:00:00+05:00,57329.4,57762.5,56843.5,56941.4,60313.04753272967,73203.11022215079,67527.43576368509,53869.41857847905,49692.74791256855,0,0,11853.226
2024-08-07T17:00:00+05:00,56941.4,57467.8,56686,56810.5,60181.45021765066,73128.47229546902,67425.87056294111,53715.39025096692,49526.63219417437,0,0,15965.516
2024-08-07T19:00:00+05:00,56810.5,56974,55664.2,56079.9,60051.91312118886,73054.37585226768,67325.53658031233,53564.10736085195,49363.67229811702,0,0,26109.692
2024-08-07T21:00:00+05:00,56079.9,56285,55401,55545.7,59923.960060521924,72975.2243862949,67223.20537369019,53417.283055360305,49206.850948846295,0,0,15412.943
2024-08-07T23:00:00+05:00,55545.7,55608.7,54637,54735.3,59796.866493467285,72891.59448941187,67118.85262811506,53273.63479005241,49054.56201753066,0,0,19137.113
2024-08-08T01:00:00+05:00,54735.3,55587.1,54604.5,55392,59670.93494672094,72804.17597936651,67012.9938376286,53133.284658839875,48906.81653240496,0,0,12306.341
2024-08-08T03:00:00+05:00,55392,55446,54517.7,55109.5,59546.064237159786,72712.3782614682,66905.26773906725,52996.33176814175,48763.8260625415,0,0,10724.512
2024-08-08T05:00:00+05:00,55109.5,57408,54705,56854,59423.671773961476,72639.2310312624,66808.69781188821,52854.98569426023,48612.47451228887,0,0,22626.466
2024-08-08T07:00:00+05:00,56854,57674.8,56802.2,57031.2,59304.619509103206,72562.80783158772,66711.91866112681,52719.78329666737,48468.878206618734,0,0,16817.341
2024-08-08T09:00:00+05:00,57031.2,57219.4,56660,56934.4,59188.6371878176,72479.41344171665,66612.82713456615,52591.89442709008,48335.032056629876,0,0,8776.744
2024-08-08T11:00:00+05:00,56934.4,57405.9,56764.2,57176,59075.87396732124,72390.62626134639,66512.34493245129,52470.84415001698,48210.09383733316,0,0,7735.664
2024-08-08T13:00:00+05:00,57176,57501.2,56953,57317.1,58966.432119677724,72295.84974144681,66410.20461639097,52357.01556724881,48094.60196345396,0,0,7569.113
2024-08-08T15:00:00+05:00,57317.1,57665,57177,57295.1,58860.3854312946,72194.88882709942,66306.33996242456,52250.58380667513,47988.78465507227,0,0,8597.048
