id,symbol,timeframe,scenario,direction,entryAt,exitAt,netR,status,equityBefore,equityAfter,pnl,openRiskPct
XRP/USDT|4h|breaker|107:low:85:0.2236:structural|109,XRP/USDT,4h,breaker,short,1579867200000,1580270400000,-1.0173510638297871,accepted,10000,9949.132446808511,-50.86755319148936,0.5
XRP/USDT|4h|ote|107:low:85:0.2236:structural|122,XRP/USDT,4h,ote,short,1580054400000,1580270400000,-1.0222657300633424,accepted,10000,9898.019160305344,-51.113286503167124,1
XRP/USDT|4h|deep|107:low:85:0.2236:structural|130,XRP/USDT,4h,deep,short,1580169600000,1580270400000,-1.0465540937952544,accepted,10000,9845.691455615583,-52.32770468976272,1.5
LTC/USDT|4h|breaker|110:high:68:58.32:structural|115,LTC/USDT,4h,breaker,long,1580212800000,1580342400000,0.19497393979057573,capacity-rejected,10000,10000,0,1.5
LINK/USDT|4h|ote|80:high:11:2.854:structural|91,LINK/USDT,4h,ote,long,1580558400000,1581408000000,1.4209918090391374,accepted,9845.691455615583,9915.644690179364,69.95323456378182,0.5
LTC/USDT|4h|ote|167:high:137:73:structural|169,LTC/USDT,4h,ote,long,1580990400000,1581523200000,1.4118335747790818,accepted,9845.691455615583,9985.147078999133,69.50238881976804,1
ADA/USDT|4h|breaker|70:high:40:0.06306:structural|92,ADA/USDT,4h,breaker,long,1581782400000,1581782400000,0.19158938311688317,accepted,9985.147078999133,9994.712319845117,9.565240845983958,0.5
ADA/USDT|4h|ote|70:high:40:0.06306:structural|97,ADA/USDT,4h,ote,long,1581854400000,1581868800000,-1.0171526948878093,accepted,9994.712319845117,9943.881576991324,-50.83074285379425,0.5
ADA/USDT|4h|deep|70:high:40:0.06306:structural|98,ADA/USDT,4h,deep,long,1581868800000,1581868800000,-1.0345529271775344,accepted,9943.881576991324,9892.444218026409,-51.43735896491565,0.5
LTC/USDT|4h|deep|167:high:137:73:structural|230,LTC/USDT,4h,deep,long,1581868800000,1581912000000,1.3072949099242201,accepted,9892.444218026409,10050.17539825287,64.66170986467603,0.5
XRP/USDT|4h|breaker|222:high:185:0.2888:structural|248,XRP/USDT,4h,breaker,long,1581868800000,1581868800000,0.1902889396887163,accepted,9892.444218026409,9901.856331632298,9.412113605890086,1
XRP/USDT|4h|deep|222:high:185:0.2888:structural|248,XRP/USDT,4h,deep,long,1581868800000,1581868800000,1.3087378002322458,accepted,9901.856331632298,9966.651000000678,64.79466836838094,1
XRP/USDT|4h|ote|222:high:185:0.2888:structural|248,XRP/USDT,4h,ote,long,1581868800000,1581868800000,0.37851608102890105,accepted,9966.651000000678,9985.513688388193,18.86268838751517,1
LTC/USDT|4h|ote|233:low:192:72.54:structural|239,LTC/USDT,4h,ote,short,1581998400000,1582142400000,0.38698904355635405,accepted,10050.17539825287,10069.621937077587,19.44653882471739,0.5
LINK/USDT|4h|ote|199:high:175:4.632:structural|201,LINK/USDT,4h,ote,long,1582142400000,1582560000000,-1.009523433217554,accepted,10069.621937077587,10018.79434053198,-50.82759654560681,0.5
LINK/USDT|4h|deep|199:high:175:4.632:structural|205,LINK/USDT,4h,deep,long,1582200000000,1582560000000,-1.0188550222748625,accepted,10069.621937077587,9967.496916116977,-51.29742441500314,1
LINK/USDT|4h|breaker|233:low:187:3.854:structural|248,LINK/USDT,4h,breaker,short,1582819200000,1583323200000,-1.0060158620689654,accepted,9967.496916116977,9917.359616103291,-50.13730001368587,0.5
LTC/USDT|4h|breaker|290:low:249:64.31:structural|296,LTC/USDT,4h,breaker,short,1582819200000,1583985600000,0.905561404565631,accepted,9967.496916116977,9981.61901077453,45.13090253681242,1
BNB/USDT|4h|breaker|143:high:114:20.3:structural|158,BNB/USDT,4h,breaker,long,1583596800000,1583596800000,0.1902363888888887,accepted,9917.359616103291,9926.79282950669,9.433213403399927,1
LINK/USDT|4h|breaker|278:high:258:4.347:structural|302,LINK/USDT,4h,breaker,long,1583596800000,1583596800000,0.19533557106599023,accepted,9926.79282950669,9936.488108237718,9.695278731027333,1
LINK/USDT|4h|breaker|331:low:91:2.737:structural|337,LINK/USDT,4h,breaker,short,1584100800000,1586246400000,0.20349685920577615,accepted,9981.61901077453,9991.775151366935,10.156140592406416,0.5
BNB/USDT|4h|breaker|231:high:207:11.329:structural|237,BNB/USDT,4h,breaker,long,1584734400000,1594540800000,0.9068756891812293,accepted,9981.61901077453,10142.85653709588,45.26043809770306,1
BNB/USDT|4h|ote|386:high:340:15.512:structural|391,BNB/USDT,4h,ote,long,1586952000000,1587398400000,0.38462951270470996,accepted,9991.775151366935,10010.990809404562,19.215658037626472,1
BNB/USDT|4h|deep|386:high:340:15.512:structural|394,BNB/USDT,4h,deep,long,1586995200000,1589068800000,1.3213167460363928,accepted,9991.775151366935,10077.00230855522,66.01149915065723,1.5
XRP/USDT|4h|ote|604:low:572:0.1809:structural|605,XRP/USDT,4h,ote,short,1587009600000,1587240000000,-1.0228523691630562,capacity-rejected,9991.775151366935,9991.775151366935,0,1.5
XRP/USDT|4h|deep|604:low:572:0.1809:structural|606,XRP/USDT,4h,deep,short,1587024000000,1587240000000,-1.0477611574925711,capacity-rejected,9991.775151366935,9991.775151366935,0,1.5
LTC/USDT|4h|ote|669:high:535:47.72:structural|672,LTC/USDT,4h,ote,long,1588233600000,1596297600000,1.422240707301637,accepted,10010.990809404562,10214.046730343669,71.19019324778866,1.5
ADA/USDT|4h|ote|539:high:214:0.05197:structural|598,ADA/USDT,4h,ote,long,1589068800000,1593792000000,1.427334000302832,accepted,10077.00230855522,10148.918548635875,71.91624008065497,1.5
LTC/USDT|4h|deep|669:high:535:47.72:structural|730,LTC/USDT,4h,deep,long,1589068800000,1596297600000,3.984722502458339,capacity-rejected,10077.00230855522,10077.00230855522,0,1.5
XRP/USDT|4h|breaker|679:high:550:0.2057:structural|748,XRP/USDT,4h,breaker,long,1589068800000,1591099200000,-1.008299375,capacity-rejected,10077.00230855522,10077.00230855522,0,1.5
XRP/USDT|4h|deep|679:high:550:0.2057:structural|748,XRP/USDT,4h,deep,long,1589068800000,1591099200000,-1.0205936518324608,capacity-rejected,10077.00230855522,10077.00230855522,0,1.5
XRP/USDT|4h|ote|679:high:550:0.2057:structural|748,XRP/USDT,4h,ote,long,1589068800000,1591099200000,-1.0103684160305344,capacity-rejected,10077.00230855522,10077.00230855522,0,1.5
BNB/USDT|4h|breaker|539:low:503:16.25:structural|559,BNB/USDT,4h,breaker,short,1589371200000,1589688000000,0.18813462851405627,capacity-rejected,10077.00230855522,10077.00230855522,0,1.5
LTC/USDT|4h|breaker|731:low:649:43.62:structural|752,LTC/USDT,4h,breaker,short,1589385600000,1594036800000,0.19730249999999983,capacity-rejected,10077.00230855522,10077.00230855522,0,1.5
XRP/USDT|4h|breaker|749:low:713:0.2071:structural|796,XRP/USDT,4h,breaker,short,1589760000000,1590868800000,0.19078175531914893,capacity-rejected,10077.00230855522,10077.00230855522,0,1.5
ADA/USDT|4h|deep|749:high:727:0.087:structural|794,ADA/USDT,4h,deep,long,1591891200000,1592193600000,-1.0162427994701317,capacity-rejected,10077.00230855522,10077.00230855522,0,1.5
ADA/USDT|4h|breaker|815:low:794:0.07393:structural|818,ADA/USDT,4h,breaker,short,1592236800000,1592395200000,-1.0153396039603961,capacity-rejected,10077.00230855522,10077.00230855522,0,1.5
BNB/USDT|4h|breaker|735:low:679:16.556:structural|760,BNB/USDT,4h,breaker,short,1592265600000,1592856000000,0.19223001196172254,capacity-rejected,10077.00230855522,10077.00230855522,0,1.5
LINK/USDT|4h|ote|878:low:853:4.211:structural|940,LINK/USDT,4h,ote,short,1592784000000,1592870400000,-1.025753897147449,capacity-rejected,10077.00230855522,10077.00230855522,0,1.5
LINK/USDT|4h|breaker|948:high:862:4.515:structural|955,LINK/USDT,4h,breaker,long,1593000000000,1594137600000,0.9032303146853146,capacity-rejected,10077.00230855522,10077.00230855522,0,1.5
LINK/USDT|4h|ote|948:high:862:4.515:structural|974,LINK/USDT,4h,ote,long,1593273600000,1594137600000,1.4216031993451845,capacity-rejected,10077.00230855522,10077.00230855522,0,1.5
BNB/USDT|4h|ote|831:low:573:15.542:structural|885,BNB/USDT,4h,ote,short,1594065600000,1594526400000,-1.0113875560582721,accepted,10148.918548635875,10097.596098998178,-51.32244963769652,1.5
XRP/USDT|4h|breaker|1103:high:979:0.1988:structural|1112,XRP/USDT,4h,breaker,long,1594310400000,1595980800000,0.9018246116504858,capacity-rejected,10148.918548635875,10148.918548635875,0,1.5
BNB/USDT|4h|ote|918:high:478:18.137:structural|941,BNB/USDT,4h,ote,long,1594872000000,1596585600000,1.421578338620859,accepted,10142.85653709588,10306.56923943383,72.0943257243724,1
LINK/USDT|4h|breaker|1064:high:1041:6.61:structural|1153,LINK/USDT,4h,breaker,long,1595851200000,1596340800000,0.20198757788689464,accepted,10142.85653709588,10224.29038546758,10.243655123911264,1.5
LINK/USDT|4h|ote|1154:low:1112:7.116:structural|1157,LINK/USDT,4h,ote,short,1595908800000,1596312000000,-1.014229312765935,capacity-rejected,10142.85653709588,10142.85653709588,0,1.5
LINK/USDT|4h|deep|1154:low:1112:7.116:structural|1174,LINK/USDT,4h,deep,short,1596153600000,1596312000000,-1.030018428884882,capacity-rejected,10142.85653709588,10142.85653709588,0,1.5
XRP/USDT|4h|breaker|1229:high:688:0.2364:structural|1249,XRP/USDT,4h,breaker,long,1596283200000,1596283200000,0.19857404320987654,capacity-rejected,10142.85653709588,10142.85653709588,0,1.5
XRP/USDT|4h|ote|1226:high:706:0.2269:structural|1249,XRP/USDT,4h,ote,long,1596283200000,1596283200000,0.38750408426231403,capacity-rejected,10142.85653709588,10142.85653709588,0,1.5
BNB/USDT|4h|breaker|992:high:925:19.069:structural|1043,BNB/USDT,4h,breaker,long,1596340800000,1596340800000,0.19922220238095223,accepted,10224.29038546758,10234.474913709457,10.184528241876231,1
ADA/USDT|4h|breaker|1160:low:1125:0.13854:structural|1168,ADA/USDT,4h,breaker,short,1597276800000,1597348800000,0.19270731761871965,accepted,10306.56923943383,10316.499995993743,9.930756559914505,0.5
LTC/USDT|4h|ote|1319:high:1266:61.17:structural|1321,LTC/USDT,4h,ote,long,1597579200000,1597867200000,0.3866287689851907,accepted,10316.499995993743,10336.443274462177,19.94327846843393,0.5
DOGE/USDT|4h|breaker|228:high:191:0.003588:structural|234,DOGE/USDT,4h,breaker,long,1597737600000,1598356800000,-1.017434296028881,accepted,10316.499995993743,10283.961469907648,-52.48180455452923,1
LINK/USDT|4h|ote|1250:high:1226:14.7:structural|1303,LINK/USDT,4h,ote,long,1598011200000,1598371200000,0.39065297007984556,accepted,10336.443274462177,10304.1512812338,20.18981132615247,1
BNB/USDT|4h|ote|1131:high:82:23.288:structural|1162,BNB/USDT,4h,ote,long,1598054400000,1606262400000,1.4254966821554933,accepted,10336.443274462177,10443.300031251518,73.67282796517148,1.5
LTC/USDT|4h|ote|1327:high:347:64.02:structural|1354,LTC/USDT,4h,ote,long,1598054400000,1608192000000,1.425740002678452,capacity-rejected,10336.443274462177,10336.443274462177,0,1.5
DOGE/USDT|4h|breaker|278:low:170:0.003347:structural|304,DOGE/USDT,4h,breaker,short,1598745600000,1599163200000,0.9002351526717555,accepted,10304.1512812338,10296.379602272737,46.38079600907187,1
ADA/USDT|4h|deep|1244:low:1222:0.11829:structural|1280,ADA/USDT,4h,deep,short,1598889600000,1598990400000,-1.051080743908746,accepted,10304.1512812338,10249.998806263664,-54.1524749701374,1.5
ADA/USDT|4h|ote|1244:low:1222:0.11829:structural|1280,ADA/USDT,4h,ote,short,1598889600000,1598990400000,-1.0244657050548867,capacity-rejected,10304.1512812338,10304.1512812338,0,1.5
XRP/USDT|4h|ote|1450:low:1406:0.2535:structural|1452,XRP/USDT,4h,ote,short,1599206400000,1604707200000,0.3886180959183367,accepted,10296.379602272737,10303.40671777428,20.00679717943816,1
BNB/USDT|4h|ote|1240:low:1076:21.01:structural|1254,BNB/USDT,4h,ote,short,1599379200000,1599868800000,-1.0087215118181903,accepted,10296.379602272737,10244.448704279444,-51.93089799329265,1.5
BNB/USDT|4h|deep|1240:low:1076:21.01:structural|1274,BNB/USDT,4h,deep,short,1599667200000,1599868800000,-1.0186856237934492,capacity-rejected,10296.379602272737,10296.379602272737,0,1.5
DOGE/USDT|4h|breaker|439:low:394:0.002732:structural|467,DOGE/USDT,4h,breaker,short,1601092800000,1601251200000,0.17973392857142861,accepted,10244.448704279444,10253.655079337788,9.20637505834313,1.5
ADA/USDT|4h|ote|1443:high:1340:0.09953:structural|1469,ADA/USDT,4h,ote,long,1601611200000,1604016000000,0.39025440466059585,accepted,10253.655079337788,10273.6627496307,20.007670292910316,1.5
SOL/USDT|4h|breaker|134:low:43:2.4576:structural|147,SOL/USDT,4h,breaker,short,1602172800000,1604491200000,0.9068239731593204,capacity-rejected,10253.655079337788,10253.655079337788,0,1.5
DOGE/USDT|4h|breaker|620:high:591:0.002618:structural|635,DOGE/USDT,4h,breaker,long,1603512000000,1603670400000,0.8524250000000021,capacity-rejected,10253.655079337788,10253.655079337788,0,1.5
AVAX/USDT|4h|ote|175:high:151:4.2464:structural|193,AVAX/USDT,4h,ote,long,1603612800000,1603728000000,0.3847261626929426,capacity-rejected,10253.655079337788,10253.655079337788,0,1.5
DOGE/USDT|4h|ote|647:high:467:0.002761:structural|649,DOGE/USDT,4h,ote,long,1603713600000,1603713600000,0.37775229223271756,capacity-rejected,10253.655079337788,10253.655079337788,0,1.5
DOGE/USDT|4h|deep|647:high:467:0.002761:structural|654,DOGE/USDT,4h,deep,long,1603785600000,1603972800000,-1.0399115538202148,capacity-rejected,10253.655079337788,10253.655079337788,0,1.5
ADA/USDT|4h|deep|1517:high:1446:0.10678:structural|1627,ADA/USDT,4h,deep,long,1603886400000,1604044800000,-1.0194614575676202,capacity-rejected,10253.655079337788,10253.655079337788,0,1.5
AVAX/USDT|4h|deep|175:high:151:4.2464:structural|217,AVAX/USDT,4h,deep,long,1603958400000,1604016000000,-1.024458378116567,capacity-rejected,10253.655079337788,10253.655079337788,0,1.5
AVAX/USDT|4h|breaker|246:low:221:3.5757:structural|265,AVAX/USDT,4h,breaker,short,1604649600000,1604649600000,0.18955597826086917,accepted,10273.6627496307,10283.399920594842,9.737170964142491,1.5
SOL/USDT|4h|breaker|324:high:243:1.9734:structural|326,SOL/USDT,4h,breaker,long,1604750400000,1604750400000,0.20123104294697716,accepted,10303.40671777428,10313.773544172904,10.366826398623045,1
DOGE/USDT|4h|breaker|710:high:676:0.002602:structural|723,DOGE/USDT,4h,breaker,long,1604779200000,1604779200000,0.18188661564625802,accepted,10313.773544172904,10323.153230995362,9.379686822457606,1
NEAR/USDT|4h|ote|153:high:63:0.8586:structural|170,NEAR/USDT,4h,ote,long,1605196800000,1608508800000,1.42570895206113,accepted,10323.153230995362,10519.753257497683,73.58905987464432,1
NEAR/USDT|4h|breaker|198:high:176:0.9177:structural|200,NEAR/USDT,4h,breaker,long,1605628800000,1605931200000,0.9003832695507488,accepted,10323.153230995362,10369.627203286347,46.473972290984904,1.5
NEAR/USDT|4h|deep|198:high:176:0.9177:structural|203,NEAR/USDT,4h,deep,long,1605672000000,1605931200000,3.9759577736930627,capacity-rejected,10323.153230995362,10323.153230995362,0,1.5
DOGE/USDT|4h|ote|806:high:248:0.003509:structural|809,DOGE/USDT,4h,ote,long,1606017600000,1606348800000,0.3915956887852409,accepted,10369.627203286347,10463.603537787103,20.303506535585445,1.5
AVAX/USDT|4h|deep|357:high:330:3.935:structural|383,AVAX/USDT,4h,deep,long,1606348800000,1606348800000,-1.0305422020669923,accepted,10463.603537787103,10409.687612630167,-53.91592515693546,1
SOL/USDT|4h|deep|411:high:346:2.3306:structural|437,SOL/USDT,4h,deep,long,1606348800000,1606348800000,-1.0139790697432882,accepted,10409.687612630167,10356.911585821303,-52.776026808864835,1
SOL/USDT|4h|ote|324:high:243:1.9734:structural|437,SOL/USDT,4h,ote,long,1606348800000,1606348800000,0.3924373319936096,accepted,10356.911585821303,10377.23377957347,20.32219375216708,1
AVAX/USDT|4h|ote|384:low:346:3.5531:structural|390,AVAX/USDT,4h,ote,short,1606449600000,1609502400000,0.389972077555882,accepted,10377.23377957347,10539.9874145792,20.234157081516717,1
LTC/USDT|4h|deep|1931:low:1908:77.6:structural|1958,LTC/USDT,4h,deep,short,1606752000000,1608120000000,1.3284931131695545,accepted,10377.23377957347,10446.164197623038,68.93041804956911,1.5
SOL/USDT|4h|breaker|438:low:415:2.0302:structural|468,SOL/USDT,4h,breaker,short,1606795200000,1608696000000,0.905105329380764,capacity-rejected,10377.23377957347,10377.23377957347,0,1.5
SOL/USDT|4h|ote|438:low:415:2.0302:structural|468,SOL/USDT,4h,ote,short,1606795200000,1608696000000,1.42360754374143,capacity-rejected,10377.23377957347,10377.23377957347,0,1.5
NEAR/USDT|4h|ote|401:high:239:1.3041:structural|402,NEAR/USDT,4h,ote,long,1608537600000,1610107200000,1.4250873503867956,accepted,10519.753257497683,10614.945251061452,74.95783648225118,1
NEAR/USDT|4h|deep|401:high:239:1.3041:structural|414,NEAR/USDT,4h,deep,long,1608710400000,1610107200000,3.990579731424139,accepted,10519.753257497683,10824.844821706218,209.89957064476658,1.5
BNB/USDT|4h|ote|1877:high:1786:31.16:structural|1905,BNB/USDT,4h,ote,long,1608753600000,1609200000000,1.41885706422558,capacity-rejected,10519.753257497683,10519.753257497683,0,1.5
ADA/USDT|4h|ote|1963:low:1918:0.14908:structural|1972,ADA/USDT,4h,ote,short,1608854400000,1609185600000,-1.0105208041725577,capacity-rejected,10519.753257497683,10519.753257497683,0,1.5
SOL/USDT|4h|breaker|601:low:530:1.4316:structural|611,SOL/USDT,4h,breaker,short,1608854400000,1609171200000,0.2002697812256557,capacity-rejected,10519.753257497683,10519.753257497683,0,1.5
ADA/USDT|4h|deep|1963:low:1918:0.14908:structural|1974,ADA/USDT,4h,deep,short,1608883200000,1609185600000,-1.022387832669189,capacity-rejected,10519.753257497683,10519.753257497683,0,1.5
NEAR/USDT|4h|ote|418:low:371:0.9636:structural|436,NEAR/USDT,4h,ote,short,1609027200000,1610107200000,-1.0035432790444456,capacity-rejected,10519.753257497683,10519.753257497683,0,1.5
SOL/USDT|4h|ote|601:low:530:1.4316:structural|634,SOL/USDT,4h,ote,short,1609185600000,1609516800000,-1.007702628972482,capacity-rejected,10519.753257497683,10519.753257497683,0,1.5
SOL/USDT|4h|ote|605:low:309:1.2737:structural|635,SOL/USDT,4h,ote,short,1609200000000,1610020800000,-1.0029009160876827,capacity-rejected,10519.753257497683,10519.753257497683,0,1.5
SOL/USDT|4h|deep|601:low:530:1.4316:structural|640,SOL/USDT,4h,deep,short,1609272000000,1609516800000,-1.016589178985264,capacity-rejected,10519.753257497683,10519.753257497683,0,1.5
NEAR/USDT|4h|deep|418:low:371:0.9636:structural|464,NEAR/USDT,4h,deep,short,1609430400000,1610107200000,-1.008030935416058,capacity-rejected,10519.753257497683,10519.753257497683,0,1.5
AVAX/USDT|4h|breaker|630:high:372:4.2824:structural|639,AVAX/USDT,4h,breaker,long,1610035200000,1610150400000,0.9061732527393215,accepted,10539.9874145792,10872.600095102722,47.755273396503725,1.5
BNB/USDT|4h|ote|1969:high:1937:39.5:structural|2017,BNB/USDT,4h,ote,long,1610366400000,1612483200000,1.4249084319031662,accepted,10872.600095102722,11027.600565573235,77.46229776111517,0.5
NEAR/USDT|4h|ote|512:high:400:1.6607:structural|529,NEAR/USDT,4h,ote,long,1610366400000,1610870400000,1.426304141257333,accepted,10872.600095102722,10950.13826781212,77.53817270939942,1
LTC/USDT|4h|ote|2110:high:2073:124.42:structural|2210,LTC/USDT,4h,ote,long,1610380800000,1613174400000,1.4261594094008763,accepted,10872.600095102722,11334.546692519401,77.53030465141805,1.5
BNB/USDT|4h|ote|2018:low:1944:36.852:structural|2021,BNB/USDT,4h,ote,short,1610424000000,1610899200000,-1.0089440950949229,capacity-rejected,10872.600095102722,10872.600095102722,0,1.5
BNB/USDT|4h|deep|2018:low:1944:36.852:structural|2035,BNB/USDT,4h,deep,short,1610625600000,1610899200000,-1.0191436092790824,capacity-rejected,10872.600095102722,10872.600095102722,0,1.5
DOGE/USDT|4h|ote|1112:low:1090:0.008767:structural|1129,DOGE/USDT,4h,ote,short,1610625600000,1611806400000,0.3902418045240673,capacity-rejected,10872.600095102722,10872.600095102722,0,1.5
BNB/USDT|4h|deep|2055:high:1994:44.928:structural|2079,BNB/USDT,4h,deep,long,1611259200000,1612512000000,3.9855368829411724,accepted,10950.13826781212,11245.811465271589,218.21089969835384,1.5
SOL/USDT|4h|deep|754:high:708:3.764:structural|778,SOL/USDT,4h,deep,long,1611259200000,1611273600000,-1.008718625919401,capacity-rejected,10950.13826781212,10950.13826781212,0,1.5
DOGE/USDT|4h|deep|1112:low:1090:0.008767:structural|1211,DOGE/USDT,4h,deep,short,1611806400000,1611806400000,-1.0174772821218614,capacity-rejected,10950.13826781212,10950.13826781212,0,1.5
NEAR/USDT|4h|breaker|677:high:581:2.6012:structural|682,NEAR/USDT,4h,breaker,long,1612569600000,1612569600000,0.19927281603459743,accepted,11245.811465271589,11257.016387867983,11.20492259639416,1
NEAR/USDT|4h|breaker|720:high:698:3.62:structural|736,NEAR/USDT,4h,breaker,long,1613347200000,1613980800000,0.20316735294117638,accepted,11334.546692519401,11346.060741760937,11.514049241536664,0.5
LTC/USDT|4h|ote|2433:high:2412:231.37:structural|2461,LTC/USDT,4h,ote,long,1613995200000,1621425600000,0.3947335697696632,accepted,11346.060741760937,11038.77810533942,22.393355297093635,0.5
SOL/USDT|4h|breaker|1151:low:1115:13.84:structural|1158,SOL/USDT,4h,breaker,short,1616731200000,1616731200000,0.19861187950937947,accepted,11346.060741760937,11357.32805400568,11.26731224474362,1
SOL/USDT|4h|ote|1151:low:1115:13.84:structural|1161,SOL/USDT,4h,ote,short,1616774400000,1616875200000,-1.009974171742874,accepted,11357.32805400568,11299.975014032898,-57.35303997278247,1
LINK/USDT|4h|ote|2595:low:2542:26.38:structural|2608,LINK/USDT,4h,ote,short,1616803200000,1617379200000,-1.010258373091603,accepted,11357.32805400568,11242.605835220362,-57.369178812537,1.5
SOL/USDT|4h|deep|1151:low:1115:13.84:structural|1164,SOL/USDT,4h,deep,short,1616817600000,1616875200000,-1.0212630863609922,capacity-rejected,11357.32805400568,11357.32805400568,0,1.5
NEAR/USDT|4h|breaker|951:low:910:5.5989:structural|978,NEAR/USDT,4h,breaker,short,1616832000000,1617710400000,-1.0067263396632582,capacity-rejected,11357.32805400568,11357.32805400568,0,1.5
ADA/USDT|4h|deep|2630:high:2587:1.3461:structural|2656,ADA/USDT,4h,deep,long,1618704000000,1618704000000,-1.0233434764933975,accepted,11242.605835220362,11185.080598519065,-57.525236701296805,1
DOGE/USDT|4h|ote|1721:low:1690:0.231307:structural|1727,DOGE/USDT,4h,ote,short,1619236800000,1620100800000,-1.002886370551015,accepted,11185.080598519065,11016.384750042325,-56.086824428846796,1
XRP/USDT|4h|deep|2837:low:2806:1.1:structural|2860,XRP/USDT,4h,deep,short,1619481600000,1619755200000,-1.0115845785379494,accepted,11185.080598519065,11128.507323303236,-56.57327521582952,1.5
NEAR/USDT|4h|breaker|1109:low:1023:5.56:structural|1178,NEAR/USDT,4h,breaker,short,1619712000000,1620302400000,0.20127755424141378,capacity-rejected,11185.080598519065,11185.080598519065,0,1.5
DOGE/USDT|4h|deep|1721:low:1690:0.231307:structural|1769,DOGE/USDT,4h,deep,short,1619841600000,1620072000000,-1.0070667557494304,accepted,11128.507323303236,11072.471574471172,-56.03574883206384,1.5
LINK/USDT|4h|deep|2841:high:2725:44.5:structural|2915,LINK/USDT,4h,deep,long,1621224000000,1621425600000,-1.0078737178133297,accepted,11016.384750042325,10983.262482064983,-55.51562327443614,1
XRP/USDT|4h|deep|2915:high:2881:1.64:structural|2994,XRP/USDT,4h,deep,long,1621411200000,1621425600000,-1.0048429133017482,accepted,11016.384750042325,10927.913801333556,-55.348680731427415,1.5
ADA/USDT|4h|deep|2767:high:2634:1.5669:structural|2845,ADA/USDT,4h,deep,long,1621425600000,1621771200000,1.3389246599737599,accepted,10927.913801333556,11001.072067686922,73.15826635336545,0.5
BNB/USDT|4h|ote|2810:low:2785:250:structural|2813,BNB/USDT,4h,ote,short,1621828800000,1622707200000,-1.0036551162688083,accepted,11001.072067686922,10945.865656361044,-55.20641132587929,0.5
BNB/USDT|4h|deep|2810:low:2785:250:structural|2818,BNB/USDT,4h,deep,short,1621900800000,1622707200000,-1.0082610507520504,accepted,11001.072067686922,10890.405893949219,-55.459762411825245,1
LINK/USDT|4h|ote|2953:low:2257:20.282:structural|2962,LINK/USDT,4h,ote,short,1621900800000,1733659200000,0.39576799750793207,accepted,11001.072067686922,10345.177860039708,21.769361313344497,1.5
SOL/USDT|4h|ote|1688:low:1547:25.618:structural|1691,SOL/USDT,4h,ote,short,1624406400000,1628841600000,-1.0035376994441763,accepted,10890.405893949219,10858.05205583838,-54.64466438413548,1
NEAR/USDT|4h|ote|1522:low:1501:1.9169:structural|1535,NEAR/USDT,4h,ote,short,1624852800000,1625673600000,-1.0082151564837647,accepted,10890.405893949219,10835.50653253652,-54.899361412698624,1.5
NEAR/USDT|4h|deep|1522:low:1501:1.9169:structural|1564,NEAR/USDT,4h,deep,short,1625270400000,1625673600000,-1.017643751299055,capacity-rejected,10890.405893949219,10890.405893949219,0,1.5
BNB/USDT|4h|ote|2986:low:2848:291.01:structural|3071,BNB/USDT,4h,ote,short,1625544000000,1629100800000,-1.004752902596458,capacity-rejected,10890.405893949219,10890.405893949219,0,1.5
NEAR/USDT|4h|ote|1703:high:1614:2.2456:structural|1708,NEAR/USDT,4h,ote,long,1627344000000,1628726400000,1.4247638069196018,accepted,10835.50653253652,10912.696720222515,77.19018768599473,1.5
AVAX/USDT|4h|breaker|1991:high:1427:38.566:structural|2055,AVAX/USDT,4h,breaker,long,1630425600000,1631016000000,0.20318404135338347,accepted,10858.05205583838,10869.082970328032,11.030914489653279,1
BNB/USDT|4h|ote|3287:high:2941:377.36:structural|3451,BNB/USDT,4h,ote,long,1631016000000,1631016000000,0.39205731920309256,accepted,10869.082970328032,10890.389487985747,21.306517657713975,1
LINK/USDT|4h|deep|3571:high:3462:30.568:structural|3595,LINK/USDT,4h,deep,long,1631016000000,1631016000000,-1.0137883788737543,accepted,10890.389487985747,10835.186736464102,-55.20275152164423,1
ADA/USDT|4h|ote|3512:low:3440:2.4704:structural|3522,ADA/USDT,4h,ote,short,1631174400000,1637913600000,1.4244723367821575,accepted,10835.186736464102,10874.21112791262,77.17211884981029,1
AVAX/USDT|4h|deep|2056:low:2000:40.559:structural|2117,AVAX/USDT,4h,deep,short,1631318400000,1631390400000,-1.0110255228291387,accepted,10835.186736464102,10780.413484788178,-54.77325167592484,1.5
LINK/USDT|4h|deep|3642:high:3608:30.205:structural|3669,LINK/USDT,4h,deep,long,1632081600000,1632110400000,-1.0186601914231856,accepted,10780.413484788178,10725.505594468,-54.90789032017709,1.5
AVAX/USDT|4h|deep|2151:high:2124:64.857:structural|2177,AVAX/USDT,4h,deep,long,1632182400000,1633982400000,1.3338935673429537,accepted,10725.505594468,10797.03900906281,71.53341459480865,1.5
XRP/USDT|4h|deep|3836:high:3813:1.0728:structural|3960,XRP/USDT,4h,deep,long,1635321600000,1637913600000,1.3299913189867916,accepted,10797.03900906281,10946.010968676697,71.79984076407644,1.5
BNB/USDT|4h|ote|3751:low:3715:464.62:structural|3756,BNB/USDT,4h,ote,short,1635408000000,1635465600000,-1.0255003923785755,capacity-rejected,10797.03900906281,10797.03900906281,0,1.5
