at,equity,drawdownPct
1572004800000,10000,0
1572019200000,9897.107943417092,1.0289205658290848
1572019200000,9794.215886834183,2.0578411316581695
1572019200000,9692.84631226081,3.0715368773918996
1574092800000,9779.277381880584,2.2072261811941645
1574092800000,9865.708451500357,1.3429154849964289
1578268800000,9764.800396984901,2.3519960301509855
1578340800000,9664.736570562067,3.3526342943793317
1578441600000,9682.14940674998,3.1785059325001934
1579003200000,9583.397128908535,4.166028710914652
1579003200000,9670.172528405716,3.2982747159428434
1579017600000,9757.51573441273,2.4248426558727076
1579824000000,9658.298284273062,3.4170171572693837
1579824000000,9559.080834133394,4.409191658666059
1579824000000,9459.434842136632,5.4056515786336785
1580140800000,9362.58766174022,6.3741233825978085
1580270400000,9266.352000741457,7.336479992585428
1580270400000,9170.116339742695,8.298836602573047
1580270400000,9072.131795283583,9.278682047164166
1580688000000,9153.471181842728,8.465288181572724
1580688000000,9234.810568401872,7.651894315981281
1580688000000,9316.149954961016,6.838500450389838
1581523200000,9447.678487901921,5.523215120980785
1581868800000,9465.779236835759,5.342207631642413
1581868800000,9369.681920491728,6.303180795082717
1581868800000,9272.747601916057,7.272523980839432
1582689600000,9291.399640908357,7.086003590916426
1583323200000,9197.9266867126,8.020733132873993
1583668800000,9215.42449029405,7.8457550970595005
1583697600000,9122.33733802203,8.776626619779709
1583697600000,9029.250185750008,9.707498142499917
1584057600000,8938.67059286999,10.613294071300098
1584057600000,8848.876781058098,11.511232189419024
1584057600000,8760.175753382562,12.398242466174379
1594065600000,8778.002435901602,12.219975640983975
1594065600000,8795.829118420643,12.041708815793573
1594526400000,8706.869197264787,12.931308027352134
1594526400000,8617.90927610893,13.820907238910696
1595635200000,8695.47283835628,13.045271616437205
1595865600000,8607.611629724957,13.923883702750429
1596312000000,8685.365739382776,13.146342606172237
1596312000000,8598.064819105057,14.019351808949432
1596340800000,8510.1480930703,14.898519069297
1596484800000,8422.70890156909,15.77291098430909
1598356800000,8498.4301742406,15.015698257593996
1598371200000,8515.534873566805,14.84465126433195
1598544000000,8591.723407083586,14.082765929164143
1598990400000,8668.681209342452,13.313187906575477
1599220800000,8581.33889710451,14.186611028954903
1599868800000,8494.95010290508,15.050498970949192
1603238400000,8409.147048882898,15.908529511171018
1603339200000,8322.49308744767,16.775069125523295
1603670400000,8393.436099148346,16.065639008516534
1603972800000,8425.142496409968,15.748575035900322
1604707200000,8441.402960277812,15.585970397221882
1606075200000,8458.644923571128,15.413550764288718
1606075200000,8475.886886864444,15.241131131355559
1606176000000,8491.939566095169,15.080604339048314
1606348800000,8523.671245543232,14.763287544567682
1609675200000,8600.946553663478,13.99053446336522
1609732800000,8678.255044926611,13.217449550733889
1609732800000,8799.835090967477,12.001649090325227
1609992000000,8878.39965640494,11.216003435950606
1610150400000,8958.85333936258,10.411466606374196
1612483200000,9040.005161768693,9.599948382313068
1612728000000,9121.758718205789,8.782412817942113
1612785600000,9201.52158480575,7.984784151942495
1612785600000,9281.284451405712,7.187155485942876
1613433600000,9364.981818987684,6.350181810123158
1613995200000,9270.61332504968,7.293866749503194
1614412800000,9402.698199702421,5.9730180029757864
1615521600000,9486.967430793691,5.130325692063089
1615910400000,9505.264162841475,4.947358371585251
1617652800000,9590.268864179227,4.097311358207735
1617796800000,9675.666593411617,3.243334065883828
1618329600000,9763.179382781778,2.3682061721822176
1618387200000,9849.0477204876,1.509522795123994
1618444800000,9937.795534275632,0.6220446572436776
1618516800000,10025.24622324432,0
1618704000000,9922.653520016349,1.0233434764933886
1618704000000,9822.265553620657,2.024695105772427
1619136000000,9721.980318691109,3.025022007440228
1619755200000,10109.582451199194,0
1620072000000,10007.772207188089,1.0070667557494275
1620403200000,10096.757421592287,0.12686013165050122
1620676800000,9994.19925907568,1.1413250021006305
1621396800000,10014.199395003903,0.9434915502764075
1621411200000,10104.212130220178,0.053121095801334936
1621425600000,10124.049113364217,0
1621425600000,10144.219663979417,0
1628884800000,10235.78519248226,0
1629432000000,10640.79372720542,0
1629432000000,11045.80226192858,0
1636344000000,11146.099753720353,0
1636344000000,11246.397245512126,0
1636574400000,11132.443057546781,1.013250603528323
1636574400000,11017.383137589364,2.036333084483118
1637049600000,10905.21583736082,3.033695153240778
1637049600000,10792.983113491935,4.031638951764091
1637424000000,11222.95878643476,0.20840860024501848
1637913600000,11120.272522095023,1.1214677968754165
1638590400000,11265.587165450532,0
1639411200000,11425.303841630786,0
1641297600000,11310.715226161405,1.002937138983132
1641657600000,11196.969301133116,1.9984986278061088
1641988800000,11082.352614433665,3.001681460299533
1642449600000,10970.774775368014,3.9782667713972595
1642723200000,10857.021865089762,4.9738893986377395
1642795200000,10746.78678509193,5.938722207688862
1645430400000,10767.87492461166,5.754148214628908
1645430400000,10788.96306413139,5.5695742215689545
1648656000000,10831.173721858879,5.200125335897454
1649260800000,10973.320987240526,3.9559810457149887
1651003200000,10862.596153568473,4.925100425005377
1652025600000,10905.07864051562,4.553272353419642
1652054400000,11058.619564893805,3.2094050348217538
1652299200000,11156.454008308787,2.3531088279891677
1654934400000,11256.66630398801,1.476000463360162
1654948800000,11278.432698934696,1.2854900380060899
1654948800000,11300.199093881381,1.0949796126520175
1654992000000,11184.579519139565,2.106940225205092
1655107200000,11071.546639578699,3.096260781819121
1655107200000,10957.970740475634,4.090334118313025
1655107200000,10844.96795308109,5.07939129316724
1663833600000,10866.732505220709,4.88889699698656
1665648000000,10964.831583513816,4.030284572731718
1666699200000,10853.06020243736,5.008563860755472
1666713600000,10740.912800097754,5.990134275810608
1697947200000,10762.841030598669,5.7982073843697535
1697947200000,10784.769261099584,5.606280492928898
1698739200000,10881.643686345635,4.758386847483196
1698739200000,10978.518111591686,3.9104932020374945
1698940800000,11411.652381602926,0.11948443750019394
1698940800000,11565.689316366594,0
1699545600000,11717.967487733596,0
1701792000000,11823.466491109783,0
1702022400000,11865.73710444847,0
1702252800000,11745.613752242938,1.012354741624079
1703073600000,11851.214470395105,0.12239133503067404
1703188800000,11727.506883138607,1.1649526708125049
1703505600000,11892.325226601677,0
1703520000000,11998.070998983736,0
1709107200000,12106.447372861543,0
1709107200000,12214.82374673935,0
1709150400000,12087.851996629333,1.0394890073130267
1709654400000,12567.79103563279,0
1709654400000,12738.956398582388,0
1709654400000,12852.292769161038,0
1709654400000,13359.69453276917,0
1709899200000,13475.881078328566,0
1710144000000,13595.448542098437,0
1712937600000,13648.376202509275,0
1712937600000,13511.64594073562,1.0018060738135057
1713024000000,13373.167170984569,2.0164232538820874
1713024000000,13234.688401233518,3.031040433950669
1714536000000,13101.416793535675,4.007505368096761
1714536000000,12968.145185837831,4.983970302242854
1714766400000,12992.927798991068,4.80239109614887
1715918400000,13017.405534074289,4.623045694761703
1716231600000,13127.23493199858,3.8183389934319183
1716379200000,12992.133194746822,4.808213065242156
1716469200000,12857.928168986627,5.791517040520337
1717516800000,12969.926867548827,4.9709161360581
1722700800000,12995.470908042184,4.783758044030568
1722819600000,13110.911666694421,3.937937582025618
1727107200000,12979.076349751775,4.903878987702934
1727794800000,13025.511480459798,4.56365440699797
1728777600000,13143.348542964986,3.7002765167876763
1728914400000,13163.405539789559,3.5533213293941373
1729429200000,13186.869336224383,3.3814049337242253
1729512000000,13299.39304442657,2.556957347193755
1729684800000,13163.201227189638,3.554818303077228
1729886400000,13281.268931907556,2.689750525298572
1730217600000,13306.8759551069,2.50213096660971
1730217600000,13425.225765144958,1.6349962373054312
1730394000000,13288.428910856177,2.6372902264147786
1730394000000,13151.632056567396,3.6395842155241263
1730469600000,13266.824064763223,2.7955863179965896
1730473200000,13380.230135654227,1.964673766874546
1730991600000,13498.067254907306,1.1012954608793248
1731038400000,13687.823908279024,0
1731182400000,13547.595049107716,1.0244788368916031
1731211200000,13732.574305186194,0
1731715200000,13856.745447708832,0
1731715200000,13980.91659023147,0
1732276800000,14087.489853981526,0
1732370400000,13945.16796593383,1.010271450221999
1732449600000,13970.767935369231,0.828550152100417
1732489200000,14096.766372862965,0
1732618800000,14222.851097188186,0
1734573600000,14250.446524347346,0
1734573600000,14304.678330610648,0
1736902800000,14332.852096959634,0
1736902800000,14361.02586330862,0
1736942400000,14209.324245601427,1.0563424866100926
1736946000000,14057.622627894234,2.112684973220185
1738540800000,14260.0968806455,0.7027978615440388
1738548000000,14460.384461112446,0
1741626000000,14489.19507641145,0
1743688800000,14619.28819457604,0
1746903600000,14676.481239318782,0
1747292400000,14703.307893465606,0
1748649600000,14555.033827585065,1.0084401887988548
1748962800000,14404.623347885457,2.031410535263898
1748980800000,14250.793945384108,3.077633627481898
1749045600000,14272.139249559032,2.932460144551505
1749067200000,14109.205657728115,4.04060256400888
1749150000000,13963.325275893294,5.032762851284455
1749153600000,13813.458071004003,6.052038282195446
1750536000000,13995.81754446923,4.811776738422221
1750620600000,14191.072472851905,3.483810747385264
1750671000000,14045.255253791107,4.475541452593457
1750716000000,13900.290486583583,5.461474470237392
1750741200000,13750.292414206953,6.48163995587815
1750942800000,13941.772800130704,5.179345347677447
1751234400000,13794.225838115648,6.182840364473147
1751297400000,13981.920127953463,4.90629571752857
1752238800000,14108.032510644203,4.04858136097356
