month,trades,totalR,pnl,returnPct
2020-01,3,-3.056967857722917,-305.69678577229166,-3.0569678577229165
2020-02,7,2.591125527746636,245.1981921960764,2.5293018670616236
2020-03,4,-2.8235371792732664,-280.43513129792575,-2.8270957693723906
2020-04,2,1.805734505226991,175.20446588883914,1.8138861552283547
2020-05,1,0.8852453690036911,87.0574263101176,0.8852453690036911
2020-07,8,1.7850787493657243,173.99906171402517,1.8014066448856405
2020-08,7,1.766825622250158,174.31048410233782,1.7580782809726228
2020-09,1,0.9002351526717555,92.45088874573266,0.9002351526717556
2020-11,2,0.4013621592869462,41.21843967640999,0.4013621592869462
2021-01,6,5.422235397560032,573.4912600959299,5.51258612097784
2021-02,9,7.792214693205305,863.0539627909892,8.328957567819188
2021-03,2,1.10080969791019,129.15078471474152,1.1050837163332525
2021-04,10,6.370440785676754,762.0361227770592,6.462117246078816
2021-05,7,0.38561053932184464,43.61878592321156,0.35263975089184385
2021-08,3,8.891222594563468,1135.3667104095434,8.922839171721918
2021-11,8,0.7236006597941462,93.78070794716643,0.7275480949047165
2021-12,2,2.72987883656665,384.1272076690286,2.717922477844746
2022-01,6,-6.053575757414442,-854.4593475868392,-6.022917816656237
2022-02,2,0.3924547856292174,53.11276337772497,0.3924547856292174
2022-03,1,0.39123924585320424,53.156056602352415,0.3912392458532043
2022-04,2,0.3033535478178506,39.57039876805888,0.29011104905629526
2022-05,5,0.1531797027363202,16.90189779793681,0.12435502464645103
2022-06,7,-4.665948898728386,-633.1358404677895,-4.576077302147779
2022-09,1,0.20068802631578941,26.2160344425823,0.20068802631578944
2022-10,2,-0.11270393993513117,-15.952039589042897,-0.12187088870203684
2023-10,4,2.2008989298582766,288.6385765154741,2.2095754552946674
2023-11,4,5.64744804471071,754.8624142940265,5.649330062380948
2023-12,7,2.45776554297556,340.48652970755,2.604433636761936
2024-02,3,0.7670742958543908,108.18351660806476,0.7482952689078145
2024-03,5,11.128080837690566,1672.5350703412676,11.482843122883052
2024-04,2,-0.6321260947695402,-103.29857607820205,-0.636151415291815
2024-05,5,-2.0366652143031327,-328.3738176000553,-2.035196187198301
2024-06,1,0.19837716207759679,31.35624057457571,0.1983771620775968
2024-07,2,-0.1371757164482601,-23.195731519058228,-0.14645866493388676
2024-11,6,4.6983576715367015,740.5218821749163,5.232947978251041
2024-12,1,0.3881805675549509,63.13042035039921,0.3881805675549509
2025-01,2,-0.859387576490258,-143.1603964636227,-0.8614680948853186
2025-02,2,2.849420464578313,460.0330796696726,2.9089254242565246
2025-03,1,0.20256568181818183,33.53486735331303,0.20256568181818185
2025-04,1,0.8978629763663226,152.35474632919306,0.8978629763663225
2025-05,3,-0.43443715595785815,-75.24962059152028,-0.43951775309290875
2025-06,18,-8.668686519066275,-1429.7465234866472,-8.387724646970527
2025-07,2,-0.20996459457666794,-34.35414285961008,-0.21999386173761223
2025-08,8,-2.4262659540246814,-369.9782886102127,-2.184688162457607
2025-09,1,0.898007073732719,136.60144835996647,0.898007073732719
2025-10,13,-5.725723680768892,-865.2854897065606,-5.109432160490499
2026-02,17,-0.7351650692343759,-118.61648246148599,-0.8190083850751909
2026-03,12,-1.0543512806739974,-163.5555119103451,-1.09937875905469
2026-06,35,6.580991335574365,922.0383185032665,6.418947610133398
2026-07,20,10.148586179356336,1572.0719369547307,10.629934415264348
