symbol,timeframe,variant,period,anchor,trigger,atr,scenario,stop_mode,setups,entered,resolved,tp1_pct,tp2_pct,sl_pct,ev_full,ev_be,long_in,long_ev_full,long_ev_be,short_in,short_ev_full,short_ev_be,sweep_in,sweep_ev_full,sweep_ev_be,nosweep_in,nosweep_ev_full,nosweep_ev_be,ev_full_net,ev_be_net,stop_tp_pct,ext141_pct,ext200_pct,ext241_pct,win_mae_med,win_mae_p90
BTC/USDT,15m,base,full,global,choch,5,deep,zero200,92,34,33,0.1471,0.0588,0.8235,-0.4407,-0.5163,15,-0.4727,-0.6649,19,-0.4172,-0.4067,21,-0.2618,-0.4250,13,-0.7161,-0.6567,-0.6658,-0.7427,0.1613,0.1765,0.0882,0.0882,-0.4266,-0.8832
BTC/USDT,15m,base,full,global,choch,5,breaker,zero,44,25,25,0.8400,0.4800,0.1600,0.1844,0.3506,12,0.2925,0.3983,13,0.0846,0.3065,21,0.2757,0.4595,4,-0.2950,-0.2213,0.1202,0.2844,0.0769,0.8800,0.6000,0.5200,-0.1130,-0.4909
BTC/USDT,15m,base,full,global,choch,5,breaker161,zero,34,12,12,0.9167,0.6667,0.0833,0.2925,0.5746,5,0.1280,0.5280,7,0.4100,0.6079,10,0.4100,0.6985,2,-0.2950,-0.0450,0.2293,0.5099,0.0000,0.9167,0.7500,0.6667,-0.0867,-0.1951
BTC/USDT,30m,base,full,local,bos,0,ote,zero,253,158,156,0.6329,0.3987,0.3544,0.1499,0.3127,84,0.0158,0.1893,74,0.3024,0.4529,114,0.1212,0.2789,44,0.2231,0.3986,0.0653,0.2265,0.1505,0.6392,0.4494,0.3987,-0.3271,-0.8504
BTC/USDT,30m,base,full,local,bos,0,ote,zero200,253,158,156,0.6329,0.4494,0.3544,0.1499,0.2470,84,0.0158,0.1167,74,0.3024,0.3951,114,0.1212,0.2110,44,0.2231,0.3386,0.0653,0.1611,0.1647,0.6392,0.4494,0.3987,-0.3271,-0.8504
BTC/USDT,30m,base,full,local,bos,0,deep,zero,253,85,85,0.4588,0.3294,0.5412,0.6936,0.9506,53,0.6018,0.8192,32,0.8455,1.1682,61,0.7548,1.0289,24,0.5380,0.7515,0.4545,0.7093,0.2105,0.4706,0.3529,0.3294,-0.5332,-0.8483
BTC/USDT,30m,base,full,local,bos,0,deep,zero200,253,85,85,0.4588,0.3529,0.5412,0.6936,0.8237,53,0.6018,0.6972,32,0.8455,1.0331,61,0.7548,0.8789,24,0.5380,0.6832,0.4545,0.5828,0.2182,0.4706,0.3529,0.3294,-0.5332,-0.8483
BTC/USDT,30m,base,full,local,bos,0,breaker,zero,121,70,70,0.7857,0.4857,0.2143,0.1079,0.2892,40,0.1280,0.3694,30,0.0810,0.1823,54,0.1489,0.3213,16,-0.0306,0.1809,0.0191,0.1986,0.1944,0.7857,0.5714,0.4857,-0.1795,-0.8598
BTC/USDT,30m,base,full,local,bos,0,breaker161,zero,80,26,26,0.7692,0.3846,0.2308,0.0846,0.1981,13,0.0846,0.3065,13,0.0846,0.0896,18,0.0967,0.1331,8,0.0575,0.3444,0.0131,0.1245,0.2500,0.7692,0.4615,0.3846,-0.1760,-0.9114
BTC/USDT,30m,base,full,local,bos,5,ote,zero,167,87,85,0.5977,0.3563,0.3793,0.0974,0.2314,46,-0.0433,0.0435,41,0.2557,0.4427,59,0.0700,0.1958,28,0.1532,0.3039,0.0515,0.1846,0.0741,0.5977,0.4138,0.3563,-0.3271,-0.8733
