time,open,high,low,close,GGI Mean,GGI Upper Inner,GGI Lower Inner,Shapes,Shapes
1781997300,64227.1,64289.9,64227.1,64254.9,63918.542159577664,64324.668144729745,63514.98032781453,0,0
1781997600,64254.9,64260,64231,64251.8,63923.336228276276,64327.46869978968,63521.742688541664,0,0
1781997900,64251.8,64252.9,64227.7,64243.8,63928.22864606454,64330.201002787064,63528.768045454235,0,0
1781998200,64243.8,64284,64223.5,64223.5,63933.21256716327,64333.05852816674,63535.85174826541,0,0
1781998500,64223.5,64284,64223.5,64283.9,63938.29857987922,64336.05255634086,63543.00369469696,0,0
1781998800,64283.9,64310.4,64256.5,64307.5,63943.50394568484,64339.16516208731,63550.27589417922,0,0
1781999100,64307.5,64315.8,64252.5,64264.5,63948.805183643315,64342.42566855401,63557.59270689413,0,0
1781999400,64264.5,64290.1,64243.5,64288.7,63954.18968996746,64345.73085626683,63565.031035807864,0,0
1781999700,64288.7,64299.6,64262.9,64265.4,63959.650480673015,64349.02378261781,63572.633260597926,0,1
1782000000,64265.4,64280,64199.4,64233.7,63965.142237457425,64352.502662863364,63580.11347116281,0,0
1782000300,64233.7,64254,64219.3,64234.4,63970.65661063829,64355.90579868544,63587.71361244348,0,0
1782000600,64234.4,64234.9,64215.6,64234.5,63976.180045145775,64359.14248858059,63595.49638025602,0,0
1782000900,64234.5,64238.8,64209.4,64215.7,63981.70007434323,64362.26473592361,63603.38563596799,0,0
1782001200,64215.7,64280,64202.6,64220.2,63987.224006490025,64365.54695905066,63611.124732018005,0,0
1782001500,64220.2,64245.8,64214,64236,63992.74411688778,64368.729858938575,63618.9545542324,0,0
1782001800,64236,64236.2,64205.2,64236.2,63998.24942717148,64371.804492947675,63626.86213326787,0,0
1782002100,64236.2,64293.4,64224.5,64266.2,64003.7694219199,64375.01206690146,63634.66768685086,0,0
1782002400,64266.2,64278.4,64245.2,64260.7,64009.298222329264,64378.15045315308,63642.55931671323,0,0
1782002700,64260.7,64279,64221.9,64279,64014.82872075464,64381.347694854565,63650.39631618431,0,0
1782003000,64279,64291.6,64246,64246,64020.35671141513,64384.536991821245,63658.236355376466,0,0
