htf,symbol,timeframe,scenario,entryAt,direction,htfTrend,trendAligned,pdZone,pdAligned,netR
1h,BTC/USDT,30m,breaker,1783008000000,long,range,,premium,false,0.8679001782682518
1h,BTC/USDT,30m,breaker,1783296000000,long,range,,premium,false,0.12557737306471953
1h,BTC/USDT,30m,breaker,1783351800000,short,bullish,false,discount,false,-1.0621107551006101
4h,BTC/USDT,30m,ote,1748406600000,short,bullish,false,discount,false,1.3407980684791019
4h,BTC/USDT,30m,breaker,1748514600000,short,range,,discount,false,0.8715513016029358
4h,BTC/USDT,30m,ote,1748478600000,short,bullish,false,discount,false,1.3801294115444547
4h,BTC/USDT,30m,ote,1748631600000,short,bearish,true,discount,false,0.2977241125133919
4h,BTC/USDT,30m,ote,1748919600000,long,range,,premium,false,-1.0636131763349181
4h,BTC/USDT,30m,breaker,1749043800000,short,bullish,false,discount,false,0.026750230829424994
4h,BTC/USDT,30m,breaker,1749130200000,long,range,,discount,true,-1.1621879256965928
4h,BTC/USDT,30m,breaker,1749207600000,short,bearish,true,premium,true,-1.0505971414845063
4h,BTC/USDT,30m,breaker,1749193200000,short,bearish,true,discount,false,-1.0417058891946327
4h,BTC/USDT,30m,breaker,1749378600000,short,bullish,false,premium,true,-1.2253631691322262
4h,BTC/USDT,30m,breaker,1749749400000,short,range,,discount,false,0.8481404018799164
4h,BTC/USDT,30m,ote,1750116600000,long,range,,premium,false,-1.0322975776208116
4h,BTC/USDT,30m,ote,1750186800000,short,bullish,false,discount,false,0.35937464688446885
4h,BTC/USDT,30m,breaker,1750428000000,long,range,,premium,false,0.09361021483261552
4h,BTC/USDT,30m,breaker,1750426200000,long,range,,premium,false,-1.0705184772650564
4h,BTC/USDT,30m,breaker,1750498200000,short,range,,discount,false,0.8628062519591737
4h,BTC/USDT,30m,breaker,1750548600000,short,bearish,true,discount,false,0.1262252140568437
4h,BTC/USDT,30m,ote,1750687200000,short,bearish,true,premium,true,-1.0183455550281346
4h,BTC/USDT,30m,breaker,1750825800000,long,bullish,true,premium,false,0.8235120091941558
4h,BTC/USDT,30m,breaker,1751212800000,long,range,,premium,false,-0.11189243881712532
4h,BTC/USDT,30m,breaker,1751211000000,long,range,,premium,false,0.10292954894748226
4h,BTC/USDT,30m,ote,1751261400000,long,bullish,true,premium,false,-1.1481276129360791
4h,BTC/USDT,30m,deep,1751265000000,long,bullish,true,discount,true,-1.3040458213815693
4h,BTC/USDT,30m,ote,1751297400000,short,bullish,false,discount,false,0.28457725706798703
4h,BTC/USDT,30m,deep,1751468400000,short,range,,premium,true,-1.2516159611808015
4h,BTC/USDT,30m,ote,1751378400000,short,bullish,false,discount,false,1.2807903709926327
4h,BTC/USDT,30m,deep,1751443200000,short,bullish,false,discount,false,-1.3621393450255082
4h,BTC/USDT,30m,breaker,1751376600000,short,bullish,false,discount,false,0.07769820090023885
4h,BTC/USDT,30m,ote,1751544000000,long,bullish,true,premium,false,0.24714189248364313
4h,BTC/USDT,30m,deep,1751545800000,long,bullish,true,discount,true,1.0384233703982892
4h,BTC/USDT,30m,breaker,1751826600000,long,range,,premium,false,0.7013783279974473
4h,BTC/USDT,30m,breaker,1752067800000,long,range,,premium,false,0.08028468173836927
4h,BTC/USDT,30m,breaker,1752544800000,long,bullish,true,discount,true,0.07422585731925528
4h,BTC/USDT,30m,breaker,1752679800000,long,range,,discount,true,0.15030284429599144
4h,BTC/USDT,30m,ote,1752795000000,long,bearish,false,premium,false,-1.0851910365790476
4h,BTC/USDT,30m,deep,1752847200000,long,bullish,true,discount,true,-1.1745480490867306
4h,BTC/USDT,30m,ote,1752892200000,short,bullish,false,discount,false,0.34191382326469194
4h,BTC/USDT,30m,breaker,1753030800000,long,range,,premium,false,-0.13078062500000845
4h,BTC/USDT,30m,breaker,1753063200000,short,range,,discount,false,-1.1433062656858504
4h,BTC/USDT,30m,breaker,1753475400000,short,range,,premium,true,-1.0749754411365489
4h,BTC/USDT,30m,breaker,1753439400000,short,range,,discount,false,0.16541868753111946
4h,BTC/USDT,30m,breaker,1753722000000,long,range,,premium,false,-0.10023099730592484
4h,BTC/USDT,30m,breaker,1753599600000,long,range,,premium,false,-0.10877313265306718
4h,BTC/USDT,30m,ote,1753707600000,long,range,,premium,false,-1.0432273831212504
4h,BTC/USDT,30m,ote,1753729200000,short,range,,premium,true,0.2999156323570225
4h,BTC/USDT,30m,deep,1753774200000,short,bullish,false,premium,true,3.816061587674495
4h,BTC/USDT,30m,ote,1753912800000,short,bearish,true,discount,false,-1.114235094111637
4h,BTC/USDT,30m,deep,1753921800000,short,bearish,true,premium,true,-1.235789486837035
4h,BTC/USDT,30m,ote,1754249400000,short,range,,discount,false,0.2894969936697448
4h,BTC/USDT,30m,deep,1754316000000,short,bearish,true,premium,true,1.1233519293832774
4h,BTC/USDT,30m,breaker,1754244000000,short,range,,discount,false,0.12076933702441646
4h,BTC/USDT,30m,breaker,1754163000000,short,range,,discount,false,0.09580548507462468
4h,BTC/USDT,30m,ote,1754434800000,short,bullish,false,discount,false,-1.0948557821135312
4h,BTC/USDT,30m,deep,1754490600000,short,range,,premium,true,-1.1959147768095166
4h,BTC/USDT,30m,breaker,1754415000000,short,bullish,false,discount,false,-1.0744068447412356
4h,BTC/USDT,30m,ote,1754530200000,long,range,,premium,false,1.35865212548295
4h,BTC/USDT,30m,breaker,1754744400000,long,bullish,true,premium,false,-0.0335714411764706
4h,BTC/USDT,30m,breaker,1754811000000,long,bullish,true,premium,false,0.8285310144677951
4h,BTC/USDT,30m,ote,1754845200000,long,bullish,true,premium,false,1.2997808540577718
4h,BTC/USDT,30m,deep,1755174600000,long,bullish,true,discount,true,1.0575229421383547
4h,BTC/USDT,30m,breaker,1754940600000,long,bullish,true,discount,true,0.17982124423289364
4h,BTC/USDT,30m,ote,1755174600000,long,bullish,true,discount,true,-1.0265732361785798
4h,BTC/USDT,30m,breaker,1755174600000,long,bullish,true,discount,true,-1.0210363636363635
4h,BTC/USDT,30m,ote,1754940600000,long,bullish,true,discount,true,-1.0225891302065664
4h,BTC/USDT,30m,breaker,1755091800000,long,range,,premium,false,0.08784918589839671
4h,BTC/USDT,30m,ote,1755151200000,long,range,,premium,false,-1.0484879944482999
4h,BTC/USDT,30m,deep,1755174600000,long,bullish,true,discount,true,-1.0990281770585433
4h,BTC/USDT,30m,breaker,1755149400000,long,range,,premium,false,-1.0382613636363636
4h,BTC/USDT,30m,breaker,1755448200000,long,range,,premium,false,-1.2153184603299285
4h,BTC/USDT,30m,breaker,1755538200000,short,bullish,false,discount,false,0.12179724117582423
4h,BTC/USDT,30m,ote,1755536400000,short,bullish,false,discount,false,1.3650997711051247
4h,BTC/USDT,30m,breaker,1755531000000,short,bullish,false,discount,false,0.8591182200886258
4h,BTC/USDT,30m,breaker,1755711000000,short,bearish,true,discount,false,0.16991793414449424
4h,BTC/USDT,30m,breaker,1755741600000,long,bearish,false,discount,true,0.11650029202959046
4h,BTC/USDT,30m,breaker,1756044000000,long,range,,discount,true,-1.0568115435711463
4h,BTC/USDT,30m,breaker,1756398600000,long,bullish,true,premium,false,-1.0770331817507783
4h,BTC/USDT,30m,breaker,1756575000000,long,range,,discount,true,-0.052860605147865586
4h,BTC/USDT,30m,breaker,1756924200000,long,range,,premium,false,-1.09565312884947
4h,BTC/USDT,30m,breaker,1757376000000,long,range,,premium,false,0.05884780211480596
4h,BTC/USDT,30m,ote,1757707200000,long,bullish,true,premium,false,-1.1284868644347712
4h,BTC/USDT,30m,deep,1757781000000,long,bullish,true,discount,true,-1.2636331817951085
4h,BTC/USDT,30m,breaker,1757917800000,long,bullish,true,premium,false,-1.1198162342475908
4h,BTC/USDT,30m,ote,1758490200000,short,range,,discount,false,1.0181499319611005
4h,BTC/USDT,30m,ote,1759224600000,long,range,,premium,false,1.3967422231981703
4h,BTC/USDT,30m,breaker,1759656600000,long,bullish,true,premium,false,0.08658497313023775
4h,BTC/USDT,30m,ote,1759656600000,long,bullish,true,premium,false,0.3142878654386721
4h,BTC/USDT,30m,deep,1759681800000,long,bullish,true,discount,true,1.1765823618711804
4h,BTC/USDT,30m,breaker,1759654800000,long,bullish,true,premium,false,0.13980556223479457
4h,BTC/USDT,30m,ote,1759942800000,short,range,,premium,true,1.3673808075346583
4h,BTC/USDT,30m,breaker,1759932000000,short,range,,discount,false,0.15142995761576084
4h,BTC/USDT,30m,ote,1759919400000,short,range,,discount,false,1.3843463533284863
4h,BTC/USDT,30m,ote,1760043600000,short,bearish,true,discount,false,1.380067904216085
4h,BTC/USDT,30m,ote,1760866200000,short,bearish,true,premium,true,0.2927693073321824
4h,BTC/USDT,30m,breaker,1760716800000,short,range,,discount,false,0.12334137556309421
4h,BTC/USDT,30m,ote,1761130800000,long,bullish,true,discount,true,0.24856284940401235
4h,BTC/USDT,30m,deep,1761130800000,long,bullish,true,discount,true,1.041347119454332
4h,BTC/USDT,30m,breaker,1761130800000,long,bullish,true,discount,true,0.088145699631554
4h,BTC/USDT,30m,ote,1761019200000,long,bullish,true,discount,true,0.36558080342785537
4h,BTC/USDT,30m,breaker,1761017400000,long,bullish,true,premium,false,0.1801218114942936
4h,BTC/USDT,30m,ote,1761080400000,long,bullish,true,premium,false,0.3749714433486405
4h,BTC/USDT,30m,deep,1761130800000,long,bullish,true,discount,true,1.3014443834346348
4h,BTC/USDT,30m,ote,1761076800000,long,bullish,true,premium,false,-1.0195767729764487
4h,BTC/USDT,30m,deep,1761130800000,long,bullish,true,discount,true,-1.0395406899463053
4h,BTC/USDT,30m,breaker,1761220800000,long,range,,premium,false,0.8553161442786061
4h,BTC/USDT,30m,ote,1761249600000,long,range,,premium,false,0.28565066660757804
4h,BTC/USDT,30m,deep,1761251400000,long,range,,premium,false,3.788260065936935
4h,BTC/USDT,30m,ote,1761661800000,long,bullish,true,premium,false,0.22144415998554648
4h,BTC/USDT,30m,deep,1761678000000,long,bullish,true,discount,true,0.9855479312791665
4h,BTC/USDT,30m,breaker,1761661800000,long,bullish,true,premium,false,0.06683040974863518
4h,BTC/USDT,30m,ote,1761724800000,short,range,,discount,false,1.3823120309283805
4h,BTC/USDT,30m,breaker,1761807600000,short,bearish,true,discount,false,0.17777972577471707
4h,BTC/USDT,30m,ote,1761802200000,short,bearish,true,discount,false,1.4089867975852735
4h,BTC/USDT,30m,ote,1761868800000,short,bearish,true,discount,false,1.3864928895893756
4h,BTC/USDT,30m,deep,1761885000000,short,bearish,true,premium,true,3.909687463919501
4h,BTC/USDT,30m,breaker,1761859800000,short,bearish,true,discount,false,0.16770389548535103
4h,BTC/USDT,30m,breaker,1762075800000,long,range,,premium,false,0.04564641966758679
4h,BTC/USDT,30m,ote,1762189200000,short,bullish,false,discount,false,1.3968718017619466
4h,BTC/USDT,30m,ote,1762356600000,short,range,,discount,false,1.414434873207047
4h,BTC/USDT,30m,breaker,1762536600000,short,range,,premium,true,0.11759669206817493
4h,BTC/USDT,30m,ote,1762482600000,short,bearish,true,premium,true,0.3471074332663801
4h,BTC/USDT,30m,ote,1762601400000,long,range,,premium,false,1.381942165992917
4h,BTC/USDT,30m,breaker,1762574400000,long,bearish,false,premium,false,0.8720567424704289
4h,BTC/USDT,30m,ote,1762833600000,long,bullish,true,premium,false,-1.0982951379807078
4h,BTC/USDT,30m,deep,1762837200000,long,bullish,true,discount,true,-1.20151093835821
4h,BTC/USDT,30m,ote,1762948800000,short,range,,premium,true,1.374528986800136
4h,BTC/USDT,30m,breaker,1762938000000,short,range,,discount,false,0.8665295836249122
4h,BTC/USDT,30m,ote,1763011800000,short,bearish,true,premium,true,1.3764489914547033
4h,BTC/USDT,30m,breaker,1762995600000,short,bearish,true,discount,false,0.15915151622368037
4h,BTC/USDT,30m,ote,1763011800000,short,bearish,true,discount,false,1.4049248519936637
4h,BTC/USDT,30m,breaker,1763316000000,short,bearish,true,discount,false,0.13663583333333335
4h,BTC/USDT,30m,ote,1763337600000,short,bearish,true,discount,false,1.3799944968405806
4h,BTC/USDT,30m,deep,1763364600000,short,bearish,true,premium,true,3.896316425436403
4h,BTC/USDT,30m,ote,1763481600000,short,bearish,true,premium,true,1.3844932153628422
4h,BTC/USDT,30m,breaker,1763478000000,short,bearish,true,discount,false,0.16600117288146513
4h,BTC/USDT,30m,ote,1763586000000,short,bearish,true,discount,false,-1.0683487314418239
4h,BTC/USDT,30m,deep,1763593200000,short,bearish,true,premium,true,-1.141374091396003
4h,BTC/USDT,30m,breaker,1763586000000,short,bearish,true,discount,false,-1.0535723029132735
4h,BTC/USDT,30m,ote,1763586000000,short,bearish,true,discount,false,1.4020257428799199
4h,BTC/USDT,30m,deep,1763598600000,short,bearish,true,premium,true,3.941647732731983
4h,BTC/USDT,30m,ote,1763631000000,long,bearish,false,premium,false,-1.0423904421918162
4h,BTC/USDT,30m,deep,1763652600000,long,bearish,false,discount,true,-1.0864819046145744
4h,BTC/USDT,30m,breaker,1763881200000,long,range,,premium,false,0.16962379239171962
4h,BTC/USDT,30m,ote,1764037800000,long,bullish,true,premium,false,1.3828304210090867
4h,BTC/USDT,30m,deep,1764081000000,long,bullish,true,discount,true,3.903632227521297
4h,BTC/USDT,30m,ote,1764345600000,long,bullish,true,premium,false,-1.1125776518771435
4h,BTC/USDT,30m,deep,1764347400000,long,bullish,true,discount,true,-1.2308985193074193
4h,BTC/USDT,30m,breaker,1764345600000,long,bullish,true,premium,false,-1.0886358343754345
4h,BTC/USDT,30m,breaker,1764502200000,long,bearish,false,premium,false,0.009640074257431033
4h,BTC/USDT,30m,ote,1764671400000,short,range,,discount,false,-1.0229207024748193
4h,BTC/USDT,30m,ote,1764874800000,long,bullish,true,discount,true,0.3806491431099356
4h,BTC/USDT,30m,breaker,1764946800000,short,bullish,false,discount,false,0.8516797209189481
4h,BTC/USDT,30m,ote,1765377000000,long,bullish,true,discount,true,-1.0320075844599281
4h,BTC/USDT,30m,breaker,1765485000000,short,range,,discount,false,0.8700299807176706
4h,BTC/USDT,30m,breaker,1765764000000,short,range,,discount,false,0.04492468101909587
4h,BTC/USDT,30m,ote,1765760400000,short,range,,discount,false,-1.1303736743587496
4h,BTC/USDT,30m,deep,1765762200000,short,range,,discount,false,-1.2689960943611975
4h,BTC/USDT,30m,breaker,1765756800000,short,range,,discount,false,-1.102323908045977
4h,BTC/USDT,30m,ote,1765981800000,short,bearish,true,premium,true,0.3756710936732858
4h,BTC/USDT,30m,ote,1765899000000,short,bearish,true,premium,true,-1.0197540411784811
4h,BTC/USDT,30m,ote,1765985400000,long,bearish,false,premium,false,0.32367716715910083
4h,BTC/USDT,30m,deep,1765987200000,long,range,,discount,true,-1.1597348877529639
4h,BTC/USDT,30m,ote,1766046600000,short,range,,discount,false,0.36290097559653
4h,BTC/USDT,30m,deep,1766064600000,short,range,,premium,true,1.2743873476933776
4h,BTC/USDT,30m,ote,1766113200000,short,bearish,true,discount,false,-1.0297246086407024
4h,BTC/USDT,30m,deep,1766127600000,short,bearish,true,premium,true,-1.0619014198732775
4h,BTC/USDT,30m,breaker,1766320200000,long,range,,premium,false,0.017596473607035062
4h,BTC/USDT,30m,ote,1766430000000,long,range,,premium,false,1.4045573946632157
4h,BTC/USDT,30m,breaker,1766505600000,short,range,,discount,false,0.1636360875090776
4h,BTC/USDT,30m,breaker,1766680200000,long,bearish,false,premium,false,0.06435557441974529
4h,BTC/USDT,30m,breaker,1766734200000,long,bullish,true,premium,false,0.13979903741804312
4h,BTC/USDT,30m,breaker,1767000600000,long,range,,premium,false,0.11937471017202628
4h,BTC/USDT,30m,breaker,1767000600000,long,range,,premium,false,0.1570103211493105
4h,BTC/USDT,30m,breaker,1767294000000,long,range,,premium,false,0.7196815432986063
4h,BTC/USDT,30m,breaker,1767551400000,long,bullish,true,premium,false,0.8447346668448257
4h,BTC/USDT,30m,ote,1767720600000,long,bullish,true,discount,true,0.2437082542924702
4h,BTC/USDT,30m,deep,1767798000000,long,range,,discount,true,-1.3369354349105065
4h,BTC/USDT,30m,breaker,1767720600000,long,bullish,true,discount,true,0.08432998787388404
4h,BTC/USDT,30m,ote,1767810600000,long,range,,discount,true,0.37846715171001394
4h,BTC/USDT,30m,ote,1767720600000,long,bullish,true,discount,true,0.3801716191029567
4h,BTC/USDT,30m,ote,1767972600000,short,bearish,true,premium,true,-1.043807093152933
4h,BTC/USDT,30m,breaker,1767891600000,short,range,,discount,false,-1.0342825752182052
4h,BTC/USDT,30m,ote,1768206600000,long,bullish,true,discount,true,-1.1666615444277761
4h,BTC/USDT,30m,deep,1768206600000,long,bullish,true,discount,true,-1.3421810835608086
4h,BTC/USDT,30m,breaker,1768206600000,long,bullish,true,premium,false,-1.131145773920231
4h,BTC/USDT,30m,ote,1768203000000,long,bullish,true,premium,false,-1.0844259800633398
4h,BTC/USDT,30m,deep,1768206600000,long,bullish,true,discount,true,-1.172973875208863
4h,BTC/USDT,30m,ote,1768575600000,long,range,,discount,true,-1.0223030465187535
4h,BTC/USDT,30m,breaker,1768584600000,short,range,,discount,false,0.041993500263924344
4h,BTC/USDT,30m,ote,1769020200000,short,bearish,true,discount,false,-1.0566812022957313
4h,BTC/USDT,30m,deep,1769022000000,short,bearish,true,discount,false,-1.1173670811634686
4h,BTC/USDT,30m,ote,1769196600000,long,range,,premium,false,-1.1118332883929551
4h,BTC/USDT,30m,deep,1769304600000,long,bullish,true,discount,true,-1.229366923237862
4h,BTC/USDT,30m,breaker,1769194800000,long,range,,premium,false,-1.0880507646768627
4h,BTC/USDT,30m,breaker,1769437800000,short,range,,discount,false,0.16296676320803208
4h,BTC/USDT,30m,ote,1769486400000,short,range,,premium,true,1.4188206489149136
4h,BTC/USDT,30m,breaker,1769634000000,long,bullish,true,premium,false,-1.06566131476442
4h,BTC/USDT,30m,breaker,1769610600000,long,bullish,true,premium,false,0.04171559256662115
4h,BTC/USDT,30m,breaker,1769799600000,short,range,,discount,false,0.8940758470108832
4h,BTC/USDT,30m,ote,1770148800000,short,bearish,true,discount,false,1.406480934007025
4h,BTC/USDT,30m,ote,1770229800000,short,bearish,true,discount,false,1.4030268329261921
4h,BTC/USDT,30m,breaker,1770593400000,long,range,,premium,false,0.16217048337872267
4h,BTC/USDT,30m,breaker,1770818400000,short,bearish,true,discount,false,0.1625713418718985
4h,BTC/USDT,30m,ote,1770935400000,short,bearish,true,discount,false,-1.0449798588079693
4h,BTC/USDT,30m,deep,1770987600000,short,bearish,true,premium,true,-1.0932904948247744
4h,BTC/USDT,30m,ote,1771144200000,long,range,,premium,false,-1.0890732718557545
4h,BTC/USDT,30m,deep,1771158600000,long,bullish,true,discount,true,-1.1825361038707394
4h,BTC/USDT,30m,breaker,1771243200000,short,range,,discount,false,0.15298186048195417
4h,BTC/USDT,30m,ote,1771243200000,short,range,,discount,false,0.3462852142646584
