symbol,timeframe,scenario,entryAt,chopCut,alignCut,netRCanon,netRT100
ETH/USDT,30m,deep,1776668400000,false,false,-1.148677187746712,1.4917723581468234
ETH/USDT,30m,ote,1776934800000,true,false,0.35746340499087204,0.23586571108572385
ETH/USDT,30m,deep,1776965400000,true,false,1.265419990373885,1.5436472484643378
ETH/USDT,30m,ote,1776902400000,true,false,-1.0332320874142016,0.24304385237270545
ETH/USDT,30m,deep,1776965400000,true,false,-1.0676377505433574,1.5584169318454215
ETH/USDT,30m,ote,1779568200000,true,false,1.3921395180709615,0.23379982341446998
ETH/USDT,30m,deep,1779568200000,true,false,3.9213059193816058,1.5379158670255817
ETH/USDT,30m,ote,1779546600000,false,false,-1.1284379566616058,0.16291108622026795
ETH/USDT,30m,deep,1779559200000,false,false,-1.2650131778429907,-1.2650131778429907
ETH/USDT,30m,ote,1779912000000,true,false,1.3585414372009974,0.20020174254451267
ETH/USDT,30m,ote,1780068600000,false,false,1.4066846390703363,0.2483449444138484
ETH/USDT,30m,ote,1780340400000,true,false,0.2738744097118521,0.15861249093777463
ETH/USDT,30m,ote,1780722000000,false,false,0.3616916095151773,0.2396745215254593
ETH/USDT,30m,deep,1780734600000,false,false,-1.0807407428302436,1.550003596646622
ETH/USDT,30m,ote,1781013600000,false,false,0.3378605719079793,0.21777078823997575
ETH/USDT,30m,ote,1781136000000,true,false,-1.0540825744102311,-1.0540825744102311
ETH/USDT,30m,deep,1781141400000,true,false,-1.1120201661948734,-1.1120201661948734
ETH/USDT,30m,ote,1781245800000,true,false,1.390631458273379,0.23344952443114356
ETH/USDT,30m,ote,1782264600000,true,false,0.37542723004610795,0.252353555861704
ETH/USDT,30m,ote,1783132200000,true,false,1.3072849415644543,0.15010300772221483
ETH/USDT,30m,deep,1783339200000,true,false,1.074249985363343,1.3671826284545974
ETH/USDT,30m,ote,1783647000000,true,false,-1.0567247716688863,0.22437953049973391
ETH/USDT,1h,ote,1712671200000,true,false,-1.0131580810528915,-1.0131580810528915
ETH/USDT,1h,ote,1712833200000,true,false,-1.042986228657909,0.23468315987809826
ETH/USDT,1h,deep,1712926800000,true,false,-1.0877077898563257,-1.0877077898563257
ETH/USDT,1h,ote,1714237200000,true,true,-1.044696000981422,0.23468990537470266
ETH/USDT,1h,deep,1714237200000,true,true,-1.0927064313387371,1.539747292210782
ETH/USDT,1h,ote,1714046400000,true,true,-1.0320292933483197,0.2455470833459324
ETH/USDT,1h,deep,1714237200000,true,true,-1.066643519821412,-1.066643519821412
ETH/USDT,1h,ote,1714370400000,true,false,0.35561401323907454,0.23415858023790911
ETH/USDT,1h,deep,1714464000000,true,false,-1.0889670556418072,-1.0889670556418072
ETH/USDT,1h,ote,1714359600000,true,false,0.386461955352948,0.26263360372763805
ETH/USDT,1h,deep,1714370400000,true,false,-1.0469654417029453,-1.0469654417029453
ETH/USDT,1h,ote,1714816800000,true,false,0.3772942997285115,0.2540770047993064
ETH/USDT,1h,ote,1714766400000,true,false,0.3825079576621334,0.2588896121226501
ETH/USDT,1h,ote,1715864400000,true,false,1.3965589320704492,0.23937699822821185
ETH/USDT,1h,ote,1716494400000,true,false,-1.0059689767228286,0.2664122329653114
ETH/USDT,1h,ote,1716469200000,true,false,-1.034212705225205,0.24220332282041734
ETH/USDT,1h,deep,1716487200000,true,false,-1.0696554615366787,-1.0696554615366787
ETH/USDT,1h,ote,1717038000000,true,false,0.3431317890574941,0.22254237956452155
ETH/USDT,1h,deep,1717156800000,true,false,1.2337104350764154,1.514752644863127
ETH/USDT,1h,ote,1717700400000,true,false,-1.0551449810885234,0.22426137208042912
ETH/USDT,1h,deep,1717704000000,true,false,-1.1127255370041345,1.5197702577361718
ETH/USDT,1h,ote,1718398800000,true,false,0.37221932800954344,0.24939241552025976
ETH/USDT,1h,deep,1718456400000,true,false,3.9533891062799,1.5699990539238842
ETH/USDT,1h,ote,1719871200000,true,true,-1.0472593236835885,-1.0472593236835885
ETH/USDT,1h,deep,1719968400000,true,true,-1.0965000743856033,-1.0965000743856033
ETH/USDT,1h,ote,1720573200000,true,true,1.4114633460136918,0.2542814121714525
ETH/USDT,1h,ote,1721581200000,true,false,0.35034074678850136,0.22929094966814934
ETH/USDT,1h,deep,1721584800000,true,false,1.250764468522938,1.530119074448078
ETH/USDT,1h,ote,1721761200000,true,false,1.381703349315566,0.22336365465907396
ETH/USDT,1h,deep,1721775600000,true,false,3.899832545973916,1.5164424936178864
ETH/USDT,1h,ote,1722963600000,true,false,-1.027807012638741,0.2476939164659592
ETH/USDT,1h,deep,1723039200000,true,false,-1.0564751621310218,-1.0564751621310218
ETH/USDT,1h,ote,1727143200000,true,false,0.3577691467152162,0.2361479342158845
ETH/USDT,1h,deep,1727283600000,true,false,1.2660490819847212,1.5442279484128019
ETH/USDT,1h,ote,1727326800000,true,false,-1.0566912195337401,-1.0566912195337401
ETH/USDT,1h,deep,1727359200000,true,false,-1.117387692548481,-1.117387692548481
ETH/USDT,1h,ote,1727593200000,true,false,-1.0393921769259922,0.23776377564831336
ETH/USDT,1h,ote,1727676000000,true,false,1.3952305989513216,0.23689090429483356
ETH/USDT,1h,ote,1728057600000,true,false,-1.0512785498561272,0.22904772062495768
ETH/USDT,1h,ote,1729555200000,true,false,1.4197118303660101,0.26252989652377096
ETH/USDT,1h,ote,1730779200000,true,false,-1.055943631741354,0.22504907900904633
ETH/USDT,1h,deep,1730815200000,true,false,-1.1158494621693833,1.519910408641659
ETH/USDT,1h,ote,1731474000000,true,false,0.39158615690339077,0.26736363592804696
ETH/USDT,1h,ote,1731600000000,true,false,0.3727896739452053,0.24991888869164017
ETH/USDT,1h,deep,1732190400000,true,false,-1.0561488980883964,-1.0561488980883964
ETH/USDT,1h,ote,1732150800000,true,false,0.33712986257155253,0.21700213973134458
ETH/USDT,1h,deep,1732161600000,true,false,-1.135166329493073,-1.135166329493073
ETH/USDT,1h,ote,1732201200000,false,false,0.3798048381324622,0.25648857244719003
ETH/USDT,1h,ote,1732446000000,true,false,0.35382925882656546,0.23251111462636156
ETH/USDT,1h,deep,1732449600000,true,false,1.257942401669319,1.5367448588908887
ETH/USDT,1h,ote,1732446000000,true,false,1.4174732081212633,0.26029127427902365
ETH/USDT,1h,ote,1733436000000,false,false,-1.0069671540945875,0.2655566523609464
ETH/USDT,1h,ote,1734350400000,true,false,1.358409687050506,0.20122775320826794
ETH/USDT,1h,deep,1734472800000,true,false,-1.1680182817836375,1.4723764764965894
ETH/USDT,1h,ote,1734318000000,true,false,0.3570329126209228,0.23546833351346066
ETH/USDT,1h,deep,1734350400000,true,false,1.2645342128796981,1.542829607700469
ETH/USDT,1h,ote,1734544800000,true,false,1.4082450012986398,0.24990530664215208
ETH/USDT,1h,ote,1734721200000,false,false,0.3902304022309426,0.2660180224938591
ETH/USDT,1h,ote,1736182800000,true,false,0.3234946160879474,0.20450990594456078
ETH/USDT,1h,deep,1736258400000,true,false,-1.1601393968119698,-1.1601393968119698
ETH/USDT,1h,ote,1736726400000,false,false,0.3867487578941941,0.262804196952245
ETH/USDT,1h,ote,1736845200000,true,true,-1.0319136301466985,-1.0319136301466985
ETH/USDT,1h,deep,1736946000000,true,true,-1.0664055321866621,-1.0664055321866621
ETH/USDT,1h,ote,1736845200000,false,true,1.42306782807911,0.26472813342262147
ETH/USDT,1h,ote,1736946000000,true,true,1.4261033861419201,0.26776369148543144
ETH/USDT,1h,ote,1737194400000,true,false,-1.0129113342837721,0.26046164077021616
ETH/USDT,1h,ote,1737036000000,true,false,-1.0113524941266976,0.2617977894762799
ETH/USDT,1h,ote,1737244800000,true,true,0.3758965772120196,0.25278679939946835
ETH/USDT,1h,deep,1737306000000,true,true,1.3011269887137393,1.5769833097591195
ETH/USDT,1h,ote,1738011600000,true,false,1.415762953751173,0.2574232590946845
ETH/USDT,1h,ote,1738436400000,true,false,-1.0277559796437659,0.24773765903308034
ETH/USDT,1h,ote,1738353600000,true,false,-1.0163912687309544,-1.0163912687309544
ETH/USDT,1h,ote,1739426400000,true,false,0.37238098041153567,0.24963578070479664
ETH/USDT,1h,deep,1739469600000,true,false,1.2961142685954612,1.5719804283611751
ETH/USDT,1h,ote,1742875200000,true,false,-1.0256925294069708,0.24950633066461833
ETH/USDT,1h,ote,1744642800000,true,false,-1.025847643747473,0.2493733755156146
ETH/USDT,1h,deep,1744725600000,true,false,-1.0524435811139103,-1.0524435811139103
ETH/USDT,1h,ote,1746975600000,true,false,0.3784403773280424,0.255229070166186
ETH/USDT,1h,ote,1747609200000,true,false,-1.01536014917662,0.2598349212073899
ETH/USDT,1h,ote,1747818000000,true,false,0.3815341446392263,0.2580848553765113
ETH/USDT,1h,ote,1747998000000,true,false,0.3839783062475411,0.2603410045534165
ETH/USDT,1h,ote,1749754800000,false,false,-1.01105651885318,-1.01105651885318
ETH/USDT,1h,deep,1749772800000,false,false,-1.0220094864361242,-1.0220094864361242
ETH/USDT,1h,ote,1749772800000,false,false,1.42667637930702,0.26949444546478013
ETH/USDT,1h,deep,1749772800000,false,false,-1.0189522768858923,-1.0189522768858923
ETH/USDT,1h,ote,1750186800000,true,false,1.4088696767723246,0.25052998211583843
ETH/USDT,1h,ote,1750780800000,true,false,0.3669204429399327,0.24450113699446438
ETH/USDT,1h,ote,1750716000000,true,false,-1.0083539740490182,-1.0083539740490182
ETH/USDT,1h,deep,1750780800000,true,false,-1.0360803808729713,-1.0360803808729713
ETH/USDT,1h,ote,1752505200000,true,false,1.392848213241597,0.23566627939935586
ETH/USDT,1h,deep,1752548400000,true,false,3.924244752900248,1.5432368994971033
ETH/USDT,1h,ote,1753322400000,true,false,0.3562520350629405,0.23465337587724094
ETH/USDT,1h,deep,1753365600000,true,false,-1.0927941212580352,1.5396721294228115
ETH/USDT,1h,ote,1753966800000,true,false,-1.0420753761269717,0.23546389061890138
ETH/USDT,1h,deep,1753992000000,true,false,-1.0858336273188476,-1.0858336273188476
ETH/USDT,1h,ote,1754312400000,false,false,-1.0154062262291508,-1.0154062262291508
ETH/USDT,1h,deep,1754560800000,false,false,-1.0324400361678339,-1.0324400361678339
ETH/USDT,1h,ote,1754197200000,true,false,-1.054532809061428,-1.054532809061428
ETH/USDT,1h,deep,1754218800000,true,false,-1.112946565241577,-1.112946565241577
ETH/USDT,1h,ote,1755417600000,true,true,1.4030180554475165,0.24467836079102584
ETH/USDT,1h,deep,1755871200000,true,true,1.2830528120773808,1.560299454402479
ETH/USDT,1h,ote,1755536400000,true,true,-1.0151586496131602,0.2600076351189279
ETH/USDT,1h,deep,1755871200000,true,true,-1.0319306245967115,-1.0319306245967115
ETH/USDT,1h,ote,1755702000000,true,false,-1.0127683458954415,-1.0127683458954415
ETH/USDT,1h,deep,1755871200000,true,false,-1.0270123556906205,-1.0270123556906205
ETH/USDT,1h,ote,1756101600000,true,false,-1.0106935769642214,-1.0106935769642214
ETH/USDT,1h,ote,1756530000000,true,false,-1.0228594535578295,0.25340694602349806
ETH/USDT,1h,ote,1756962000000,true,false,0.3515801136471821,0.23043498061462311
ETH/USDT,1h,deep,1756998000000,true,false,1.2533145793892289,1.5324730229400372
ETH/USDT,1h,ote,1759096800000,true,false,-1.054784140093687,0.22604292899275946
ETH/USDT,1h,ote,1758909600000,true,false,-1.0321757222064192,0.24542157289613253
ETH/USDT,1h,ote,1759240800000,true,false,1.41255261647704,0.25537068263479984
ETH/USDT,1h,ote,1759852800000,true,false,-1.0090751212880595,-1.0090751212880595
ETH/USDT,1h,ote,1760374800000,false,false,0.386779088801806,0.26283219471311725
ETH/USDT,1h,ote,1760410800000,false,false,-1.0440171899610435,-1.0440171899610435
ETH/USDT,1h,deep,1760414400000,false,false,-1.08982908719733,-1.08982908719733
ETH/USDT,1h,ote,1760860800000,true,false,0.3773797979688504,0.25415592625192773
ETH/USDT,1h,deep,1761062400000,true,false,1.304178851318108,1.5798004137016135
ETH/USDT,1h,ote,1761598800000,true,false,-1.0126949311065154,-1.0126949311065154
ETH/USDT,1h,ote,1761768000000,true,false,1.3759276368083548,0.2175879421518685
ETH/USDT,1h,ote,1762941600000,true,false,0.35595734909117,0.23438135805714633
ETH/USDT,1h,ote,1763460000000,false,false,1.4071147766264822,0.24877508196999218
ETH/USDT,1h,deep,1763481600000,false,false,3.9521188859382685,1.5687288335822402
ETH/USDT,1h,ote,1763593200000,true,false,1.4090391165733558,0.2506994219168666
ETH/USDT,1h,ote,1764547200000,true,false,-1.0392303965015903,-1.0392303965015903
ETH/USDT,1h,deep,1764547200000,true,false,-1.0799798210739529,-1.0799798210739529
ETH/USDT,1h,ote,1764687600000,true,false,-1.022727899190375,-1.022727899190375
ETH/USDT,1h,deep,1764687600000,true,false,-1.0475050491194628,-1.0475050491194628
ETH/USDT,1h,ote,1764669600000,true,false,-1.0156492901138685,-1.0156492901138685
ETH/USDT,1h,deep,1764687600000,true,false,-1.0329401623808916,-1.0329401623808916
ETH/USDT,1h,ote,1764950400000,false,false,0.3875589761549515,0.26364623831410294
ETH/USDT,1h,ote,1767589200000,true,false,0.29440797347382053,0.17766069737767842
ETH/USDT,1h,deep,1767592800000,true,false,3.8048929532430185,1.423885099839904
ETH/USDT,1h,ote,1768204800000,false,false,1.376944387598673,0.21976245375643638
ETH/USDT,1h,deep,1768226400000,false,false,3.8915211744831413,1.5105133210800012
ETH/USDT,1h,ote,1768575600000,true,false,-1.0219736166953457,0.2526939701317249
ETH/USDT,1h,ote,1769022000000,true,false,1.4202935993038792,0.2619539046473903
ETH/USDT,1h,ote,1769652000000,true,false,-1.021686228529525,-1.021686228529525
ETH/USDT,1h,deep,1769695200000,true,false,-1.043881088021483,-1.043881088021483
ETH/USDT,1h,ote,1771156800000,false,false,-1.022843551673755,0.2519483115788025
ETH/USDT,1h,deep,1771174800000,false,false,-1.0462623864281977,-1.0462623864281977
ETH/USDT,1h,ote,1771952400000,false,false,-1.0372588789948984,0.2410645813631524
ETH/USDT,1h,deep,1771981200000,false,false,-1.077403871439765,-1.077403871439765
ETH/USDT,1h,ote,1772193600000,true,false,0.3799929227135647,0.25666218898359267
ETH/USDT,1h,deep,1772258400000,true,false,3.9674457605788067,1.586437907175664
ETH/USDT,1h,ote,1772128800000,true,false,0.3823795326036703,0.2588652134975356
ETH/USDT,1h,deep,1772258400000,true,false,3.9719786853640335,1.5909708319608957
ETH/USDT,1h,ote,1772395200000,true,false,1.4010066516866786,0.24382471784443832
ETH/USDT,1h,ote,1772802000000,false,true,1.4085501592468908,0.2513682254046517
ETH/USDT,1h,deep,1772816400000,false,true,3.9565529454661226,1.575545092062978
ETH/USDT,1h,ote,1772802000000,true,false,0.3856425741390014,0.2618772518378415
ETH/USDT,1h,ote,1772722800000,true,false,0.3871040369385603,0.26322629442204964
ETH/USDT,1h,ote,1773468000000,true,false,1.390809059268003,0.23362712542576466
ETH/USDT,1h,ote,1773921600000,true,false,0.38467955148718125,0.26098830785154564
ETH/USDT,1h,ote,1773838800000,false,false,-1.00570387989756,0.2666394588155415
ETH/USDT,1h,deep,1774134000000,false,false,-1.0163204435432998,1.6024031949883162
ETH/USDT,1h,ote,1776499200000,false,true,-1.0311104552176171,-1.0311104552176171
ETH/USDT,1h,deep,1776564000000,false,true,-1.0632722979085,-1.0632722979085
ETH/USDT,1h,ote,1779566400000,false,false,0.32886131958185505,0.20936963851008372
ETH/USDT,1h,deep,1779566400000,false,false,1.2043476366265329,1.4876485232170737
ETH/USDT,1h,ote,1779566400000,true,false,1.3965210008192774,0.2381813061627891
ETH/USDT,1h,deep,1779566400000,true,false,3.9303212215810017,1.5469311692249934
ETH/USDT,1h,ote,1780077600000,true,true,-1.0657003831131255,0.2152138846307718
ETH/USDT,1h,deep,1780246800000,true,true,-1.1344442437877396,-1.1344442437877396
ETH/USDT,1h,ote,1781244000000,true,false,1.390631458273379,0.23344952443114356
ETH/USDT,1h,ote,1783346400000,true,false,-1.0525222572708348,0.2279816856980662
ETH/USDT,1h,deep,1783350000000,true,false,-1.1088096707195703,-1.1088096707195703
SOL/USDT,15m,ote,1765985400000,true,true,0.34299681901795437,0.2225119394184129
SOL/USDT,15m,deep,1765986300000,true,true,-1.1169250913263082,-1.1169250913263082
SOL/USDT,15m,ote,1766126700000,true,true,0.36738844739269017,0.24493314110470304
SOL/USDT,15m,deep,1766150100000,true,true,1.2836207320697754,1.5608236882416133
SOL/USDT,15m,ote,1767009600000,false,false,1.3999075803302006,0.24272564648795975
SOL/USDT,15m,ote,1767006000000,false,false,1.4045471687167919,0.24736523487455303
SOL/USDT,15m,ote,1767000600000,true,false,1.4086757747765366,0.2514938409342992
SOL/USDT,15m,deep,1767016800000,true,false,3.9568114109276333,1.5758035575244977
SOL/USDT,15m,ote,1767195900000,true,true,0.2951546125829448,0.17825575512647743
SOL/USDT,15m,ote,1767363300000,true,false,0.23172055502545447,0.11979538804071668
SOL/USDT,15m,deep,1767363300000,true,false,1.0066925556282689,1.3048219240837444
SOL/USDT,15m,ote,1767397500000,true,false,0.2887768901317583,0.17246277429268908
SOL/USDT,15m,deep,1767422700000,true,false,-1.2370692913794026,-1.2370692913794026
SOL/USDT,15m,ote,1767540600000,true,false,-1.1254756796571574,0.16397791616445434
SOL/USDT,15m,deep,1767551400000,true,false,-1.2574373932212757,-1.2574373932212757
SOL/USDT,15m,ote,1767557700000,true,false,-1.1311844811524054,0.16055692237099045
SOL/USDT,15m,deep,1767567600000,true,false,-1.2706644036277275,1.3872118873916481
SOL/USDT,15m,ote,1768584600000,true,false,-1.2182165089928427,0.08595804136491828
SOL/USDT,15m,deep,1768585500000,true,false,-1.4497407750480928,-1.4497407750480928
SOL/USDT,15m,ote,1768584600000,true,false,1.402437136908899,0.24409744225240707
SOL/USDT,15m,deep,1768584600000,true,false,-1.1944910025208417,-1.1944910025208417
SOL/USDT,15m,ote,1768955400000,false,false,-1.1239138016379542,0.16678893338339246
SOL/USDT,15m,deep,1768956300000,false,false,-1.2557043143650033,-1.2557043143650033
SOL/USDT,15m,ote,1769183100000,true,false,-1.075292701218696,-1.075292701218696
SOL/USDT,15m,deep,1769184000000,true,false,-1.1556619454395143,-1.1556619454395143
SOL/USDT,15m,ote,1769190300000,true,true,-1.056182131328092,0.223372386160794
SOL/USDT,15m,deep,1769200200000,true,true,-1.114859568648902,-1.114859568648902
SOL/USDT,15m,ote,1769315400000,true,false,0.20989541984733032,0.0995549618320693
SOL/USDT,15m,ote,1769354100000,true,false,1.2778631527929172,0.11952345813643117
SOL/USDT,15m,ote,1769439600000,false,false,1.4021500097279607,0.24381031507147166
SOL/USDT,15m,ote,1769437800000,false,false,1.4071026717557267,0.2487629770992373
SOL/USDT,15m,ote,1769529600000,false,false,1.423949759017059,0.26561006436057
SOL/USDT,15m,deep,1769529600000,false,false,3.9613954838916827,1.578005431535666
SOL/USDT,15m,ote,1769534100000,true,false,1.342391167346368,0.1852092335041291
SOL/USDT,15m,deep,1769534100000,true,false,3.820424757943096,1.439416904539933
SOL/USDT,15m,ote,1769636700000,true,false,1.3068579660182145,0.14851827136173193
SOL/USDT,15m,ote,1769750100000,false,false,0.32795239158192796,0.20853062804861544
SOL/USDT,15m,deep,1769773500000,false,false,-1.1555023928780699,1.4859221823199291
SOL/USDT,15m,ote,1769805000000,false,false,-1.032244501034345,0.24389035498401163
SOL/USDT,15m,deep,1769847300000,false,false,-1.0656057010811393,-1.0656057010811393
SOL/USDT,15m,ote,1770301800000,true,false,1.3883332959824446,0.22999360132595756
SOL/USDT,15m,ote,1770775200000,true,false,0.3733356756945163,0.2504228903063876
SOL/USDT,15m,ote,1770818400000,true,false,1.3804351145038154,0.2220954198473261
SOL/USDT,15m,ote,1770826500000,false,false,0.3510338773361394,0.22983661489865628
SOL/USDT,15m,ote,1770949800000,true,true,-1.0335844032870314,0.24421413196989597
SOL/USDT,15m,ote,1771110900000,true,false,1.3171435114503798,0.15996157760814
SOL/USDT,15m,deep,1771118100000,true,false,3.768475392670202,1.387467539267035
SOL/USDT,15m,ote,1771428600000,true,false,0.3526876929874048,0.23136321396136222
SOL/USDT,15m,ote,1771511400000,true,false,-1.0644230606408611,0.21778099709518048
SOL/USDT,15m,deep,1771521300000,true,false,-1.1332966640411433,1.5049556641801265
SOL/USDT,15m,ote,1771981200000,true,false,-1.021355979643766,0.25469563794983746
SOL/USDT,15m,ote,1772286300000,true,false,0.32906377421197425,0.209556519707116
SOL/USDT,15m,deep,1772300700000,true,false,-1.1530397157816024,-1.1530397157816024
SOL/USDT,15m,ote,1772354700000,true,false,0.3836687084044716,0.26005522192904407
SOL/USDT,15m,ote,1772412300000,true,false,0.33537028704075683,0.21537791616445856
SOL/USDT,15m,deep,1772413200000,true,false,1.2177404335445994,1.5000111049876108
SOL/USDT,15m,ote,1772503200000,true,false,0.3700190916365973,0.24745557568177678
SOL/USDT,15m,ote,1772496900000,true,false,0.38444179400299755,0.26076883940460716
SOL/USDT,15m,ote,1772644500000,true,false,0.3434485608070311,0.22292893183910095
SOL/USDT,15m,ote,1772666100000,true,false,-1.0146779474130618,0.2589474009451109
SOL/USDT,15m,ote,1772967600000,true,false,-1.0828854199910876,0.20048385302109528
SOL/USDT,15m,deep,1772971200000,true,false,-1.1698040317094083,-1.1698040317094083
SOL/USDT,15m,ote,1772978400000,true,true,0.34050875742154235,0.2201211195928742
SOL/USDT,15m,deep,1773016200000,true,true,-1.1276791448516585,1.509770680628277
SOL/USDT,15m,ote,1773382500000,true,false,0.36878891743172776,0.24632003026189608
SOL/USDT,15m,ote,1773413100000,true,false,-1.0521495474074998,0.22682888666416065
SOL/USDT,15m,deep,1773416700000,true,false,-1.1065621577546982,-1.1065621577546982
SOL/USDT,15m,ote,1773596700000,true,false,-1.2047823039555854,0.09747307425397869
SOL/USDT,15m,deep,1773596700000,true,false,-1.422098667301287,1.2574110899571593
SOL/USDT,15m,ote,1773717300000,true,false,-1.0602788619685068,0.2198609027547333
SOL/USDT,15m,deep,1773721800000,true,false,-1.123288967296456,1.5107158889141765
SOL/USDT,15m,ote,1774641600000,false,false,-1.1068621945191939,0.18140459662804198
SOL/USDT,15m,ote,1774751400000,true,true,1.3723207237772042,0.2139810291207201
SOL/USDT,15m,ote,1774829700000,true,false,-1.0539333564654174,0.2267721721027043
SOL/USDT,15m,ote,1774866600000,false,false,0.2636573791348646,0.1492755333724834
SOL/USDT,15m,deep,1774890900000,false,false,-1.2927308095046353,-1.2927308095046353
SOL/USDT,15m,ote,1775354400000,true,true,-1.1271790076335881,-1.1271790076335881
SOL/USDT,15m,deep,1775368800000,true,true,-1.2609421465968567,-1.2609421465968567
SOL/USDT,15m,ote,1775402100000,true,false,-1.0567761890394152,0.22433545846785266
SOL/USDT,15m,ote,1776185100000,false,false,0.36857811704834736,0.2461254452926232
SOL/USDT,15m,ote,1776185100000,true,false,0.38321433385402776,0.2596357992670966
SOL/USDT,15m,ote,1776267000000,true,false,1.3174903709655823,0.1603084371233443
SOL/USDT,15m,ote,1776596400000,false,false,0.20640872704765917,0.09633647617083164
SOL/USDT,15m,deep,1776599100000,false,false,-1.4248270977784079,-1.4248270977784079
SOL/USDT,15m,ote,1776607200000,true,true,-1.0708481534327363,0.21080151007110398
SOL/USDT,15m,deep,1776620700000,true,true,-1.1450362528746874,-1.1450362528746874
SOL/USDT,15m,ote,1776669300000,true,false,-1.0546944020356233,0.22611984732824245
SOL/USDT,15m,ote,1777460400000,true,false,-1.2036090158861126,0.0970064851110672
SOL/USDT,15m,deep,1777464000000,true,false,-1.418203891325882,-1.418203891325882
SOL/USDT,15m,ote,1777509900000,true,false,0.327714122137401,0.20831068702289862
SOL/USDT,15m,ote,1777605300000,true,false,-1.01922231498825,-1.01922231498825
SOL/USDT,15m,ote,1778042700000,false,false,1.2735347702439803,0.11635283640173531
SOL/USDT,15m,ote,1778076000000,false,false,0.3788862457538945,0.25564064102081935
SOL/USDT,15m,ote,1778407200000,false,false,1.3515090386104671,0.1943271047682264
SOL/USDT,15m,deep,1778411700000,false,false,3.839185613475946,1.458177760072822
SOL/USDT,15m,ote,1778445900000,true,false,0.31872162849872415,0.20010407124681723
SOL/USDT,15m,deep,1778445900000,true,false,3.851072251308919,1.4700643979057726
SOL/USDT,15m,ote,1778445000000,true,false,0.34889561844473554,0.2279569850431334
SOL/USDT,15m,deep,1778445900000,true,false,1.2477909845485897,1.5273743200102134
SOL/USDT,15m,ote,1778549400000,true,false,-1.0480811646839638,0.2303160718557639
SOL/USDT,15m,ote,1779111000000,true,false,-1.1149396519239352,-1.1149396519239352
SOL/USDT,15m,deep,1779111000000,true,false,-1.2357585508173108,-1.2357585508173108
SOL/USDT,15m,ote,1779123600000,true,false,0.3063504279435563,0.18859035392088802
SOL/USDT,15m,deep,1779133500000,true,false,-1.2033694907187062,-1.2033694907187062
SOL/USDT,15m,ote,1779286500000,true,false,-1.2295027912714935,-1.2295027912714935
SOL/USDT,15m,deep,1779286500000,true,false,-1.4729633349198699,-1.4729633349198699
SOL/USDT,15m,ote,1779459300000,true,false,-1.0383622621769286,-1.0383622621769286
SOL/USDT,15m,ote,1779559200000,true,false,1.3990843016853616,0.24074460702887301
SOL/USDT,15m,ote,1779546600000,true,false,1.4064410881121732,0.2481013934556838
SOL/USDT,15m,ote,1779639300000,true,false,0.317392489350145,0.1987830259885094
SOL/USDT,15m,ote,1779660000000,true,false,-1.1006143925989578,0.1867598554168084
SOL/USDT,15m,deep,1779665400000,true,false,-1.2077636455046643,-1.2077636455046643
SOL/USDT,15m,ote,1780506900000,true,false,1.3934315521628475,0.2350918575063592
SOL/USDT,15m,ote,1781014500000,true,false,1.412861039065511,0.25567910522327136
SOL/USDT,15m,ote,1780938000000,true,false,0.3455066749511816,0.22482872951062094
SOL/USDT,15m,deep,1780965000000,true,false,-1.1113635821258987,1.5209376476318122
SOL/USDT,15m,ote,1781033400000,true,false,0.36365095655451807,0.24148314956177525
SOL/USDT,15m,ote,1781108100000,true,true,-1.0481802691163151,-1.0481802691163151
SOL/USDT,15m,deep,1781112600000,true,true,-1.0983950039932562,-1.0983950039932562
SOL/USDT,15m,ote,1781136900000,true,false,-1.042349318964227,-1.042349318964227
SOL/USDT,15m,deep,1781141400000,true,false,-1.087877918078226,-1.087877918078226
SOL/USDT,15m,ote,1781710200000,true,false,-1.0989919780366952,0.1881504964701878
SOL/USDT,15m,deep,1781712900000,true,false,-1.2044253788922565,-1.2044253788922565
SOL/USDT,15m,ote,1782064800000,true,false,-1.0837185293925746,0.19976975924837997
SOL/USDT,15m,deep,1782074700000,true,false,-1.1715182306349827,-1.1715182306349827
SOL/USDT,15m,ote,1782077400000,true,true,-1.0672752817157398,0.2153362361738554
SOL/USDT,15m,deep,1782090900000,true,true,-1.1391653702318638,-1.1391653702318638
SOL/USDT,15m,ote,1782136800000,true,false,0.26180577971645924,0.1475663646785726
SOL/USDT,15m,deep,1782137700000,true,false,-1.2968337092227211,-1.2968337092227211
SOL/USDT,15m,ote,1782363600000,true,false,-1.0140738088300993,0.26093749864726423
SOL/USDT,15m,ote,1782337500000,true,false,-1.0126080380129676,0.26219387363337854
SOL/USDT,15m,ote,1782429300000,true,false,0.347927204142672,0.22696891656622634
SOL/USDT,15m,ote,1782439200000,true,false,1.3695237623320313,0.2123418284897959
SOL/USDT,15m,deep,1782439200000,true,false,3.8762525580967595,1.4952447046936443
SOL/USDT,15m,ote,1782474300000,true,false,1.4107859780195946,0.25360404417735766
SOL/USDT,15m,ote,1782732600000,false,false,0.3627263127457809,0.24072377978256043
SOL/USDT,15m,ote,1783177200000,true,false,0.3353245200092539,0.21533566967383694
SOL/USDT,15m,deep,1783371600000,true,false,3.883314231318387,1.499924178962378
SOL/USDT,15m,ote,1783260000000,true,false,1.3943500749927313,0.23601038033623944
SOL/USDT,15m,deep,1783371600000,true,false,3.9258543427860557,1.5424642904300447
