symbol,timeframe,scenario,entryAt,chopCut,alignCut,netRCanon,netRT100
BTC/USDT,15m,ote,1783347300000,false,false,-1.0480566180673225,-1.0480566180673225
BTC/USDT,15m,deep,1783352700000,false,false,-1.0996212089029198,-1.0996212089029198
BTC/USDT,15m,ote,1783558800000,false,false,0.22488301473795316,0.11338966480802046
BTC/USDT,15m,deep,1783577700000,false,false,-1.3838905166781332,1.2901609333484119
BTC/USDT,15m,ote,1783526400000,true,false,-1.1613273061118032,0.13472021526294323
BTC/USDT,15m,deep,1783530900000,true,false,-1.3326860277588424,-1.3326860277588424
BTC/USDT,30m,ote,1748406600000,true,false,1.3407980684791019,0.18245837382260824
BTC/USDT,30m,ote,1748478600000,false,false,1.3801294115444547,0.2217897168879671
BTC/USDT,30m,ote,1748631600000,true,false,0.2977241125133919,0.18062760121611857
BTC/USDT,30m,ote,1748919600000,true,false,-1.0636131763349181,0.2170029190120898
BTC/USDT,30m,ote,1750116600000,true,false,-1.0322975776208116,-1.0322975776208116
BTC/USDT,30m,ote,1750186800000,false,true,0.35937464688446885,0.2375357867894201
BTC/USDT,30m,ote,1750687200000,false,false,-1.0183455550281346,0.2572760019060914
BTC/USDT,30m,ote,1751261400000,false,false,-1.1481276129360791,-1.1481276129360791
BTC/USDT,30m,deep,1751265000000,false,false,-1.3040458213815693,-1.3040458213815693
BTC/USDT,30m,ote,1751297400000,true,false,0.28457725706798703,0.16849204234343518
BTC/USDT,30m,deep,1751468400000,true,false,-1.2516159611808015,-1.2516159611808015
BTC/USDT,30m,ote,1751378400000,true,false,1.2807903709926327,0.12245067633615268
BTC/USDT,30m,deep,1751443200000,true,false,-1.362139345025508,-1.362139345025508
BTC/USDT,30m,ote,1751544000000,true,false,0.24714189248364313,0.13403046877135355
BTC/USDT,30m,deep,1751545800000,true,false,1.0384233703982892,1.334111906948399
BTC/USDT,30m,ote,1752795000000,true,false,-1.0851910365790476,0.19850761023141206
BTC/USDT,30m,deep,1752847200000,true,false,-1.1745480490867306,-1.1745480490867306
BTC/USDT,30m,ote,1752892200000,true,false,0.34191382326469194,0.22141810344808882
