ladder,symbol,timeframe,scenario,entryAt,direction,netR
t100-241,BTC/USDT,15m,deep,1774263600000,short,-1.1712206629366915
t100-141-241,BTC/USDT,15m,deep,1774263600000,short,-1.1712206629366915
t100-161-241,BTC/USDT,15m,deep,1774263600000,short,-1.1712206629366915
t100-only,BTC/USDT,15m,deep,1774263600000,short,-1.1712206629366915
canon,BTC/USDT,15m,ote,1774263600000,short,0.38232743979272016
t100-241,BTC/USDT,15m,ote,1774263600000,short,0.1213827833041708
t100-141-241,BTC/USDT,15m,ote,1774263600000,short,0.3411259532762108
t100-161-241,BTC/USDT,15m,ote,1774263600000,short,0.07560271765783041
t100-only,BTC/USDT,15m,ote,1774263600000,short,0.2587229802431919
canon,BTC/USDT,15m,deep,1774263600000,short,-1.0825129977433638
t100-241,BTC/USDT,15m,deep,1774263600000,short,-1.0825129977433638
t100-141-241,BTC/USDT,15m,deep,1774263600000,short,-1.0825129977433638
t100-161-241,BTC/USDT,15m,deep,1774263600000,short,-1.0825129977433638
t100-only,BTC/USDT,15m,deep,1774263600000,short,-1.0825129977433638
canon,BTC/USDT,15m,ote,1774280700000,long,-1.0303553296563495
t100-241,BTC/USDT,15m,ote,1774280700000,long,0.10722715754011342
t100-141-241,BTC/USDT,15m,ote,1774280700000,long,0.06113299514129247
t100-161-241,BTC/USDT,15m,ote,1774280700000,long,0.06113299514129247
t100-only,BTC/USDT,15m,ote,1774280700000,long,0.24550964473657622
canon,BTC/USDT,15m,ote,1774809000000,short,1.2646413844603195
t100-241,BTC/USDT,15m,ote,1774809000000,short,-0.043740281338445056
t100-141-241,BTC/USDT,15m,ote,1774809000000,short,-0.0937542717192086
t100-161-241,BTC/USDT,15m,ote,1774809000000,short,-0.0937542717192086
t100-only,BTC/USDT,15m,ote,1774809000000,short,0.1063016898038455
canon,BTC/USDT,15m,deep,1774815300000,short,3.6589668277115788
t100-241,BTC/USDT,15m,deep,1774815300000,short,3.1220492884445656
t100-141-241,BTC/USDT,15m,deep,1774815300000,short,2.864503476926243
t100-161-241,BTC/USDT,15m,deep,1774815300000,short,3.0391108067691652
t100-only,BTC/USDT,15m,deep,1774815300000,short,1.2755767753555716
canon,BTC/USDT,15m,ote,1775514600000,long,1.397278999702915
t100-241,BTC/USDT,15m,ote,1775514600000,long,1.1365951574637299
t100-141-241,BTC/USDT,15m,ote,1775514600000,long,1.0115516884221694
t100-161-241,BTC/USDT,15m,ote,1775514600000,long,1.0963269216706846
t100-only,BTC/USDT,15m,ote,1775514600000,long,0.2400970658606777
canon,BTC/USDT,15m,ote,1775592000000,short,-1.1734958835756026
t100-241,BTC/USDT,15m,ote,1775592000000,short,-0.02425293878366775
t100-141-241,BTC/USDT,15m,ote,1775592000000,short,-0.0737672537143127
t100-161-241,BTC/USDT,15m,ote,1775592000000,short,-0.0737672537143127
t100-only,BTC/USDT,15m,ote,1775592000000,short,0.12429000600826702
canon,BTC/USDT,15m,ote,1775520000000,short,0.32401544074539523
t100-241,BTC/USDT,15m,ote,1775520000000,short,0.06307078425684133
t100-141-241,BTC/USDT,15m,ote,1775520000000,short,0.015795539147747478
t100-161-241,BTC/USDT,15m,ote,1775520000000,short,0.015795539147747478
t100-only,BTC/USDT,15m,ote,1775520000000,short,0.2048965195841229
canon,BTC/USDT,15m,ote,1775696400000,long,1.414076512214683
t100-241,BTC/USDT,15m,ote,1775696400000,long,0.11956083564563326
t100-141-241,BTC/USDT,15m,ote,1775696400000,long,0.0737829214033635
t100-161-241,BTC/USDT,15m,ote,1775696400000,long,0.0737829214033635
t100-only,BTC/USDT,15m,ote,1775696400000,long,0.25689457837244256
canon,BTC/USDT,15m,ote,1775860200000,long,-1.073524153483837
t100-241,BTC/USDT,15m,ote,1775860200000,long,0.067141821128878
t100-141-241,BTC/USDT,15m,ote,1775860200000,long,0.02001982959130637
t100-161-241,BTC/USDT,15m,ote,1775860200000,long,0.02001982959130637
t100-only,BTC/USDT,15m,ote,1775860200000,long,0.20850779574159287
canon,BTC/USDT,15m,ote,1776192300000,long,0.3689510660061773
t100-241,BTC/USDT,15m,ote,1776192300000,long,0.10826722376699206
t100-141-241,BTC/USDT,15m,ote,1776192300000,long,0.06219972973296205
t100-161-241,BTC/USDT,15m,ote,1776192300000,long,0.06219972973296205
t100-only,BTC/USDT,15m,ote,1776192300000,long,0.24646970586908212
canon,BTC/USDT,15m,ote,1776211200000,short,0.32761989391822016
t100-241,BTC/USDT,15m,ote,1776211200000,short,0.06667523742966944
t100-141-241,BTC/USDT,15m,ote,1776211200000,short,0.01949241419680229
t100-161-241,BTC/USDT,15m,ote,1776211200000,short,0.01949241419680229
t100-only,BTC/USDT,15m,ote,1776211200000,short,0.20822370712827082
canon,BTC/USDT,15m,ote,1776347100000,long,-1.138265920967081
t100-241,BTC/USDT,15m,ote,1776347100000,long,-1.138265920967081
t100-141-241,BTC/USDT,15m,ote,1776347100000,long,-1.138265920967081
t100-161-241,BTC/USDT,15m,ote,1776347100000,long,-1.138265920967081
t100-only,BTC/USDT,15m,ote,1776347100000,long,-1.138265920967081
canon,BTC/USDT,15m,deep,1776347100000,long,-1.283754486597184
t100-241,BTC/USDT,15m,deep,1776347100000,long,-1.283754486597184
t100-141-241,BTC/USDT,15m,deep,1776347100000,long,-1.283754486597184
t100-161-241,BTC/USDT,15m,deep,1776347100000,long,-1.283754486597184
t100-only,BTC/USDT,15m,deep,1776347100000,long,-1.283754486597184
canon,BTC/USDT,15m,ote,1776298500000,long,-1.102099155820566
t100-241,BTC/USDT,15m,ote,1776298500000,long,0.04060789038762409
t100-141-241,BTC/USDT,15m,ote,1776298500000,long,-0.007194458348439264
t100-161-241,BTC/USDT,15m,ote,1776298500000,long,-0.007194458348439264
t100-only,BTC/USDT,15m,ote,1776298500000,long,0.1840149365958141
canon,BTC/USDT,15m,deep,1776347100000,long,-1.2093380535993834
t100-241,BTC/USDT,15m,deep,1776347100000,long,-1.2093380535993834
t100-141-241,BTC/USDT,15m,deep,1776347100000,long,-1.2093380535993834
t100-161-241,BTC/USDT,15m,deep,1776347100000,long,-1.2093380535993834
t100-only,BTC/USDT,15m,deep,1776347100000,long,-1.2093380535993834
canon,BTC/USDT,15m,ote,1776374100000,long,1.3717154937095044
t100-241,BTC/USDT,15m,ote,1776374100000,long,1.1110316514703193
t100-141-241,BTC/USDT,15m,ote,1776374100000,long,0.9859881824287579
t100-161-241,BTC/USDT,15m,ote,1776374100000,long,1.0707634156772738
t100-only,BTC/USDT,15m,ote,1776374100000,long,0.214533559867265
canon,BTC/USDT,15m,ote,1776612600000,long,-1.1314898278759558
t100-241,BTC/USDT,15m,ote,1776612600000,long,0.013316552050485049
t100-141-241,BTC/USDT,15m,ote,1776612600000,long,-0.035185574591661925
t100-161-241,BTC/USDT,15m,ote,1776612600000,long,-0.035185574591661925
t100-only,BTC/USDT,15m,ote,1776612600000,long,0.15882293197692593
canon,BTC/USDT,15m,deep,1776618000000,long,-1.2698120542159688
t100-241,BTC/USDT,15m,deep,1776618000000,long,-1.2698120542159688
t100-141-241,BTC/USDT,15m,deep,1776618000000,long,-1.2698120542159688
t100-161-241,BTC/USDT,15m,deep,1776618000000,long,-1.2698120542159688
t100-only,BTC/USDT,15m,deep,1776618000000,long,-1.2698120542159688
canon,BTC/USDT,15m,ote,1776666600000,short,-1.0782099946742412
t100-241,BTC/USDT,15m,ote,1776666600000,short,0.06422681519616617
t100-141-241,BTC/USDT,15m,ote,1776666600000,short,0.016981211906030393
t100-161-241,BTC/USDT,15m,ote,1776666600000,short,0.016981211906030393
t100-only,BTC/USDT,15m,ote,1776666600000,short,0.20596362506657354
canon,BTC/USDT,15m,ote,1776726900000,long,0.34730727689123464
t100-241,BTC/USDT,15m,ote,1776726900000,long,0.08662343465204653
t100-141-241,BTC/USDT,15m,ote,1776726900000,long,0.04000097166635101
t100-161-241,BTC/USDT,15m,ote,1776726900000,long,0.04000097166635101
t100-only,BTC/USDT,15m,ote,1776726900000,long,0.22649082360913309
canon,BTC/USDT,15m,ote,1776938400000,long,0.36261478466809455
t100-241,BTC/USDT,15m,ote,1776938400000,long,0.1019309424289102
t100-141-241,BTC/USDT,15m,ote,1776938400000,long,0.05570097964262244
t100-161-241,BTC/USDT,15m,ote,1776938400000,long,0.05570097964262244
t100-only,BTC/USDT,15m,ote,1776938400000,long,0.24062083078777344
canon,BTC/USDT,15m,ote,1776899700000,long,0.3674418280311689
t100-241,BTC/USDT,15m,ote,1776899700000,long,0.10675798579198409
t100-141-241,BTC/USDT,15m,ote,1776899700000,long,0.06065179334833878
t100-161-241,BTC/USDT,15m,ote,1776899700000,long,0.06065179334833878
t100-only,BTC/USDT,15m,ote,1776899700000,long,0.24507656312292003
canon,BTC/USDT,15m,ote,1776945600000,short,-1.13806008907998
t100-241,BTC/USDT,15m,ote,1776945600000,short,0.008651727533692997
t100-141-241,BTC/USDT,15m,ote,1776945600000,short,-0.04001887800419799
t100-161-241,BTC/USDT,15m,ote,1776945600000,short,-0.04001887800419799
t100-only,BTC/USDT,15m,ote,1776945600000,short,0.15466354414736594
canon,BTC/USDT,15m,deep,1776955500000,short,-1.2848115969027896
t100-241,BTC/USDT,15m,deep,1776955500000,short,-1.2848115969027896
t100-141-241,BTC/USDT,15m,deep,1776955500000,short,-1.2848115969027896
t100-161-241,BTC/USDT,15m,deep,1776955500000,short,-1.2848115969027896
t100-only,BTC/USDT,15m,deep,1776955500000,short,-1.2848115969027896
canon,BTC/USDT,15m,ote,1777464900000,long,-1.0749503848207838
t100-241,BTC/USDT,15m,ote,1777464900000,long,-1.0749503848207838
t100-141-241,BTC/USDT,15m,ote,1777464900000,long,-1.0749503848207838
t100-161-241,BTC/USDT,15m,ote,1777464900000,long,-1.0749503848207838
t100-only,BTC/USDT,15m,ote,1777464900000,long,-1.0749503848207838
canon,BTC/USDT,15m,ote,1777555800000,short,-1.07979294643258
t100-241,BTC/USDT,15m,ote,1777555800000,short,0.06275693142056754
t100-141-241,BTC/USDT,15m,ote,1777555800000,short,0.015473638802851734
t100-161-241,BTC/USDT,15m,ote,1777555800000,short,0.015473638802851734
t100-only,BTC/USDT,15m,ote,1777555800000,short,0.20460680927371494
canon,BTC/USDT,15m,ote,1777509000000,short,-1.0612884900306672
t100-241,BTC/USDT,15m,ote,1777509000000,short,0.07993964093662566
t100-141-241,BTC/USDT,15m,ote,1777509000000,short,0.033096930614194664
t100-161-241,BTC/USDT,15m,ote,1777509000000,short,0.033096930614194664
t100-only,BTC/USDT,15m,ote,1777509000000,short,0.2204677719039186
canon,BTC/USDT,15m,ote,1777770000000,long,1.201171114208916
t100-241,BTC/USDT,15m,ote,1777770000000,long,-0.11108667886061972
t100-141-241,BTC/USDT,15m,ote,1777770000000,long,-0.16277863193638403
t100-161-241,BTC/USDT,15m,ote,1777770000000,long,-0.16277863193638403
t100-only,BTC/USDT,15m,ote,1777770000000,long,0.04398918036667318
canon,BTC/USDT,15m,deep,1777770900000,long,3.5298515596027196
t100-241,BTC/USDT,15m,deep,1777770900000,long,2.9934706695503532
t100-141-241,BTC/USDT,15m,deep,1777770900000,long,2.736182275134989
t100-161-241,BTC/USDT,15m,deep,1777770900000,long,2.910615084908117
t100-only,BTC/USDT,15m,deep,1777770900000,long,1.1488437061995285
canon,BTC/USDT,15m,ote,1777843800000,long,1.0711449542090703
t100-241,BTC/USDT,15m,ote,1777843800000,long,-0.251948352193764
t100-141-241,BTC/USDT,15m,ote,1777843800000,long,-0.3072521430472991
t100-161-241,BTC/USDT,15m,ote,1777843800000,long,-0.3072521430472991
t100-only,BTC/USDT,15m,ote,1777843800000,long,-0.08603697963315865
canon,BTC/USDT,15m,deep,1777843800000,long,3.26231082201112
t100-241,BTC/USDT,15m,deep,1777843800000,long,0.011499463810711402
t100-141-241,BTC/USDT,15m,deep,1777843800000,long,-0.27843503778842454
t100-161-241,BTC/USDT,15m,deep,1777843800000,long,-0.27843503778842454
t100-only,BTC/USDT,15m,deep,1777843800000,long,0.8813029686081189
canon,BTC/USDT,15m,ote,1777858200000,short,-1.1539697411323295
t100-241,BTC/USDT,15m,ote,1777858200000,short,-1.1539697411323295
t100-141-241,BTC/USDT,15m,ote,1777858200000,short,-1.1539697411323295
t100-161-241,BTC/USDT,15m,ote,1777858200000,short,-1.1539697411323295
t100-only,BTC/USDT,15m,ote,1777858200000,short,-1.1539697411323295
canon,BTC/USDT,15m,deep,1777858200000,short,-1.317547163691127
t100-241,BTC/USDT,15m,deep,1777858200000,short,-1.317547163691127
t100-141-241,BTC/USDT,15m,deep,1777858200000,short,-1.317547163691127
t100-161-241,BTC/USDT,15m,deep,1777858200000,short,-1.317547163691127
t100-only,BTC/USDT,15m,deep,1777858200000,short,-1.317547163691127
canon,BTC/USDT,15m,ote,1777888800000,long,-1.120685005374315
t100-241,BTC/USDT,15m,ote,1777888800000,long,0.023349601516290685
t100-141-241,BTC/USDT,15m,ote,1777888800000,long,-0.02489526744724456
t100-161-241,BTC/USDT,15m,ote,1777888800000,long,-0.02489526744724456
t100-only,BTC/USDT,15m,ote,1777888800000,long,0.16808420840689642
canon,BTC/USDT,15m,deep,1777888800000,long,-1.247580141948197
t100-241,BTC/USDT,15m,deep,1777888800000,long,0.5779502272036732
t100-141-241,BTC/USDT,15m,deep,1777888800000,long,0.30254010415304966
t100-161-241,BTC/USDT,15m,deep,1777888800000,long,0.30254010415304966
t100-only,BTC/USDT,15m,deep,1777888800000,long,1.4041805963555436
canon,BTC/USDT,15m,ote,1778076000000,long,-1.1435819742348043
t100-241,BTC/USDT,15m,ote,1778076000000,long,0.002088130431546341
t100-141-241,BTC/USDT,15m,ote,1778076000000,long,-0.04670190445723726
t100-161-241,BTC/USDT,15m,ote,1778076000000,long,-0.04670190445723726
t100-only,BTC/USDT,15m,ote,1778076000000,long,0.14845823509789713
canon,BTC/USDT,15m,deep,1778108400000,long,-1.2946927532684762
t100-241,BTC/USDT,15m,deep,1778108400000,long,0.5342028024062853
t100-141-241,BTC/USDT,15m,deep,1778108400000,long,0.257670950514698
t100-161-241,BTC/USDT,15m,deep,1778108400000,long,0.257670950514698
t100-only,BTC/USDT,15m,deep,1778108400000,long,1.3637983580810467
canon,BTC/USDT,15m,ote,1778465700000,long,-1.0566887198195947
t100-241,BTC/USDT,15m,ote,1778465700000,long,0.08277472381710319
t100-141-241,BTC/USDT,15m,ote,1778465700000,long,0.03605357593820384
t100-161-241,BTC/USDT,15m,ote,1778465700000,long,0.03605357593820384
t100-only,BTC/USDT,15m,ote,1778465700000,long,0.22293816745380116
canon,BTC/USDT,15m,ote,1778611500000,short,0.33743356331306457
t100-241,BTC/USDT,15m,ote,1778611500000,short,0.07648890682451542
t100-141-241,BTC/USDT,15m,ote,1778611500000,short,0.2973832018344953
t100-161-241,BTC/USDT,15m,ote,1778611500000,short,0.3822432527250811
t100-only,BTC/USDT,15m,ote,1778611500000,short,0.21728247887735683
canon,BTC/USDT,15m,ote,1778670000000,long,-1.1349328697239005
t100-241,BTC/USDT,15m,ote,1778670000000,long,-1.1349328697239005
t100-141-241,BTC/USDT,15m,ote,1778670000000,long,-1.1349328697239005
t100-161-241,BTC/USDT,15m,ote,1778670000000,long,-1.1349328697239005
t100-only,BTC/USDT,15m,ote,1778670000000,long,-1.1349328697239005
canon,BTC/USDT,15m,deep,1778674500000,long,-1.2768964282800699
t100-241,BTC/USDT,15m,deep,1778674500000,long,-1.2768964282800699
t100-141-241,BTC/USDT,15m,deep,1778674500000,long,-1.2768964282800699
t100-161-241,BTC/USDT,15m,deep,1778674500000,long,-1.2768964282800699
t100-only,BTC/USDT,15m,deep,1778674500000,long,-1.2768964282800699
canon,BTC/USDT,15m,ote,1778768100000,short,-1.0978271449938315
t100-241,BTC/USDT,15m,ote,1778768100000,short,-1.0978271449938315
t100-141-241,BTC/USDT,15m,ote,1778768100000,short,-1.0978271449938315
t100-161-241,BTC/USDT,15m,ote,1778768100000,short,-1.0978271449938315
t100-only,BTC/USDT,15m,ote,1778768100000,short,-1.0978271449938315
canon,BTC/USDT,15m,ote,1778768100000,short,1.389306473413766
t100-241,BTC/USDT,15m,ote,1778768100000,short,1.128361816925216
t100-141-241,BTC/USDT,15m,ote,1778768100000,short,1.003193241861603
t100-161-241,BTC/USDT,15m,ote,1778768100000,short,1.0880532927521886
t100-only,BTC/USDT,15m,ote,1778768100000,short,0.23096677875727736
canon,BTC/USDT,15m,ote,1778737500000,short,1.394055984743392
t100-241,BTC/USDT,15m,ote,1778737500000,short,0.09645886896819036
t100-141-241,BTC/USDT,15m,ote,1778737500000,short,0.05003972859528628
t100-161-241,BTC/USDT,15m,ote,1778737500000,short,0.05003972859528628
t100-only,BTC/USDT,15m,ote,1778737500000,short,0.2357162900869026
canon,BTC/USDT,15m,ote,1778986800000,short,-1.2589432166562038
t100-241,BTC/USDT,15m,ote,1778986800000,short,-1.2589432166562038
t100-141-241,BTC/USDT,15m,ote,1778986800000,short,-1.2589432166562038
t100-161-241,BTC/USDT,15m,ote,1778986800000,short,-1.2589432166562038
t100-only,BTC/USDT,15m,ote,1778986800000,short,-1.2589432166562038
canon,BTC/USDT,15m,deep,1778992200000,short,-1.5335397075700878
t100-241,BTC/USDT,15m,deep,1778992200000,short,-1.5335397075700878
t100-141-241,BTC/USDT,15m,deep,1778992200000,short,-1.5335397075700878
t100-161-241,BTC/USDT,15m,deep,1778992200000,short,-1.5335397075700878
t100-only,BTC/USDT,15m,deep,1778992200000,short,-1.5335397075700878
canon,BTC/USDT,15m,ote,1779133500000,short,0.28031648837198436
t100-241,BTC/USDT,15m,ote,1779133500000,short,0.019371831883436608
t100-141-241,BTC/USDT,15m,ote,1779133500000,short,-0.029023899183946954
t100-161-241,BTC/USDT,15m,ote,1779133500000,short,-0.029023899183946954
t100-only,BTC/USDT,15m,ote,1779133500000,short,0.16455902508558728
canon,BTC/USDT,15m,deep,1779149700000,short,1.1044621985873637
t100-241,BTC/USDT,15m,deep,1779149700000,short,0.5675446593203578
t100-141-241,BTC/USDT,15m,deep,1779149700000,short,1.201456992528802
t100-161-241,BTC/USDT,15m,deep,1779149700000,short,0.29157735228991716
t100-only,BTC/USDT,15m,deep,1779149700000,short,1.3954465804116793
canon,BTC/USDT,15m,ote,1779358500000,long,-1.0783654903710593
t100-241,BTC/USDT,15m,ote,1779358500000,long,0.06264629401931293
t100-141-241,BTC/USDT,15m,ote,1779358500000,long,0.015409032555855566
t100-161-241,BTC/USDT,15m,ote,1779358500000,long,0.015409032555855566
t100-only,BTC/USDT,15m,ote,1779358500000,long,0.20435807840968506
canon,BTC/USDT,15m,ote,1779546600000,short,1.3982280505513622
t100-241,BTC/USDT,15m,ote,1779546600000,short,1.1372833940628133
t100-141-241,BTC/USDT,15m,ote,1779546600000,short,1.0121148189991995
t100-161-241,BTC/USDT,15m,ote,1779546600000,short,1.0969748698897854
t100-only,BTC/USDT,15m,ote,1779546600000,short,0.23988835589487462
canon,BTC/USDT,15m,ote,1779660000000,short,-1.2208339805745163
t100-241,BTC/USDT,15m,ote,1779660000000,short,-1.2208339805745163
t100-141-241,BTC/USDT,15m,ote,1779660000000,short,-1.2208339805745163
t100-161-241,BTC/USDT,15m,ote,1779660000000,short,-1.2208339805745163
t100-only,BTC/USDT,15m,ote,1779660000000,short,-1.2208339805745163
canon,BTC/USDT,15m,deep,1779660000000,short,-1.4551264626480893
t100-241,BTC/USDT,15m,deep,1779660000000,short,-1.4551264626480893
t100-141-241,BTC/USDT,15m,deep,1779660000000,short,-1.4551264626480893
t100-161-241,BTC/USDT,15m,deep,1779660000000,short,-1.4551264626480893
t100-only,BTC/USDT,15m,deep,1779660000000,short,-1.4551264626480893
canon,BTC/USDT,15m,ote,1779796800000,long,0.08378103029005106
t100-241,BTC/USDT,15m,ote,1779796800000,long,-0.17690281194913998
t100-141-241,BTC/USDT,15m,ote,1779796800000,long,0.0502659624422011
t100-161-241,BTC/USDT,15m,ote,1779796800000,long,0.13504119569070813
t100-only,BTC/USDT,15m,ote,1779796800000,long,-0.0167641732534988
canon,BTC/USDT,15m,deep,1779802200000,long,3.4048459681224976
t100-241,BTC/USDT,15m,deep,1779802200000,long,0.16591253876434808
t100-141-241,BTC/USDT,15m,deep,1779802200000,long,-0.12006265322062942
t100-161-241,BTC/USDT,15m,deep,1779802200000,long,-0.12006265322062942
t100-only,BTC/USDT,15m,deep,1779802200000,long,1.0238381147192803
canon,BTC/USDT,15m,ote,1780074900000,short,1.4072113582934036
t100-241,BTC/USDT,15m,ote,1780074900000,short,1.1462667018048536
t100-141-241,BTC/USDT,15m,ote,1780074900000,short,1.02109812674124
t100-161-241,BTC/USDT,15m,ote,1780074900000,short,1.105958177631825
t100-only,BTC/USDT,15m,ote,1780074900000,short,0.24887166363691324
canon,BTC/USDT,15m,ote,1780263900000,short,0.1500523530719487
t100-241,BTC/USDT,15m,ote,1780263900000,short,-0.11089230341659645
t100-141-241,BTC/USDT,15m,ote,1780263900000,short,-0.1626281405173114
t100-161-241,BTC/USDT,15m,ote,1780263900000,short,-0.1626281405173114
t100-only,BTC/USDT,15m,ote,1780263900000,short,0.04431520788554838
canon,BTC/USDT,15m,deep,1780268400000,short,0.8364318050119602
t100-241,BTC/USDT,15m,deep,1780268400000,short,0.29951426574493567
t100-141-241,BTC/USDT,15m,deep,1780268400000,short,0.9402991731476491
t100-161-241,BTC/USDT,15m,deep,1780268400000,short,0.016674384520238283
t100-only,BTC/USDT,15m,deep,1780268400000,short,1.1480339094190277
canon,BTC/USDT,15m,ote,1780523100000,short,1.3836695208973306
t100-241,BTC/USDT,15m,ote,1780523100000,short,1.1227248644087822
